"priority";"fua_name";"app_name";"count";"ctry"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Den Breejen Jeroen";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Mcreynolds Alan Andrew";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Guth Gregory Donald";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Diana Frederic Stephane";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Qiu Yifeng";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Wasilko Michael";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Soleimani Nazila";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Sliver Vr Technologies Inc";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Baidu Usa Llc";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Schrama Charles";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Lucasfilm Entertainment Company Ltd";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Loop Now Technologies Inc";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Roblox Corporation";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Tivo Solutions Inc";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Blackfire Research Corporation";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Parampath Louqman Ackandy";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Baharloo Cameron";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Rosenberg Scott";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Motionloft Inc";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Polycom Inc";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Echelon Corporation";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Ringo Ai Inc";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Mjnn Llc";3;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Visu Inc";3;"US"
"Holography";"San Jose-San Francisco-Oakland - Ca";"Intel Corporation";3;"US"
"Holography";"San Jose-San Francisco-Oakland - Ca";"Apple Inc";3;"US"
"Holography";"San Jose-San Francisco-Oakland - Ca";"Grant Alastair John";3;"US"
"Holography";"San Jose-San Francisco-Oakland - Ca";"Waldern Jonathan David";3;"US"
"Screen displays (vehicules)";"San Jose-San Francisco-Oakland - Ca";"Uatc Llc";3;"US"
"Screen displays (vehicules)";"San Jose-San Francisco-Oakland - Ca";"Tesla Inc";3;"US"
"Screen displays (vehicules)";"San Jose-San Francisco-Oakland - Ca";"Neonode Inc";3;"US"
"Screen displays (vehicules)";"San Jose-San Francisco-Oakland - Ca";"Nio Usa Inc";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Invensas Corporation";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Invensas Bonding Technologies Inc";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Alta Devices Inc";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Kla Corporation";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Den Breejen Jeroen";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Mcreynolds Alan Andrew";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Guth Gregory Donald";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Diana Frederic Stephane";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Qiu Yifeng";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Wasilko Michael";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Soleimani Nazila";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Luminus Inc";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Majhi Prashant";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Intelesol Llc";3;"US"
"Optical Components";"San Jose-San Francisco-Oakland - Ca";"Mjnn Llc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Intel Ip Corporation";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Foghorn Systems Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Integnology Corporation";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Cyara Solutions Corp";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Rainforest Qa Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Sauce Labs Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Manhattan Engineering Incorporated";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Functionize Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Nvidia Corporation";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Tencent America Llc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Aeris Communications Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Roku Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Pure Storage Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Slack Technologies Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Green Charge Networks Llc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Simbe Robotics Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Wing Aviation Llc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Yvaai Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Riffyn Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Energy Harbors Corporation Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"Drishti Technologies Inc";3;"US"
"Arrangement for software engineering";"San Jose-San Francisco-Oakland - Ca";"The Fin Exploration Company";3;"US"
"Automotive ECUs";"San Jose-San Francisco-Oakland - Ca";"Intel Corporation";3;"US"
"Automotive ECUs";"San Jose-San Francisco-Oakland - Ca";"Nio Usa Inc";3;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Oculus Vr Llc";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Eye Labs Llc";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Fove Inc";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Intevac Inc";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Sony Interactive Entertainment America Llc";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Paypal Inc";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Xing Zhou";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Zhou Tiger";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Zhou Andrew";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Zhou Dylan";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"The Regents Of The University Of California";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Synaptics Incorporated";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Firefly Dimension Inc";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Meta Company";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Invensas Bonding Technologies Inc";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Dolby Laboratories Licensing Corporation";2;"US"
"Head-up displays";"San Jose-San Francisco-Oakland - Ca";"Carl Zeiss Meditec Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Levi Strauss&Co";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Deepscale Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Facebook Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Waymo Llc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Arris Composites Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Intuitive Surgical Operations Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Nvidia Corporation";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"The Climate Corporation";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Kla Corporation";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Efabless Corporation";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Apple Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Ambient Scientific Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Flex Logix Technologies Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Quadrici0 Inc";2;"US"
"Computer-aided design [CAD]";"San Jose-San Francisco-Oakland - Ca";"Rambus Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Eyeque Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Xilinx Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Lu Haiguang";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Pacific Biosciences Of California Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Eye Labs Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Oculus Vr Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Paypal Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Xing Zhou";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Firefly Dimension Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Invuity Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Qwake Technologies Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Optical Wavefront Laboratories Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Integrated Dynamic Electron Solutions Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Nanometrics Incorporated";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Calico Life Sciences Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Berkeley Lights Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Molecular Vista Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Formfactor Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Apton Biosystems Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Gross Andrew John";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Evans Allan Thomas";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Coherent Ai Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Autodesk Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Smits Gerard Dirk";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Cytek Biosciences Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Ours Technology Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Fancsali Erno";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Sa Photonics Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Intel Capital Corporation";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Juniper Networks Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Insyte Systems";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Inneos Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Pfeffer Nicola Bettina";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Van Der Sijde Arjen Gerbend";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Uber Technologies Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Aosense Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Atmel Corporation";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Didrew Technology (Bvi) Limited";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Wicue Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Equal1labs Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Mattson Technology Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Trimble Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Page James S";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Samuels Rudy Lucas";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Modit3d Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Plethron Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Mashgin Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Owlii Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Spect Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Open Space Labs Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Plusai Corp";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Zspace Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Imeve Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Skydio Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"The Climate Corporation";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Endiatx";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Dolby Laboratories Licensing Corp";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Entit Software Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Harmonic Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Yerba Buena Vr Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Cypress Semiconductor Corporation";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Mixhalo Corp";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Flynn David";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Mammou Khaled";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Robinet Fabrice A";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Blast Motion Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Pandora Media Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Vasona Networks Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Shutterfly Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Cognant Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Reher Douglas Corey";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Trailervote Corp";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"General Workings Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Free Stream Media Corporation D/B/A Samba Tv";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Brave Software Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Rubin Kim";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Melo Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Tempus Ex Machina Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Mcafee Llc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Augmented And Segmented Media Interface Corp";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Mo-Dv Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Invensense Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Sephora Usa Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Karabed Razmik";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Simbe Robotics Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Symmetry Sensors Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Recogni Inc";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Broadspot Imaging Corporation";2;"US"
"Optical systems (general)";"San Jose-San Francisco-Oakland - Ca";"Integem Inc";2;"US"
