Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Number of Funding Rounds,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Organization Revenue Range,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Series A - Determined AI,https://www.crunchbase.com/funding_round/determined-ai-series-a--dc2eb00d,Determined AI,https://www.crunchbase.com/organization/determined-ai,Series A,11000000,USD,11000000,2019-03-13,Early Stage Venture,,,,Yes,Determined AI is a machine learning tech company that revolutionizes the way deep models are trained and deployed.,"Artificial Intelligence (AI), Developer Tools, Machine Learning",,"San Francisco, California, United States, North America",http://determined.ai,2,M&A,13600000,USD,13600000,$1M to $10M,Google Ventures,"Alumni Ventures, Amplify Partners, CRV, Google Ventures, Green D Ventures, Haystack, LG Electronics, Specialized Types, SV Angel, The House",,10,"62,271"
Series A - FuriosaAI,https://www.crunchbase.com/funding_round/furiosaai-series-a--d5cd82a7,FuriosaAI,https://www.crunchbase.com/organization/furiosaai,Series A,8000000000,KRW,6927876,2019-11-07,Early Stage Venture,,,,Yes,FuriosaAI is a semiconductor company that provides real-time AI services.,"Analytics, Artificial Intelligence (AI), Big Data, Information Technology",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://www.furiosa.ai,3,Early Stage Venture,88000000000,KRW,79116289,$10M to $50M,,"DSC Investment, KDB Capital, KDB Industrial Bank, Korea Omega Investment, Quantum Ventures Korea, Schmidt",,6,"62,448"
Series A - FNA,https://www.crunchbase.com/funding_round/financial-network-analytics-series-a--3e006f23,FNA,https://www.crunchbase.com/organization/financial-network-analytics,Series A,5500000,USD,5500000,2019-08-01,Early Stage Venture,,,,Yes,FNA is a deep technology analytics company that offers financial system services.,"Analytics, Artificial Intelligence (AI), Data Visualization, Enterprise Software, Financial Services, FinTech, Fraud Detection, Payments, Risk Management, Simulation",,"London, England, United Kingdom, Europe",http://www.fna.fi,5,,6059284,USD,6059284,$1M to $10M,IQ Capital,"FAST — by GETTYLAB, IQ Capital",2,2,"67,458"
Series C - GrubMarket,https://www.crunchbase.com/funding_round/grubmarket-inc-series-c--7605eec9,GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc,Series C,25000000,USD,25000000,2019-04-04,Late Stage Venture,,,,Yes,GrubMarket is an AI-powered prominent B2B eCommerce business operating in the American food supply chain industry.,"Artificial Intelligence (AI), E-Commerce, Food and Beverage, Internet, Payments, SaaS, Supply Chain Management",,"San Francisco, California, United States, North America",https://www.grubmarket.com,8,Late Stage Venture,499100000,USD,499100000,$100M to $500M,"Digital Garage (TSE: 4819), WI Harper Group","Alumni Ventures, Arancia International, Bascom Ventures, CentreGold Capital, Digital Garage (TSE: 4819), Evolv Ventures, Fusion Fund, Notable Capital, University Growth Fund, WI Harper Group, Ying Fund",3,11,"66,245"
Seed Round - Rossum Ltd,https://www.crunchbase.com/funding_round/rossum-ltd-seed--652f23ea,Rossum Ltd,https://www.crunchbase.com/organization/rossum-ltd,Seed,8500000,USD,8500000,2019-11-27,Seed,,,,Yes,"Rossum serves as a cloud-based document gateway powered by artificial intelligence, facilitating automated communication in business.","Artificial Intelligence (AI), Document Management, Machine Learning, SaaS, Software",,"London, England, United Kingdom, Europe",https://rossumai.uk,4,Seed,116197565,USD,116197565,,LocalGlobe,LocalGlobe,,1,"66,945"
Series D - MiningLamp,https://www.crunchbase.com/funding_round/mininglamp-series-d--a96c2dd4,MiningLamp,https://www.crunchbase.com/organization/mininglamp,Series D,2000000000,CNY,297304931,2019-03-27,Late Stage Venture,,,,Yes,"MiningLamp helps clients to build their own knowledge graphs and apply AI to their business, and finally transform data into insights.","Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Software",,"Beijing, Beijing, China, Asia",https://www.mininglamp.com/,6,Late Stage Venture,841824740,USD,841824740,$50M to $100M,Tencent,"AVIC Trust, Huasheng Capital, Jintuo Capital, Tencent",,4,"68,942"
Venture Round - Zappi,https://www.crunchbase.com/funding_round/zappistore-series-unknown--9cdc9779,Zappi,https://www.crunchbase.com/organization/zappistore,Venture - Series Unknown,8000000,USD,8000000,2019-02-25,,,,,Yes,Zappi helps global brands make faster and better decisions to drive business growth.,"Analytics, Artificial Intelligence (AI), Data Integration, Market Research, Software",,"London, England, United Kingdom, Europe",https://zappi.io,4,Private Equity,192610524,USD,192610524,$10M to $50M,Cipio Partners,"Cipio Partners, Prime Ventures",1,2,"68,127"
Series B - Gaussian Robot,https://www.crunchbase.com/funding_round/gaussian-robot-series-b--9d051a5d,Gaussian Robot,https://www.crunchbase.com/organization/gaussian-robot,Series B,100000000,CNY,14898911,2019-03-19,Early Stage Venture,,,,Yes,Gaussian Robot is a robotics company that develops intelligent cleaning robots.,"Artificial Intelligence (AI), Robotics",,"Shanghai, Shanghai, China, Asia",http://www.gs-robot.com/,10,Late Stage Venture,394654068,USD,394654068,$1M to $10M,,"BlueRun Ventures, Grand Flight Investment, Seven Seas Partners",,3,"72,184"
Series C - Aera Technology,https://www.crunchbase.com/funding_round/aeratechnology-series-c--c99d316d,Aera Technology,https://www.crunchbase.com/organization/aeratechnology,Series C,80000000,USD,80000000,2019-06-27,Late Stage Venture,250000000,USD,250000000,Yes,"Aera Technology is the Decision Intelligence company that digitizes, augments, and automates decision making in real time.","Artificial Intelligence (AI), Business Intelligence, Cloud Computing, Developer Platform, Enterprise Software, Information Technology, IT Management, Software, Supply Chain Management",,"Mountain View, California, United States, North America",http://www.aeratechnology.com,9,Private Equity,173656544,USD,173656544,$10M to $50M,DFJ Growth,"DFJ Growth, Georgian, Harmony Partners, NewView Capital",2,4,"72,957"
Series B - CollegeVine,https://www.crunchbase.com/funding_round/collegevine-series-b--2c197af4,CollegeVine,https://www.crunchbase.com/organization/collegevine,Series B,24000000,USD,24000000,2019-04-01,Early Stage Venture,,,,Yes,"CollegeVine is an AI company that leverages its vast student network, data, and AI agents to transform student recruitment.","Artificial Intelligence (AI), College Recruiting, EdTech, Education, Higher Education, Professional Networking, Recruiting",,"Boston, Massachusetts, United States, North America",https://www.collegevine.com/,4,,42700000,USD,42700000,Less than $1M,Morningside Venture Investments,"Fidelity, Humboldt Fund, Maywood Street Investments, Morningside Venture Investments, University Ventures",1,5,"73,903"
Seed Round - GetWhy A/S,https://www.crunchbase.com/funding_round/getwhy-seed--0ced7cc6,GetWhy A/S,https://www.crunchbase.com/organization/getwhy,Seed,37000000,DKK,5453744,2019-09-01,Seed,,,,Yes,GetWhy is a consumer research technology company delivering human insight to BtC enterprises via its video-based platform & proprietary AI.,"Artificial Intelligence (AI), Consumer Research, Market Research",,"Copenhagen, Hovedstaden, Denmark, Europe",https://getwhy.io,7,Early Stage Venture,53876043,USD,53876043,,,,,,"71,983"
Series A - Mcfly,https://www.crunchbase.com/funding_round/maifei-technology-series-a--833b7bcc,Mcfly,https://www.crunchbase.com/organization/maifei-technology,Series A,100000000,CNY,14865247,2019-03-27,Early Stage Venture,,,,Yes,"Mcfly is an AI big data company with international technology background, Internet genes.","Artificial Intelligence (AI), Big Data, Internet",,"Beijing, Beijing, China, Asia",http://www.mcfly.com.cn/,2,Early Stage Venture,125000000,CNY,18791928,,,"Baidu Ventures, CAS Star, ECC Capital, Frees Fund, GF Qianhe Investment, RiverHill Fund",,6,"73,024"
Seed Round - Deeproute,https://www.crunchbase.com/funding_round/deeproute-seed--e464c020,Deeproute,https://www.crunchbase.com/organization/deeproute,Seed,50000000,USD,50000000,2019-09-24,Seed,,,,Yes,Deeproute is an international self-driving technology company committed to advancing urban logistics and popularizing robotaxis.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles",,"Shenzhen, Guangdong, China, Asia",https://deeproute.ai/,4,Early Stage Venture,350000000,USD,350000000,$50M to $100M,Fosun RZ Capital,"Fosun RZ Capital, GoldenSand Capital, Green Pine Capital Partners, Ventech China, Yunqi Partners",1,5,"75,062"
Series A - AutoX,https://www.crunchbase.com/funding_round/autox-ac12-series-a--5ed14d20,AutoX,https://www.crunchbase.com/organization/autox-ac12,Series A,100000000,USD,100000000,2019-09-16,Early Stage Venture,,,,Yes,AutoX is a self-driving car startup that offers AI drivers to enable universal access to transportation for the people.,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Transportation, Travel",,"San Jose, California, United States, North America",https://www.autox.ai/,5,Early Stage Venture,160059879,USD,160059879,Less than $1M,Dongfeng Motor Group,"Alibaba Entrepreneurs Fund, Dongfeng Motor Group, Hong Kong Science and Technology Parks Corporation, Plug and Play",,4,"73,572"
Series B - Eoitek,https://www.crunchbase.com/funding_round/eoitek-series-b--3b50fe07,Eoitek,https://www.crunchbase.com/organization/eoitek,Series B,100000000,CNY,14217673,2019-11-26,Early Stage Venture,,,,Yes,Eoitek is an intelligent big data analysis solution provider.,"Analytics, Artificial Intelligence (AI), Big Data, Software",,"Shanghai, Shanghai, China, Asia",https://www.eoitek.com,5,Late Stage Venture,84217673,USD,84217673,Less than $1M,ST Telemedia,"Chenhui Venture Partners, ST Telemedia, Vision Plus Capital, Volcanics Venture",4,4,"73,422"
Series B - Emotibot Technologies,https://www.crunchbase.com/funding_round/emotibot-technologies-limited-series-b--522af9f1,Emotibot Technologies,https://www.crunchbase.com/organization/emotibot-technologies-limited,Series B,45000000,USD,45000000,2019-10-24,Early Stage Venture,,,,Yes,"Emotibot connects people, devices, content, and services.","Computer, Information Technology, Machine Learning, Technical Support, Video",,"Shanghai, Shanghai, China, Asia",http://www.emotibot.com/,7,Late Stage Venture,88396246,USD,88396246,$1M to $10M,"Lingfeng Capital, V Fund Management","Keywise Capital, Lingfeng Capital, Puhua Capital, V Fund Management, VIA Capital Group",,5,"74,870"
Seed Round - causaLens,https://www.crunchbase.com/funding_round/causalens-seed--a5b6b3b5,causaLens,https://www.crunchbase.com/organization/causalens,Seed,5000000,USD,5000000,2019-04-01,Seed,,,,Yes,causaLens is a causal AI software company that develops AI that decision-makers trust.,"Artificial Intelligence (AI), Big Data, Enterprise Applications, Machine Learning, Software",,"London, England, United Kingdom, Europe",https://www.causalens.com,4,Early Stage Venture,50943244,USD,50943244,$10M to $50M,IQ Capital,"AI Seed, Generation Ventures, IQ Capital",,3,"75,159"
Series E - DataRobot,https://www.crunchbase.com/funding_round/datarobot-series-e--87e97dcf,DataRobot,https://www.crunchbase.com/organization/datarobot,Series E,206000000,USD,206000000,2019-09-17,Late Stage Venture,794000000,USD,794000000,Yes,DataRobot provides AI technology and ROI enablement services to global enterprises.,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, SaaS",,"Boston, Massachusetts, United States, North America",http://datarobot.com,11,Late Stage Venture,1050598000,USD,1050598000,$100M to $500M,Sapphire Ventures,"AllianceBernstein, AMK Investment Office, DFJ Growth, EDBI, Geodesic Capital, GoldenArc Capital, Intel Capital, Meritech Capital Partners, New Enterprise Associates, Oryx Ventures, Sands Capital Ventures, Sapphire Ventures, Tiger Global Management, WiL (World Innovation Lab)",3,14,"75,242"
Series E - ThoughtSpot,https://www.crunchbase.com/funding_round/thoughtspot-series-e--4bd82275,ThoughtSpot,https://www.crunchbase.com/organization/thoughtspot,Series E,248000000,USD,248000000,2019-08-01,Late Stage Venture,1700000000,USD,1700000000,Yes,"ThoughtSpot is a business intelligence platform that helps anyone explore, analyze, and share real-time business analytics data.","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, SaaS",,"Mountain View, California, United States, North America",https://www.thoughtspot.com,11,Late Stage Venture,663700000,USD,663700000,$100M to $500M,Lightspeed Venture Partners,"Dragon Capital, Empede Capital, Geodesic Capital, Lightspeed Venture Partners, Sapphire Ventures, Silver Lake Waterman",3,6,"78,777"
Seed Round - Athena Security,https://www.crunchbase.com/funding_round/athena-security-inc-seed--0805eeae,Athena Security,https://www.crunchbase.com/organization/athena-security-inc,Seed,5500000,USD,5500000,2019-06-13,Seed,,,,Yes,Athena’s mission is to help save lives. Athena created a patented Weapons Detection Software inspired by Homeland Security Best Practices.,"Artificial Intelligence (AI), Computer Vision, Cyber Security, Machine Learning, Physical Security","Women Founded, Women Led","Austin, Texas, United States, North America",http://athena-security.com,4,Seed,18600000,USD,18600000,$1M to $10M,Pathfinder,"NOMO Ventures, Pathfinder, Rivet Ventures",,3,"82,712"
Series C - Eightfold AI,https://www.crunchbase.com/funding_round/eightfold-series-c--7fba3064,Eightfold AI,https://www.crunchbase.com/organization/eightfold,Series C,28000000,USD,28000000,2019-04-24,Late Stage Venture,,,,Yes,"Eightfold AI provides a complete AI platform for talent management to help companies find, recruit, and retain workers.","Artificial Intelligence (AI), Business Intelligence, Human Resources, Information Technology, Recruiting, SaaS",,"Santa Clara, California, United States, North America",https://eightfold.ai,5,Late Stage Venture,396750000,USD,396750000,$50M to $100M,IVP,"Foundation Capital, IVP, Lightspeed Venture Partners, TriplePoint Ventures",,4,"81,944"
Series A - Emerge,https://www.crunchbase.com/funding_round/emerge-io-series-a--3215a32b,Emerge,https://www.crunchbase.com/organization/emerge-io,Series A,11900000,USD,11900000,2019-11-13,Early Stage Venture,,,,Yes,Emerge is a consumer technology company building a multi-sensory communication platform to bridge distance and time.,"Artificial Intelligence (AI), Augmented Reality, Consumer Electronics, Media and Entertainment, Social, Virtual Reality","Hispanic / Latine Founded, Hispanic / Latine Led, Southeast Asian Founded, Southeast Asian Led","Los Angeles, California, United States, North America",http://www.emerge.io,5,,37500000,USD,37500000,$50M to $100M,M13,"Alma Mundi Ventures, Alpaca VC, Alumni Ventures, BADR investments, Fuel Venture Capital, LionTree, M13, Ocean Azul Partners, One Way Ventures, Vulcan Capital",3,10,"82,653"
Series C - Flybits,https://www.crunchbase.com/funding_round/flybits-series-c--18656cf0,Flybits,https://www.crunchbase.com/organization/flybits,Series C,35000000,USD,35000000,2019-07-16,Late Stage Venture,,,,Yes,"The Experience Design platform for context aware, data-led banking","Analytics, Developer Tools, Enterprise Software, Financial Services, FinTech, Mobile, Predictive Analytics, SaaS",,"Toronto, Ontario, Canada, North America",http://flybits.com,4,Late Stage Venture,44102973,USD,44102973,$10M to $50M,Point72 Ventures,"Citi Ventures, Information Venture Partners, Mastercard, Point72 Ventures, Portage Ventures, Reinventure, TD Bank, Toronto Innovation Acceleration Partners",4,8,"83,436"
Debt Financing - Rive,https://www.crunchbase.com/funding_round/kodit-io-debt-financing--7e4cae11,Rive,https://www.crunchbase.com/organization/kodit-io,Debt Financing,9000000,EUR,10048007,2019-05-21,,,,,No,Rive is building the world’s most accurate AI-powered real estate platform to make buying and selling homes fast and simple.,"Artificial Intelligence (AI), Real Estate",,"Helsinki, Southern Finland, Finland, Europe",https://rivehomes.com/,9,Seed,136700000,EUR,155905622,,Collector Bank,Collector Bank,,1,"83,734"
Venture Round - Playlist Media,https://www.crunchbase.com/funding_round/playlist-ea04-series-unknown--ec18899b,Playlist Media,https://www.crunchbase.com/organization/playlist-ea04,Venture - Series Unknown,5000000,USD,5000000,2019-03-16,,,,,Yes,"Playlist is a fully licensed, ad-supported music streaming service that generates 10 times the user engagement of Pandora and Spotify.","Analytics, Internet, Machine Learning, Messaging, Mobile, Music, Music Streaming, Social Media, Social Network, Software","Women Founded, Women Led","San Francisco, California, United States, North America",https://www.playlist.com/,3,,5515032,USD,5515032,$1M to $10M,,"Amino Capital, DTC Capital, GW Ventures, Primitive Ventures",3,4,"85,592"
Series A - Caper,https://www.crunchbase.com/funding_round/caper-series-a--9f4831bd,Caper,https://www.crunchbase.com/organization/caper,Series A,10000000,USD,10000000,2019-09-10,Early Stage Venture,,,,Yes,Caper builds autonomous retailer devices and solutions powered by deep learning and computer vision,"Artificial Intelligence (AI), Computer, Retail, Shopping, Software","East Asian Founded, East Asian Led, Middle Eastern / North African Founded","New York, New York, United States, North America",https://www.caper.ai/,4,M&A,13000000,USD,13000000,$1M to $10M,Lux Capital,"First Round Capital, FundersClub, HCVC, Lux Capital, Product Co-op, Red Apple Group, Y Combinator",1,7,"86,344"
Series B - Belong.Life,https://www.crunchbase.com/funding_round/belong-life-series-b--fa67df97,Belong.Life,https://www.crunchbase.com/organization/belong-life,Series B,14000000,USD,14000000,2019-07-01,Early Stage Venture,,,,Yes,"Belong.Life is a NYC-based creator of a social network and navigator app for cancer patients, caregivers and healthcare professionals.","Apps, Generative AI, Health Care, Software",,"New York, New York, United States, North America",https://belong.life/,3,Early Stage Venture,40000000,USD,40000000,$1M to $10M,IQVIA,"IQVIA, The Group Ventures",,2,"84,008"
Post-IPO Equity - illumin,https://www.crunchbase.com/funding_round/acuityads-post-ipo-equity--e6767d4d,illumin,https://www.crunchbase.com/organization/acuityads,Post-IPO Equity,9201265,CAD,6846755,2019-05-22,,,,,Yes,illumin is an easy-to-use online journey advertising platform that seamlessly connects your entire media strategy to real-time outcomes.,"Ad Targeting, Advertising, Advertising Platforms, Analytics, Digital Marketing, Machine Learning, Marketing, Professional Services",,"Toronto, Ontario, Canada, North America",http://www.illumin.com,12,IPO,144983647,USD,144983647,$50M to $100M,,,,,"84,070"
Series A - Trigo,https://www.crunchbase.com/funding_round/trigo-0711-series-a--1466a396,Trigo,https://www.crunchbase.com/organization/trigo-0711,Series A,22000000,USD,22000000,2019-09-16,Early Stage Venture,,,,Yes,Trigo is a technology company that builds AI-powered infrastructure for retail stores.,"Artificial Intelligence (AI), Infrastructure, Retail",,"Hertsliyah, Tel Aviv, Israel, Asia",https://www.trigoretail.com,6,Late Stage Venture,199000000,USD,199000000,,Red Dot Capital Partners,"Hetz Ventures, Red Dot Capital Partners, Vertex Ventures Israel",3,3,"84,375"
Series D - Upstart,https://www.crunchbase.com/funding_round/upstart-series-d--16c164ea,Upstart,https://www.crunchbase.com/organization/upstart,Series D,50000000,USD,50000000,2019-04-08,Late Stage Venture,,,,Yes,Upstart (NASDAQ: UPST) is a leading AI lending marketplace partnering with banks and credit unions to expand access to affordable credit.,"Artificial Intelligence (AI), Automotive, Consumer Lending, Credit, Financial Services, FinTech, Lending, Machine Learning, Personal Finance",Women Founded,"San Mateo, California, United States, North America",https://upstart.com/about,7,IPO,144050000,USD,144050000,$500M to $1B,The Progressive Corporation,"First National Bank Of Omaha, Healthcare of Ontario Pension Plan (HOOPP), The Progressive Corporation",,3,"86,619"
Private Equity Round - RELEX Solutions,https://www.crunchbase.com/funding_round/relex-private-equity--41b43d40,RELEX Solutions,https://www.crunchbase.com/organization/relex,Private Equity,200000000,USD,200000000,2019-02-06,Private Equity,,,,Yes,RELEX Solutions provides an integrated retail and supply chain planning system that delivers results for customers around the world.,"Enterprise Software, Machine Learning, Retail, Retail Technology, Software, Supply Chain Management",,"Helsinki, Southern Finland, Finland, Europe",http://www.relexsolutions.com/,6,,804046279,USD,804046279,$1M to $10M,TCV,TCV,1,1,"85,263"
Series A - Markable Creators(Markable AI),https://www.crunchbase.com/funding_round/markable-series-a--9044d43b,Markable Creators(Markable AI),https://www.crunchbase.com/organization/markable,Series A,5000000,USD,5000000,2019-05-20,Early Stage Venture,,,,Yes,Markable Creators is the leading AI visual discovery shopping engine that empowers influencers with their own social shops.,"Artificial Intelligence (AI), Developer APIs, E-Commerce, Image Recognition, Internet, Visual Search","Women Founded, Women Led","New York, New York, United States, North America",https://markable.ai,7,,21718371,USD,21718371,Less than $1M,,"Alumni Ventures, Cachet Group, Deepcore, Dentsu, FoundersX Ventures, Foxcroft Enterprises, LLC, Plug and Play, Plum Alley",,8,"87,417"
