Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Equity Only Funding,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Funding Status,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Diversity Spotlight (US Headquarters Only),Investor Names,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series C - Elephas,https://www.crunchbase.com/funding_round/elephas-biosciences-series-c--6896a44f,Elephas,https://www.crunchbase.com/organization/elephas-biosciences,Series C,55000000,USD,55000000,2023-11-30,Late Stage Venture,Yes,,,,"Elephas harnesses latest advances in cancer biology, multimodal microscopy, and artificial intelligence to empower clinical decision-making.","Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical","Madison, Wisconsin, United States, North America",https://elephas.com/,Late Stage Venture,$1M to $10M,178500000,USD,178500000,6,,"ARCH Venture Partners, Moore Strategic Ventures, Northpond Ventures, Sands Capital Ventures, State of Wisconsin Investment Board, Tao Capital Partners, Venture Investors, WARF Ventures","State of Wisconsin Investment Board, Venture Investors",8,2,163
Series A - Saronic,https://www.crunchbase.com/funding_round/saronic-series-a--eed1a761,Saronic,https://www.crunchbase.com/organization/saronic,Series A,55000000,USD,55000000,2023-10-09,Early Stage Venture,Yes,,,,Saronic provides naval and maritime forces with the most intelligent Autonomous Surface Vessels available.,"Artificial Intelligence (AI), Drones, Government, Military, National Security","Austin, Texas, United States, North America",https://www.saronic.com,Early Stage Venture,$1M to $10M,70000000,USD,70000000,2,,"8VC, Andreessen Horowitz, Caffeinated Capital, Cubit Capital, Ensemble VC, Lightspeed Venture Partners, Overmatch Ventures, Point72 Ventures, Silent Ventures, US Innovative Technology Fund",Caffeinated Capital,10,4,200
Series C - Lightmatter,https://www.crunchbase.com/funding_round/lightmatter-inc-series-c--ee15cc81,Lightmatter,https://www.crunchbase.com/organization/lightmatter-inc,Series C,155000000,USD,155000000,2023-12-19,Late Stage Venture,Yes,1045000000,USD,1045000000,"Lightmatter changes chip architecture, powering faster, energy-efficient computing with photonic processors for sustainable AI advancement.","Artificial Intelligence (AI), Hardware, Machine Learning, Semiconductor, Software","Boston, Massachusetts, United States, North America",https://lightmatter.co,Late Stage Venture,$10M to $50M,422000000,USD,422000000,5,,"Eastward Capital Partners, Google Ventures, SIP Global Partners, Viking Global Investors","Google Ventures, Viking Global Investors",4,2,211
Seed Round - SEMRON,https://www.crunchbase.com/funding_round/semron-seed--57993a22,SEMRON,https://www.crunchbase.com/organization/semron,Seed,7300000,EUR,7915398,2024-01-30,Seed,Yes,,,,"SEMRON develops a 3D-scaled AI inference chip, based on a new proven semiconductor device.","3D Technology, Artificial Intelligence (AI), B2B","Dresden, Sachsen, Germany, Europe",https://www.semron.ai,Seed,,7300000,EUR,7915398,3,,"Andreas Werner, Chon Tang, Hans Rohrer, Hermann Hauser Investment, Join Capital, OTB Ventures, SquareOne Venture Capital, Stuart Parkin, Sven Sieber, Volker Aue, Wolfram Drescher",Join Capital,11,4,212
Series A - Fasal,https://www.crunchbase.com/funding_round/fasal-series-a--9692b6d9,Fasal,https://www.crunchbase.com/organization/fasal,Series A,1000000000,INR,11999724,2023-12-22,Early Stage Venture,Yes,,,,Fasal is an AI-powered IoT-SaaS platform for horticulture that simplifies the process of cultivating crops.,"Agriculture, AgTech, Artificial Intelligence (AI), Horticulture, Machine Learning","Bengaluru, Karnataka, India, Asia",https://fasal.co,Early Stage Venture,Less than $1M,13951090,USD,13951090,8,,"3one4 Capital, Aureolis Ventures, British International Investment, Genting Ventures, ITI Growth Opportunities Fund, Navam Capital, Omnivore, TDK Ventures, The Yield Lab Asia Pacific, Wavemaker Partners","British International Investment, TDK Ventures",10,7,223
Series B - Moonshot AI,https://www.crunchbase.com/funding_round/dark-side-of-the-moon-series-b--1b8afde2,Moonshot AI,https://www.crunchbase.com/organization/dark-side-of-the-moon,Series B,1000000000,USD,1000000000,2024-02-19,Early Stage Venture,Yes,1500000000,USD,1500000000,Moonshot AI seeks solutions in transforming energy into intelligence and generating intelligence with users through its product offerings.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Software","Haidian, Beijing, China, Asia",https://www.moonshot.ai,Early Stage Venture,,1274122807,USD,1274122807,3,,"Alibaba Group, Meituan, Sequoia Capital China, Xiaohongshu","Alibaba Group, Sequoia Capital China",4,,241
Seed Round - Jua,https://www.crunchbase.com/funding_round/jua-seed--228892ae,Jua,https://www.crunchbase.com/organization/jua,Seed,16000000,USD,16000000,2024-02-05,Seed,Yes,,,,AI for weather-dependent power and energy traders,"Artificial Intelligence (AI), Developer Platform, Information Technology, Internet, Machine Learning","Freienbach, Schwyz, Switzerland, Europe",https://jua.ai,Seed,$1M to $10M,21510703,USD,21510703,3,,"468 Capital, Green Generation Fund, Innosuisse, Kadmos Capital, Notion Capital, Promus Ventures, Session.vc, Virtus: Energy AGI","468 Capital, Green Generation Fund",8,3,242
Series A - Essential AI,https://www.crunchbase.com/funding_round/essential-ai-series-a--0cd02526,Essential AI,https://www.crunchbase.com/organization/essential-ai,Series A,56500000,USD,56500000,2023-12-12,Early Stage Venture,Yes,,,,Essential AI creates AI solutions that enhance efficiency through the automation of labor-intensive and repetitive workflows.,"Artificial Intelligence (AI), Information Technology, Software","San Francisco, California, United States, North America",http://www.essential.ai,Early Stage Venture,,64500000,USD,64500000,2,Women Founded,"AMD, Franklin Venture Partners, Google, KB Investment, March Capital, NVIDIA, Thrive Capital",March Capital,7,2,239
Series A - Wisedocs,https://www.crunchbase.com/funding_round/wisedocs-series-a--d3b3f73c,Wisedocs,https://www.crunchbase.com/organization/wisedocs,Series A,12700000,CAD,9476297,2024-01-30,Early Stage Venture,Yes,,,,Wisedocs provides artificial intelligence solutions for processing insurance claims and legal medical records.,"Artificial Intelligence (AI), Insurance, InsurTech, Software","Toronto, Ontario, Canada, North America",https://www.wisedocs.ai,Early Stage Venture,$1M to $10M,20050000,CAD,15159334,5,,"Bluesky Equities, Information Venture Partners, ManchesterStory Group, Thomson Reuters Ventures",Information Venture Partners,4,3,255
Series A - Krutrim,https://www.crunchbase.com/funding_round/krutrim-si-designs-series-a--df9214c4,Krutrim,https://www.crunchbase.com/organization/krutrim-si-designs,Series A,50000000,USD,50000000,2024-01-26,Early Stage Venture,Yes,950000000,USD,950000000,Krutrim is an AI application that provides an AI computing infrastructure and AI-powered end applications for the Indian market.,"Artificial Intelligence (AI), Cloud Data Services, Cloud Infrastructure","Bangalore, Karnataka, India, Asia",https://olakrutrim.com,Early Stage Venture,,74000000,USD,74000000,2,,"Bhavish Aggarwal, Matrix Partners India",Matrix Partners India,2,,280
Seed Round - Norm Ai,https://www.crunchbase.com/funding_round/norm-ai-seed--b0bd62bb,Norm Ai,https://www.crunchbase.com/organization/norm-ai,Seed,11100000,USD,11100000,2024-01-23,Seed,Yes,,,,Norm Ai provides solutions for sludge problem by enabling compliance teams to delegate tasks to Regulatory AI via high-level instructions.,"Artificial Intelligence (AI), Software","New York, New York, United States, North America",https://www.norm.ai/,Seed,,11100000,USD,11100000,1,,"Atypical Ventures, Barry McCardel, Basis Set Ventures, Coatue, Expa, Haystack, Logan Kilpatrick, M13, Oren Etzioni",Coatue,9,1,301
Series A - Colossyan,https://www.crunchbase.com/funding_round/colossyan-series-a--8cec76fe,Colossyan,https://www.crunchbase.com/organization/colossyan,Series A,22000000,USD,22000000,2024-02-06,Early Stage Venture,Yes,,,,"Colossyan specializes in AI video for workplace learning, empowering users to generate videos from text through AI technology.","Artificial Intelligence (AI), Audio, Generative AI, Media and Entertainment, Software, Video, Video Editing","Wilmington, Delaware, United States, North America",https://www.colossyan.com,Early Stage Venture,$10M to $50M,28179350,USD,28179350,4,,"Day One Capital, Emerge Education, Lakestar, LAUNCHub Ventures, Marius Istrate, Oktogon Ventures",Lakestar,6,5,308
Series A - Spellbook,https://www.crunchbase.com/funding_round/rally-7c45-series-a--4658c01d,Spellbook,https://www.crunchbase.com/organization/rally-7c45,Series A,27000000,CAD,19961629,2024-01-24,Early Stage Venture,Yes,,,,Spellbook is a legal software startup that develops a generative artificial intelligence contract drafting tool for lawyers.,"Artificial Intelligence (AI), Developer Tools, Legal Tech, Software","Toronto, Ontario, Canada, North America",https://www.spellbook.legal,Early Stage Venture,,32376629,USD,32376629,8,,"Bling Capital, Concrete Ventures, Good News Ventures, Inovia Capital, Moxxie Ventures, N49P, Path Ventures, The LegalTech Fund, Thomson Reuters Ventures",Inovia Capital,9,3,303
Series A - Zhiyuan Robotics,https://www.crunchbase.com/funding_round/zhiyuan-robotics-series-a--962aaf55,Zhiyuan Robotics,https://www.crunchbase.com/organization/zhiyuan-robotics,Series A,600000000,CNY,84781687,2023-12-14,Early Stage Venture,Yes,3500000000,CNY,494559842,"Zhiyuan Robotics develops and produces general-purpose humanoid robots and embodied intelligence, and other products.","Artificial Intelligence (AI), Manufacturing, Robotics","Shanghai, Shanghai, China, Asia",http://www.zhiyuan-robot.com,Early Stage Venture,,600000000,CNY,84781687,3,,"C Capital, CAS Star, CDH Investments, Co-Stone Venture Capital, Hillhouse Ventures, Lingang Science and Technology Innovation, Luxvisions, Sanhua Group, Yangtze Optical Fibre & Cable Joint Stock, Yinxinggu Capital",,10,,314
Series A - Ask-AI,https://www.crunchbase.com/funding_round/ask-ai-series-a--443c9dbd,Ask-AI,https://www.crunchbase.com/organization/ask-ai,Series A,11000000,USD,11000000,2024-01-10,Early Stage Venture,Yes,,,,Ask-AI mines text-heavy corporate knowledge and customer communications for precise answers and actionable insights.,"Artificial Intelligence (AI), Information Technology, Predictive Analytics, Software","Tel Aviv, Tel Aviv, Israel, Asia",https://www.ask-ai.com,Early Stage Venture,$1M to $10M,20000000,USD,20000000,2,,"Aviv Growth Partners, GTMfund, Leaders Fund, State of Mind Ventures, Vertex Ventures",Leaders Fund,5,2,354
Series B - Photoroom,https://www.crunchbase.com/funding_round/photoroom-series-b--252dad2a,Photoroom,https://www.crunchbase.com/organization/photoroom,Series B,43000000,USD,43000000,2024-02-27,Early Stage Venture,Yes,457000000,USD,457000000,Photoroom is an AI-enabled image capturing app that lets users create studio-quality product pictures in seconds.,"Artificial Intelligence (AI), Machine Learning, Mobile Apps, Photo Editing, Photography","Paris, Ile-de-France, France, Europe",https://photoroom.com,Early Stage Venture,$1M to $10M,62125000,USD,62125000,5,,"Aglaé Ventures, Balderton Capital, Y Combinator","Aglaé Ventures, Balderton Capital",3,2,375
Series C - Bluewhite,https://www.crunchbase.com/funding_round/blue-white-robotics-series-c--c95116d2,Bluewhite,https://www.crunchbase.com/organization/blue-white-robotics,Series C,39000000,USD,39000000,2024-01-23,Late Stage Venture,Yes,,,,Bluewhite connects people with autonomous solutions today.,"AgTech, Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Drones, Machinery Manufacturing, Robotics","Tel Aviv, Tel Aviv, Israel, Asia",https://www.bluewhite.co,Late Stage Venture,$10M to $50M,87500000,USD,87500000,5,,"Alumni Ventures, Entrée Capital, Insight Partners, Jesselson Capital, LIP Ventures Boutique, Peregrine Ventures",Insight Partners,6,3,385
Series C - Starship Technologies,https://www.crunchbase.com/funding_round/starship-technologies-series-c--3f85dfaa,Starship Technologies,https://www.crunchbase.com/organization/starship-technologies,Series C,90000000,USD,90000000,2024-02-05,Late Stage Venture,Yes,,,,Starship Technologies is a robotics company building fleets of self-driving delivery robots designed to deliver goods.,"Artificial Intelligence (AI), Delivery Service, Food Delivery, Robotics","San Francisco, California, United States, North America",https://www.starship.xyz,Late Stage Venture,Less than $1M,287715822,USD,287715822,7,,"Iconical, Plural","Iconical, Plural",2,1,390
Series C - Alto Neuroscience,https://www.crunchbase.com/funding_round/alto-neuroscience-series-c--355d0f9c,Alto Neuroscience,https://www.crunchbase.com/organization/alto-neuroscience,Series C,45000000,USD,45000000,2023-11-21,Late Stage Venture,Yes,,,,Alto Neuroscience is a clinical-stage biopharmaceutical company that creates precision medicines through its AI-driven biomarker platform.,"Artificial Intelligence (AI), Biopharma, Biotechnology, Neuroscience, Precision Medicine","Los Altos, California, United States, North America",https://www.altoneuroscience.com,IPO,$10M to $50M,239261815,USD,239261815,10,,"Alexandria Venture Investments, Alkeon Capital, Alpha Wave Ventures, Eli Lilly, Franklin Templeton, InVivium Capital, Lightswitch Capital, Point72 Ventures, What If Ventures, Windham Venture Partners",InVivium Capital,10,5,400
Series B - Nabla,https://www.crunchbase.com/funding_round/nabla-series-b--a4c597b3,Nabla,https://www.crunchbase.com/organization/nabla,Series B,22000000,EUR,24100345,2024-01-05,Early Stage Venture,Yes,156000000,USD,156000000,"Nabla is the developer of Nabla Copilot, an ambient AI that helps clinicians enjoy care again.","Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Machine Learning","Paris, Ile-de-France, France, Europe",https://www.nabla.com,Early Stage Venture,$1M to $10M,44700345,USD,44700345,3,,"Cathay Innovation, ZEBOX Ventures",Cathay Innovation,2,1,406
Series A - Orkes,https://www.crunchbase.com/funding_round/orkes-series-a--86ee0277,Orkes,https://www.crunchbase.com/organization/orkes,Series A,20000000,USD,20000000,2024-02-21,Early Stage Venture,Yes,,,,Orkes is a microservices and workflow orchestration platform.,"Apps, Artificial Intelligence (AI), Cloud Computing, Open Source","Cupertino, California, United States, North America",https://orkes.io,Early Stage Venture,$1M to $10M,29300000,USD,29300000,2,,"Battery Ventures, Nexus Venture Partners, Vertex Ventures US",Nexus Venture Partners,3,2,417
Venture Round - Artera,https://www.crunchbase.com/funding_round/artera-98e6-series-unknown--b73b6e10,Artera,https://www.crunchbase.com/organization/artera-98e6,Venture - Series Unknown,20000000,USD,20000000,2024-02-01,,Yes,,,,Artera develops multimodal artificial intelligence-based predictive and prognostic cancer tests to customize treatments for cancer patients.,"Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Precision Medicine","Los Altos, California, United States, North America",https://artera.ai,,,110000000,USD,110000000,2,,"AIspace Ventures, Andrew Tan, EDBI, Navin Chaddha, Prosperity7 Ventures, Rajiv Khemani, Trium, Walden Catalyst, Wilson Sonsini Goodrich & Rosati",,9,2,437
Series A - Moonwalk Biosciences,https://www.crunchbase.com/funding_round/moonwalk-biosciences-series-a--9e45f4b5,Moonwalk Biosciences,https://www.crunchbase.com/organization/moonwalk-biosciences,Series A,57000000,USD,57000000,2024-01-04,Early Stage Venture,Yes,,,,Moonwalk Biosciences operates a genomic medicine company that aims to provide a new class of precision epigenetic medications.,"Artificial Intelligence (AI), Biopharma, Biotechnology, Life Science","San Francisco, California, United States, North America",https://moonwalk.bio,Early Stage Venture,,57000000,USD,57000000,2,,"Alpha Wave Global, ARCH Venture Partners, Future Ventures, Google Ventures, Khosla Ventures, YK Bioventures",Alpha Wave Global,6,2,446
Series B - Aleph Alpha,https://www.crunchbase.com/funding_round/aleph-alpha-series-b--c1ce8946,Aleph Alpha,https://www.crunchbase.com/organization/aleph-alpha,Series B,500000000,USD,500000000,2023-11-06,Early Stage Venture,Yes,,,,"Aleph Alpha specializes in researching, developing, and implementing AI-based technologies for both public and private sectors.","Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Software","Heidelberg, Baden-Wurttemberg, Germany, Europe",https://aleph-alpha.com,Early Stage Venture,$10M to $50M,642766702,USD,642766702,6,,"Bosch Ventures, Burda Principal Investments, Cavalry Ventures, Christ & Company, Hewlett Packard Enterprise, Innovation Park Artificial Intelligence, LEA Partners, SAP, Schwarz Group, UVC Partners","Bosch Ventures, Innovation Park Artificial Intelligence, Schwarz Group",10,1,447
Series B - Codeium,https://www.crunchbase.com/funding_round/exafunction-series-b--fcfa64ac,Codeium,https://www.crunchbase.com/organization/exafunction,Series B,65000000,USD,65000000,2024-01-30,Early Stage Venture,Yes,435000000,USD,435000000,"Codeium optimizes your deep learning inference workload, delivering up to a 10x improvement in resource utilization and cost.","Artificial Intelligence (AI), Enterprise Applications, Machine Learning, Software","Mountain View, California, United States, North America",https://codeium.com,Early Stage Venture,$1M to $10M,93000000,USD,93000000,3,,"General Catalyst, Greenoaks, Kleiner Perkins",Kleiner Perkins,3,3,455
Series A - Marqo,https://www.crunchbase.com/funding_round/marqo-series-a--88c6d1ce,Marqo,https://www.crunchbase.com/organization/marqo,Series A,12500000,USD,12500000,2024-02-13,Early Stage Venture,Yes,,,,"Marqo is a vector search platform that integrates applications, websites, and workflows.","Artificial Intelligence (AI), Cloud Infrastructure, Database, Search Engine","Melbourne, Victoria, Australia, Oceania",https://www.marqo.ai,Early Stage Venture,$1M to $10M,18432658,USD,18432658,3,,"Blackbird Ventures, January Capital, Lightspeed Venture Partners, Rob Skillington",Lightspeed Venture Partners,4,2,478
Seed Round - Chef Robotics,https://www.crunchbase.com/funding_round/chef-robotics-seed--ba4ab7e0,Chef Robotics,https://www.crunchbase.com/organization/chef-robotics,Seed,11150000,USD,11150000,2023-08-26,Seed,Yes,,,,Chef Robotics is a robotics and artificial intelligence company serving the food industry.,"Artificial Intelligence (AI), Food and Beverage, Machine Learning, Robotics","San Francisco, California, United States, North America",http://chefrobotics.ai,Seed,$1M to $10M,22500000,USD,22500000,6,,"Alumni Ventures, Construct Capital, HCVC, Interwoven Ventures, Kleiner Perkins, MaC Venture Capital, MFV Partners, Promus Ventures, Red & Blue Ventures, Tet Ventures",Alumni Ventures,10,2,487
Series A - ImpriMed,https://www.crunchbase.com/funding_round/imprimed-series-a--352eb8e1,ImpriMed,https://www.crunchbase.com/organization/imprimed,Series A,23000000,USD,23000000,2023-11-10,Early Stage Venture,Yes,,,,ImpriMed provides AI-driven precision medicine services to oncologists and pharmaceutical companies,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Medical, Oncology, Veterinary","Mountain View, California, United States, North America",https://www.imprimedicine.com,Early Stage Venture,$1M to $10M,34730000,USD,34730000,5,Women Founded,"Angel Investor, Byucksan, HRZ, Ignite Innovation Fund, KDB Industrial Bank, Murex Partners, SAMYANG CHEMICAL GROUP, SBVA, SK Telecom",SBVA,9,1,490
Seed Round - Antithesis,https://www.crunchbase.com/funding_round/antithesis-seed--fb6437f0,Antithesis,https://www.crunchbase.com/organization/antithesis,Seed,47000000,USD,47000000,2024-02-13,Seed,Yes,168000000,USD,168000000,Antithesis develops quality assurance software to facilitate autonomous software testing.,"Artificial Intelligence (AI), Information Technology, Quality Assurance, Software","Vienna, Virginia, United States, North America",https://antithesis.com/,Seed,,47000000,USD,47000000,1,,"Amplify Partners, First In Ventures, Howard Lerman, Michael Walrath, Tamarack Global","Amplify Partners, First In Ventures, Tamarack Global",5,1,480
Seed Round - Extropic AI,https://www.crunchbase.com/funding_round/extropic-ai-seed--2a3c236e,Extropic AI,https://www.crunchbase.com/organization/extropic-ai,Seed,14100000,USD,14100000,2023-12-04,Seed,Yes,,,,"Extropic AI is a hardware startup that is building a chip optimized to run large language models, or LLMs.",Artificial Intelligence (AI),"Austin, Texas, United States, North America",https://www.extropic.ai/,Seed,,14100000,USD,14100000,1,,"Aidan Gomez, Amjad Masad, Arash Ferdowsi, Balaji Srinivasan, Buckley Ventures, Garry Tan, HOF Capital, Julian Capital, Kindred Ventures, Marque Ventures, Naval Ravikant, OSS Capital L.P., Scott Belsky, Tobias Lütke, Valor Equity Partners, Victor Wang, Weekend Fund",Kindred Ventures,17,3,499
Series A - bluesheets,https://www.crunchbase.com/funding_round/bluesheets-series-a--cf475f5e,bluesheets,https://www.crunchbase.com/organization/bluesheets,Series A,6500000,USD,6500000,2024-01-22,Early Stage Venture,Yes,23500000,USD,23500000,"Bluesheets connects systems and automates workflows for businesses, accountants, and developers with a financial data platform.","Artificial Intelligence (AI), FinTech, Machine Learning, Software","Singapore, Central Region, Singapore, Asia",https://bluesheets.ai,Early Stage Venture,$1M to $10M,12230000,USD,12230000,6,,"1982 Ventures, Antler, Illuminate Financial, Insignia Ventures Partners, kipleX, Kistefos Venture Capital",Illuminate Financial,6,,509
