Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Akeso,https://www.crunchbase.com/funding_round/akeso-seed--eeecb912,Akeso,https://www.crunchbase.com/organization/akeso,Seed,2500000,RUB,40189,2018-06-01,Seed,,,,Yes,Aeso is a provider of clinical research studies that analysis of medical data using machine learning.,,"Artificial Intelligence (AI), Health Care, InsurTech, Machine Learning","Moscow, Moscow City, Russian Federation, Europe",https://www.akesomed.ru,,2500000,RUB,40189,Seed,1,,Internet Initiatives Development Fund (IIDF),1,,"554,634"
Grant - ArgosAI,https://www.crunchbase.com/funding_round/argosai-grant--1ebecc57,ArgosAI,https://www.crunchbase.com/organization/argosai,Grant,70000,USD,70000,2018-11-01,,,,,No,The only enterprise-grade AI Vision company that enables automated microscale surveillance of vast areas.,,"Air Transportation, Artificial Intelligence (AI), Computer, Computer Vision, Enterprise Software, Machine Learning, Software","Ankara, Ankara, Turkey, Europe",https://www.argosai.com/,Less than $1M,736056,USD,736056,,8,,,,,"426,061"
Grant - Stignergy,https://www.crunchbase.com/funding_round/stignergy-grant--bae5b131,Stignergy,https://www.crunchbase.com/organization/stignergy,Grant,71429,EUR,87649,2018-03-01,,,,,No,"Stignergy has been developing Smart Energy Management System (SEMS), an artificial intelligence based on bio-inspired technology.",,"Artificial Intelligence (AI), Energy, Information Technology, Renewable Energy","Yverdon-les-bains, Vaud, Switzerland, Europe",http://www.stignergy.ch,Less than $1M,119423,USD,119423,,3,,EASME - EU Executive Agency for SMEs,1,,"258,477"
Pre Seed Round - FinbotsAI,https://www.crunchbase.com/funding_round/finbots-ai-pre-seed--e556a503,FinbotsAI,https://www.crunchbase.com/organization/finbots-ai,Pre-Seed,110000,SGD,80505,2018-12-30,Seed,,,,Yes,Better Credit Decisions with AI,,"B2B, Banking, Commercial Lending, Consumer Lending, Credit Bureau, Financial Services, FinTech, Lending, Machine Learning, Micro Lending","Singapore, Central Region, Singapore, Asia",https://www.finbots.ai,$1M to $10M,4233190,USD,4233190,Early Stage Venture,5,Sanjay Uppal,Sanjay Uppal,1,,"555,247"
Seed Round - BrainHi,https://www.crunchbase.com/funding_round/brainhi-seed--6977ad8c,BrainHi,https://www.crunchbase.com/organization/brainhi,Seed,120000,USD,120000,2018-12-01,Seed,,,,Yes,"BrainHi streamlines your communications, rescuing your missed calls and improving your day-to-day operations.",,"Artificial Intelligence (AI), Communities, Computer, Medical, Software","San Juan, NA - Puerto Rico, Puerto Rico, North America",https://brainhi.com/es/,Less than $1M,120000,USD,120000,Seed,3,Y Combinator,"Parallel18, VU Venture Partners, Y Combinator",3,,"556,142"
Pre Seed Round - Enkidoo AI,https://www.crunchbase.com/funding_round/enkidoo-ai-pre-seed--7f517165,Enkidoo AI,https://www.crunchbase.com/organization/enkidoo-ai,Pre-Seed,120000,CAD,92539,2018-06-01,Seed,,,,Yes,Enkidoo AI is a software development company specializing in artificial intelligence for businesses using cloud computing applications.,,"Artificial Intelligence (AI), Information Technology, Machine Learning","Montréal, Quebec, Canada, North America",https://www.enkidoo.ai,Less than $1M,220000,CAD,167258,Seed,3,,FounderFuel,1,,"534,913"
Grant - Balto,https://www.crunchbase.com/funding_round/balto-software-grant--991ec912,Balto,https://www.crunchbase.com/organization/balto-software,Grant,50000,USD,50000,2018-11-16,,,,,No,"Uniting agents with industry-leading AI for behavior change that delivers happier customers, increased revenue, and perfect conversations",,"Artificial Intelligence (AI), Machine Learning, Software, Speech Recognition","St Louis, Missouri, United States, North America",https://balto.ai,$10M to $50M,57594245,USD,57594245,Early Stage Venture,6,Arch Grants,Arch Grants,1,,"231,784"
Debt Financing - Giotto.ai,https://www.crunchbase.com/funding_round/l2f-learn-to-forecast-debt-financing--e41b8eb5,Giotto.ai,https://www.crunchbase.com/organization/l2f-learn-to-forecast,Debt Financing,100000,CHF,99965,2018-05-05,,,,,No,Where experts collaborate with AI,,"Artificial Intelligence (AI), Big Data, Data Integration, Data Mining, Machine Learning, Predictive Analytics, Software","Lausanne, Vaud, Switzerland, Europe",https://giotto.ai,$1M to $10M,10650000,CHF,11242207,,6,Foundation for Technological Innovation (FIT),Foundation for Technological Innovation (FIT),1,,"535,493"
Seed Round - Presence AI,https://www.crunchbase.com/funding_round/presence-ai-seed--38dc7d33,Presence AI,https://www.crunchbase.com/organization/presence-ai,Seed,20000,USD,20000,2018-07-16,Seed,,,,Yes,Presence AI allows anyone to do business over messaging easily and efficiently.,,"Artificial Intelligence (AI), Messaging, SaaS","San Francisco, California, United States, North America",https://www.presence.ai,Less than $1M,20000,USD,20000,M&A,2,Amazon Alexa Fund,"Amazon Alexa Fund, Techstars",2,,"261,102"
Non Equity Assistance - Lazy Co.,https://www.crunchbase.com/funding_round/lazy-design-non-equity-assistance--a86407ef,Lazy Co.,https://www.crunchbase.com/organization/lazy-design,Non-equity Assistance,10000,USD,10000,2018-08-10,,,,,No,Lazy Co is focused on building artificial intelligence-based wearable products.,,"Artificial Intelligence (AI), Consumer Electronics","Bangalore, Karnataka, India, Asia",https://www.belazy.co,Less than $1M,129581,USD,129581,M&A,5,,Qualcomm,1,,"537,836"
Seed Round - NDS Cognitive Labs,https://www.crunchbase.com/funding_round/nds-cognitive-labs-seed--f6b08752,NDS Cognitive Labs,https://www.crunchbase.com/organization/nds-cognitive-labs,Seed,95000,USD,95000,2018-02-12,Seed,,,,Yes,"NDS Cognitive Labs makes real-time digital transformation accessible, with fast, affordable automation, analytics, and AI implementations.",,"Artificial Intelligence (AI), Digital Marketing, Finance, Information Technology, Retail, Software","San Francisco, California, United States, North America",https://ndscognitivelabs.com,,1272000,USD,1272000,Seed,5,,,,,"636,296"
Grant - Materialize.X,https://www.crunchbase.com/funding_round/materialize-x-grant--e5207814,Materialize.X,https://www.crunchbase.com/organization/materialize-x,Grant,71429,EUR,83304,2018-08-01,,,,,No,Materialize.X produces sustainable chemical and software solutions.,,"Advanced Materials, Artificial Intelligence (AI), Industrial Automation, Industrial Engineering, Machine Learning, Manufacturing, Software","London, England, United Kingdom, Europe",http://www.materializex.com/,,71429,EUR,83304,Seed,3,,EASME - EU Executive Agency for SMEs,1,,"538,153"
Grant - TeiaCare,https://www.crunchbase.com/funding_round/teiacare-grant--bd6dcf61,TeiaCare,https://www.crunchbase.com/organization/teiacare,Grant,50000,EUR,58059,2018-09-01,,,,,No,TeiaCare provides digital health solutions for elderly care management.,,"Artificial Intelligence (AI), Health Care, InsurTech, Machine Learning","Milano, Lombardia, Italy, Europe",http://teiacare.com,Less than $1M,3902000,EUR,4182067,Seed,7,Horizon 2020,Horizon 2020,1,,"338,089"
Convertible Note - SMATSUITE,https://www.crunchbase.com/funding_round/smatsocial-convertible-note--bd702c8e,SMATSUITE,https://www.crunchbase.com/organization/smatsocial,Convertible Note,28771,USD,28771,2018-05-23,,,,,No,"Have two AI products SmatBot (A chatbot for websites, messenger for lead generation etc) and SmatSocial (An Assistant for SMM automation)",,"Advertising, Artificial Intelligence (AI), Chatbot, Information Services, Information Technology, Marketing Automation, Software","Hyderabad, Andhra Pradesh, India, Asia",https://www.SmatSuite.com,Less than $1M,71967,USD,71967,Seed,4,,,,,"201,066"
Pre Seed Round - Partsimony,https://www.crunchbase.com/funding_round/partsimony-pre-seed--911a11b7,Partsimony,https://www.crunchbase.com/organization/partsimony,Pre-Seed,120000,USD,120000,2018-07-16,Seed,,,,Yes,Your manufacturing supply chain superpower in a world of uncertainty.,,"B2B, Hardware, Manufacturing, Predictive Analytics, Supply Chain Management","New York, New York, United States, North America",https://www.partsimony.com/,$1M to $10M,2315000,USD,2315000,Seed,5,,Techstars,1,1,"250,038"
Angel Round - Werpx,https://www.crunchbase.com/funding_round/werpx-angel--023fa584,Werpx,https://www.crunchbase.com/organization/werpx,Angel,30000,USD,30000,2018-02-01,Seed,,,,Yes,AI Supply Chain Management Solution .,,"Artificial Intelligence (AI), Big Data, Consumer, Delivery, Grocery, Predictive Analytics, Retail, Software, Supply Chain Management","Alexandria, Al Iskandariyah, Egypt, Africa",https://werpx.com,,101166,USD,101166,Seed,4,,Ahmed Habib,1,,"529,288"
Grant - GenRobotic,https://www.crunchbase.com/funding_round/genrobotic-grant--fe3958cd,GenRobotic,https://www.crunchbase.com/organization/genrobotic,Grant,36400,USD,36400,2018-08-07,,,,,No,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,,"Artificial Intelligence (AI), Market Research","Trivandrum, Kerala, India, Asia",http://www.genrobotics.org/,$1M to $10M,3958049,USD,3958049,M&A,5,,,,,"282,662"
Seed Round - Wimoxez,https://www.crunchbase.com/funding_round/wimoxez-seed--7c393df1,Wimoxez,https://www.crunchbase.com/organization/wimoxez,Seed,20000,USD,20000,2018-08-10,Seed,100000,USD,100000,Yes,"Wimoxez - Data, Insights and Intelligence media platform to inspect how technology and business will change existence in the future.",,"Artificial Intelligence (AI), Internet, Publishing, Software","Hyderabad, Andhra Pradesh, India, Asia",https://www.wimoxez.com/,,20000,USD,20000,Seed,1,,,,,"205,734"
Grant - Oculyze,https://www.crunchbase.com/funding_round/oculyze-grant--194c0995,Oculyze,https://www.crunchbase.com/organization/oculyze,Grant,88000,EUR,99569,2018-10-31,,,,,No,The Oculyze computer vision cloud platform combines methodical patern recognition with AI to offer quantitative real-time image analysis.,,"Artificial Intelligence (AI), Biotechnology, Brewing, Computer Vision, Craft Beer, Image Recognition, Machine Learning, Wine And Spirits","Wildau, Brandenburg, Germany, Europe",http://www.oculyze.net/,$1M to $10M,2988000,EUR,3307359,Early Stage Venture,11,,Federal Ministry for Economic Affairs and Energy (BMWi),1,,"355,589"
Grant - Kayrros,https://www.crunchbase.com/funding_round/kayrros-grant--dab0be75,Kayrros,https://www.crunchbase.com/organization/kayrros,Grant,71429,EUR,83347,2018-06-01,,,,,No,Kayrros is an advanced data analytics company that helps global energy market participants make better investment decisions.,,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Energy, Geospatial, GPS, Image Recognition, Information Technology, Intelligent Systems, Machine Learning, Oil and Gas, Predictive Analytics, Real Time, Semantic Search","Paris, Ile-de-France, France, Europe",https://www.kayrros.com/,Less than $1M,78600832,USD,78600832,Late Stage Venture,5,,EASME - EU Executive Agency for SMEs,1,,"217,912"
Pre Seed Round - FairFrame,https://www.crunchbase.com/funding_round/fairframe-pre-seed--137d7de7,FairFrame,https://www.crunchbase.com/organization/fairframe,Pre-Seed,120000,USD,120000,2018-09-10,Seed,,,,Yes,FairFrame takes D&I to the next level with an easy-to-use text analysis platform combining AI and decades of social science research.,"Black Founded, Black Led, Women Founded, Women Led","Artificial Intelligence (AI), Enterprise Applications, Human Computer Interaction, Human Resources, Machine Learning, Psychology","New York, New York, United States, North America",http://www.fairframe.io,Less than $1M,445000,USD,445000,M&A,3,Techstars,"Barclays Corporate Banking, Techstars",2,,"356,410"
Pre Seed Round - AdaptiLab,https://www.crunchbase.com/funding_round/adaptilab-pre-seed--9861ab80,AdaptiLab,https://www.crunchbase.com/organization/adaptilab,Pre-Seed,17500,USD,17500,2018-07-15,Seed,,,,Yes,"AdaptiLab is a B2B, SaaS, machine learning, and recruiting company.",East Asian Founded,"Artificial Intelligence (AI), B2B, Machine Learning, Recruiting, SaaS, Software","Seattle, Washington, United States, North America",https://www.adaptilab.com/,$1M to $10M,2137500,USD,2137500,M&A,3,,,,,"357,262"
Pre Seed Round - Flow Lab,https://www.crunchbase.com/funding_round/flowletics-pre-seed--67e928bb,Flow Lab,https://www.crunchbase.com/organization/flowletics,Pre-Seed,25000,EUR,30677,2018-03-01,Seed,,,,Yes,Flow Lab is a training app for mental and emotional fitness that helps ambitious people experience more flow and productivity,,"Apps, Artificial Intelligence (AI), Fitness, Lifestyle, mHealth, Mobile Apps, Personal Health, Psychology, Wellness","Berlin, Berlin, Germany, Europe",http://flowlab.com/en,$1M to $10M,1240000,EUR,1486738,Seed,4,APX,APX,1,,"358,559"
Angel Round - Vimbel,https://www.crunchbase.com/funding_round/vimbel-angel--1b4596bf,Vimbel,https://www.crunchbase.com/organization/vimbel,Angel,50000,USD,50000,2018-01-20,Seed,,,,Yes,Vimbel is an all-in-one toolbox utilizing machine learning through productivity and collaboration tools.,"Black Founded, Black Led, Hispanic / Latine Founded, Hispanic / Latine Led","Collaboration, Enterprise Software, File Sharing, Machine Learning, Messaging, Productivity Tools, Project Management, SaaS, Scheduling, Video Conferencing","Atlanta, Georgia, United States, North America",https://www.vimbel.com,Less than $1M,75000,USD,75000,Seed,2,,,,,"358,796"
"Pre Seed Round - Spotech, Inc.",https://www.crunchbase.com/funding_round/spotech-inc-pre-seed--6163fca8,"Spotech, Inc.",https://www.crunchbase.com/organization/spotech-inc,Pre-Seed,94000,USD,94000,2018-10-31,Seed,,,,Yes,The AI matches clients with global IT freelancers who can work a side job remotely.,,"Artificial Intelligence (AI), Internet","Tokyo, Tokyo, Japan, Asia",http://spotech.io/en/,,94000,USD,94000,Seed,1,,,,,"360,500"
Angel Round - Lisa AI,https://www.crunchbase.com/funding_round/otto-labs-inc-angel--0569ce85,Lisa AI,https://www.crunchbase.com/organization/otto-labs-inc,Angel,50000,USD,50000,2018-10-04,Seed,,,,Yes,Engagement Predictor for Instagram,,"Artificial Intelligence (AI), Machine Learning, Social Media","Istanbul, Istanbul, Turkey, Europe",https://www.asklisa.ai,Less than $1M,450000,USD,450000,Seed,2,,Hande Enes,1,,"360,522"
Grant - Intoto,https://www.crunchbase.com/funding_round/intoto-74fc-grant--9e470019,Intoto,https://www.crunchbase.com/organization/intoto-74fc,Grant,75000,NOK,8680,2018-12-31,,,,,No,"Water data startup using AI, IoT, and big data to improve understanding and management of water in a sustainable way",,"Analytics, Big Data, Electronics, Environmental Engineering, Hydroelectric, Information Technology, Predictive Analytics, Public Safety, Risk Management, Water","Kvinesdal, Vest-Agder, Norway, Europe",https://intoto.io,$1M to $10M,22317923,NOK,2374526,Seed,13,,,,,"360,935"
Seed Round - AMPLYFI,https://www.crunchbase.com/funding_round/amplyfi-seed--8723464b,AMPLYFI,https://www.crunchbase.com/organization/amplyfi,Seed,57420,GBP,75237,2018-07-27,Seed,,,,Yes,AMPLYFI is a privately held company that provides software platform capable of intelligently harvesting open source data from the internet.,,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Information Technology, Machine Learning, Market Research, Predictive Analytics, Software","Cardiff, Cardiff, United Kingdom, Europe",https://www.amplyfi.com/,$1M to $10M,10556148,USD,10556148,,6,,,,,"219,378"
Pre Seed Round - HOPU Smart Cities,https://www.crunchbase.com/funding_round/hop-ubiquitous-pre-seed--be4689b1,HOPU Smart Cities,https://www.crunchbase.com/organization/hop-ubiquitous,Pre-Seed,60000,EUR,72065,2018-01-01,Seed,,,,Yes,Climate change mitigation for cities via data-driven services for air quality/pollution identification & advanced services for urban health,,"Artificial Intelligence (AI), Big Data, Consulting, Environmental Consulting, Environmental Engineering, Information Technology, Internet of Things, Smart Cities","Ceuti, Murcia, Spain, Europe",https://hopu.eu,Less than $1M,1058952,USD,1058952,M&A,19,FED4SAE,FED4SAE,1,,"220,923"
