Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
"Pre Seed Round - Torq Labs, Inc.",https://www.crunchbase.com/funding_round/torq-labs-pre-seed--47f38aca,"Torq Labs, Inc.",https://www.crunchbase.com/organization/torq-labs,Pre-Seed,20000,EUR,22735,2018-11-28,Seed,,,,Yes,Multi-Sensor Smart Clothing for Athlete Safety & Performance Improvement | Return to Play | Wearable Techonology,"South Asian Founded, South Asian Led","Fashion, Fitness, Internet of Things, Personal Health, Predictive Analytics, Sports, Wearables","Madison, Wisconsin, United States, North America",https://www.torqlabs.com,Less than $1M,20000,EUR,22735,Seed,2,Buildit Accelerator,Buildit Accelerator,1,,"207,030"
Pre Seed Round - AELER Technologies,https://www.crunchbase.com/funding_round/aeler-technologies-sa-pre-seed--0e96233d,AELER Technologies,https://www.crunchbase.com/organization/aeler-technologies-sa,Pre-Seed,100000,USD,100000,2018-01-01,Seed,,,,Yes,AELER is a logtech company transforming containerized shipping.,,"Artificial Intelligence (AI), Information and Communications Technology (ICT), Information Technology, Internet of Things, Logistics, Machine Learning, Shipping, Supply Chain Management","Lausanne, Vaud, Switzerland, Europe",https://aeler.com,$1M to $10M,8916086,USD,8916086,Seed,4,,,,,"154,222"
Seed Round - Parkifast,https://www.crunchbase.com/funding_round/parkifast-seed--4f9660b5,Parkifast,https://www.crunchbase.com/organization/parkifast,Seed,120000,EUR,138925,2018-10-01,Seed,,,,Yes,Parkifast is a mobile app that helps you find an on-street parking spot with just one click.,,"Artificial Intelligence (AI), Big Data, Data Visualization, Database, Information Technology, Internet, Mobile Apps, Smart Cities, Software, Telecommunications","Madrid, Madrid, Spain, Europe",https://www.parkifast.com,,651000,EUR,740471,Seed,7,,VERI SEED CAPITAL,1,,"207,826"
Seed Round - Dymaxion Labs,https://www.crunchbase.com/funding_round/dymaxion-labs-seed--083212d1,Dymaxion Labs,https://www.crunchbase.com/organization/dymaxion-labs,Seed,85000,USD,85000,2018-04-05,Seed,,,,Yes,Dymaxion Labs will enable every organization in the world to become a geospatial-driven organization.,,"Artificial Intelligence (AI), Computer Vision, Developer Platform, Geospatial, Machine Learning","Buenos Aires, Distrito Federal, Argentina, South America",https://www.dymaxionlabs.com,Less than $1M,85000,USD,85000,Seed,1,,UNICEF Innovation Fund,1,,"207,931"
Seed Round - iLabService,https://www.crunchbase.com/funding_round/ilabservice-seed--ddddcd22,iLabService,https://www.crunchbase.com/organization/ilabservice,Seed,120000,USD,120000,2018-05-05,Seed,,,,Yes,ILabService simplifies lab operation by using IoT and AI technologies.,,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Internet of Things, Medical, Pharmaceutical","Shanghai, Shanghai, China, Asia",http://www.ilabservice.com/en,Less than $1M,120000,USD,120000,Seed,4,,Y Combinator,1,,"207,992"
Seed Round - Researchably,https://www.crunchbase.com/funding_round/researchably-seed--298fe80a,Researchably,https://www.crunchbase.com/organization/researchably,Seed,100000,USD,100000,2018-06-01,Seed,,,,Yes,Researchably offers an AI platform that helps the world make sense of biomedical research.,,"Artificial Intelligence (AI), Biopharma, Biotechnology","Berkeley, California, United States, North America",https://researchably.com/,$1M to $10M,100000,USD,100000,Seed,1,,Berkeley SkyDeck Fund,1,,"255,168"
Grant - Seafood IQ,https://www.crunchbase.com/funding_round/seafood-iq-grant--1f158c41,Seafood IQ,https://www.crunchbase.com/organization/seafood-iq,Grant,71429,EUR,85652,2018-05-01,,,,,No,"Seafood IQ develops the only data platform that combines IoT/RFID, Blockchain, and artificial intelligence.",,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software","Reykjavík, Gullbringusysla, Iceland, Europe",http://seafoodiq.com/,,71429,EUR,85652,,1,,EASME - EU Executive Agency for SMEs,1,,"419,619"
Seed Round - Psychologist OnLine,https://www.crunchbase.com/funding_round/psychologist-online-seed--22345e07,Psychologist OnLine,https://www.crunchbase.com/organization/psychologist-online,Seed,15000,USD,15000,2018-02-13,Seed,,,,Yes,Psychologist OnLine is a fast provision of psychological support online in different variations using artificial intelligence.,,"Artificial Intelligence (AI), E-Commerce, Health Care, Internet","Moscow, Moscow City, Russian Federation, Europe",https://sivasgunespsikoloji.com/,,15000,USD,15000,Seed,1,,NUMA Moscow,1,,"259,383"
Pre Seed Round - TalkLift,https://www.crunchbase.com/funding_round/talklift-pre-seed--8775936d,TalkLift,https://www.crunchbase.com/organization/talklift,Pre-Seed,50000,USD,50000,2018-08-27,Seed,,,,Yes,"TalkLift specializes in the fields of artificial intelligence, enterprise software, and information services.",,"Artificial Intelligence (AI), Enterprise Software, Information Services, Information Technology, Social Media, Software","Nairobi, Nairobi Area, Kenya, Africa",https://talklift.com/,Less than $1M,100000,USD,100000,Seed,2,Leapfrog Ventures,Leapfrog Ventures,1,1,"210,605"
Seed Round - Voiceitt,https://www.crunchbase.com/funding_round/voiceitt-seed--91115e9d,Voiceitt,https://www.crunchbase.com/organization/voiceitt,Seed,10000,USD,10000,2018-08-17,Seed,,,,Yes,Voiceitt is an automatic speech recognition technology platform.,,"Artificial Intelligence (AI), Assistive Technology, mHealth, Software","Tel Aviv, Tel Aviv, Israel, Asia",http://www.voiceitt.com,$1M to $10M,15210000,USD,15210000,,9,Techstars,Techstars,1,,"413,033"
Pre Seed Round - AIR (AI Redefined),https://www.crunchbase.com/funding_round/ai-redefined-pre-seed--af9eafcb,AIR (AI Redefined),https://www.crunchbase.com/organization/ai-redefined,Pre-Seed,100000,USD,100000,2018-08-01,Seed,,,,Yes,"AI Redefined is a software company dedicated to building a brighter, smarter future by improving the synergy between people and AI.",,"Artificial Intelligence (AI), Computer, Machine Learning, Software","Montreal, Quebec, Canada, North America",https://www.ai-r.com,$1M to $10M,3600000,USD,3600000,,3,,,,,"402,755"
Pre Seed Round - FireVisor,https://www.crunchbase.com/funding_round/firevisor-systems-pte-ltd-pre-seed--62730f22,FireVisor,https://www.crunchbase.com/organization/firevisor-systems-pte-ltd,Pre-Seed,25000,SGD,18305,2018-07-17,Seed,,,,Yes,FireVisor provide AI powered software platform that understands manufacturing data to reduce the cost of product failure.,,"Artificial Intelligence (AI), Industrial Automation, Machine Learning, Manufacturing, Software","Singapore, Central Region, Singapore, Asia",http://firevisor.com,$1M to $10M,1385000,SGD,1028306,Seed,5,Entrepreneur First,Entrepreneur First,1,,"422,362"
Grant - ThermoAI,https://www.crunchbase.com/funding_round/thermo-ai-grant--22178086,ThermoAI,https://www.crunchbase.com/organization/thermo-ai,Grant,50000,USD,50000,2018-11-01,,,,,No,Artificial intelligence that reduces global emissions by optimizing and automating combustion,Women Founded,"Artificial Intelligence (AI), Energy Efficiency, Industrial Automation, Machine Learning, Manufacturing","New York, New York, United States, North America",https://www.thermoai.com,Less than $1M,452831,USD,452831,Seed,8,,Arch Grants,1,,"332,000"
Seed Round - AI-XPRT,https://www.crunchbase.com/funding_round/auditxprt-seed--89732f9f,AI-XPRT,https://www.crunchbase.com/organization/auditxprt,Seed,120000,USD,120000,2018-02-26,Seed,,,,Yes,AI-XPRT is provides artificial intelligence solution to automate regulatory compliance assurance and financial audit.,,"Artificial Intelligence (AI), Machine Learning, Software","London, England, United Kingdom, Europe",https://www.ai-xprt.com,,120000,USD,120000,M&A,2,,Techstars,1,1,"332,432"
Pre Seed Round - Wastack,https://www.crunchbase.com/funding_round/lockbird-pre-seed--6f4912c3,Wastack,https://www.crunchbase.com/organization/lockbird,Pre-Seed,120000,CAD,92539,2018-06-01,Seed,,,,Yes,SOLD TO DOVER CORP. Wastack analyzes waste streams to improve recycling rates and revenues of waste facilities.,,"Artificial Intelligence (AI), Environmental Consulting, Machine Learning, Waste Management","Montréal, Quebec, Canada, North America",https://www.wastack.com/,Less than $1M,120000,CAD,92539,Seed,4,,FounderFuel,1,,"332,500"
Grant - AdaViv,https://www.crunchbase.com/funding_round/adaviv-grant--9ddbc52c,AdaViv,https://www.crunchbase.com/organization/adaviv,Grant,15000,USD,15000,2018-01-20,,,,,No,"AdaViv is a hardware-enabled, predictive agriculture company.",,"AgTech, Artificial Intelligence (AI), Environmental Engineering, Information Technology, Machine Learning, Robotics","Boston, Massachusetts, United States, North America",https://www.adaviv.com,$1M to $10M,2315000,USD,2315000,Seed,5,,MIT designX,1,,"334,424"
Convertible Note - Holos,https://www.crunchbase.com/funding_round/holos-2-convertible-note--e017dde1,Holos,https://www.crunchbase.com/organization/holos-2,Convertible Note,100000,USD,100000,2018-12-01,,,,,No,Holos is building immersive training tools for people with highly technical physical jobs in critical sectors,,"Artificial Intelligence (AI), Augmented Reality, Education, Government, Military, Virtual Reality","Madison, Wisconsin, United States, North America",https://holos.io,Less than $1M,605000,USD,605000,Seed,9,,,,,"335,472"
Non Equity Assistance - Datarisk.io,https://www.crunchbase.com/funding_round/datarisk-io-non-equity-assistance--99d962c8,Datarisk.io,https://www.crunchbase.com/organization/datarisk-io,Non-equity Assistance,63000,USD,63000,2018-03-27,,,,,No,"DataRisk is an online predictive modeling platform focused on credit, collection, and fraud serving mainly financial institutions.",,"Credit, FinTech, Fraud Detection, Information Services, Information Technology, Machine Learning, Predictive Analytics, SaaS","Florianópolis, Santa Catarina, Brazil, South America",http://www.datarisk.io,Less than $1M,673296,USD,673296,Seed,3,,,,,"335,904"
Convertible Note - Bitesize,https://www.crunchbase.com/funding_round/bitesize-convertible-note--d741d299,Bitesize,https://www.crunchbase.com/organization/bitesize,Convertible Note,50000,USD,50000,2018-07-01,,,,,No,"We help 1 person talk to 1,000s people at once.","Women Founded, Women Led","Automotive, Digital Marketing, Mobile, Predictive Analytics, Sales Automation, SMS","San Francisco, California, United States, North America",http://www.bitesize.co,Less than $1M,50000,USD,50000,Seed,3,Forum Ventures,"Forum Ventures, Right Side Capital Management",2,,"315,133"
Seed Round - Guestasy,https://www.crunchbase.com/funding_round/guestasy-seed--88a7d566,Guestasy,https://www.crunchbase.com/organization/guestasy,Seed,75000,USD,75000,2018-08-01,Seed,,,,Yes,Guestasy is a Reputation Platform.,,"Artificial Intelligence (AI), Information Services, Information Technology, Reputation, Service Industry, Software","Singapore, Central Region, Singapore, Asia",http://guestasy.com/,,75000,USD,75000,Seed,1,,,,,"593,854"
Private Equity Round - LailaTech,https://www.crunchbase.com/funding_round/laila-private-equity--4d653dd8,LailaTech,https://www.crunchbase.com/organization/laila,Private Equity,50000,EUR,56542,2018-12-15,Private Equity,2200000,EUR,2487869,Yes,Laila is a chatbot which can handle a conversation just like a human.,,"Artificial Intelligence (AI), Chatbot, Digital Marketing, Machine Learning, Software","Caserta, Campania, Italy, Europe",https://www.laila.tech/,,740000,EUR,899233,Seed,5,,,,,"122,443"
Angel Round - DRVR,https://www.crunchbase.com/funding_round/drvr-angel--5dc235cf,DRVR,https://www.crunchbase.com/organization/drvr,Angel,50000,USD,50000,2018-06-10,Seed,5000000,USD,5000000,Yes,DRVR is a telematics and fleet intelligence platform that helps identify and monitor driving behavior for insurers and fleet operators.,,"Analytics, Artificial Intelligence (AI), Information Technology, InsurTech, Mobile Apps","Bangkok, Krung Thep, Thailand, Asia",http://www.drvr.co,$1M to $10M,797000,USD,797000,Seed,7,,,,,"122,491"
Pre Seed Round - NULL Innovation,https://www.crunchbase.com/funding_round/null-6874-pre-seed--7fc751a1,NULL Innovation,https://www.crunchbase.com/organization/null-6874,Pre-Seed,1000,USD,1000,2018-06-01,Seed,1000000,USD,1000000,Yes,Empowering people through AI. Building Digital Marketing SaaS for teams and freelancers.,,"Analytics, Artificial Intelligence (AI), Business Information Systems, Business Intelligence, Information Technology, Internet, Internet of Things, Machine Learning, Predictive Analytics, Software","Ahmedabad, Gujarat, India, Asia",https://Dolphy.io/?utm_source=crunchbase&utm_campaign=crunch,Less than $1M,1000,USD,1000,Seed,1,,,,,"180,759"
Seed Round - Witlingo,https://www.crunchbase.com/funding_round/witlingo-seed--2b77171c,Witlingo,https://www.crunchbase.com/organization/witlingo,Seed,30000,USD,30000,2018-09-01,Seed,,,,Yes,"Witlingo is a B2B SaaS company that helps companies launch Voice First Experiences on Amazon Alexa, Google Assistant, and Samsung Bixby",,"Enterprise Software, Natural Language Processing, SaaS, Smart Home, Speech Recognition","Mclean, Virginia, United States, North America",http://www.witlingo.com,Less than $1M,305000,USD,305000,Seed,5,,,,,"613,948"
Pre Seed Round - Medumo,https://www.crunchbase.com/funding_round/medumo-2-pre-seed--afc3fcc2,Medumo,https://www.crunchbase.com/organization/medumo-2,Pre-Seed,120000,USD,120000,2018-01-04,Seed,,,,Yes,Medumo helps healthcare organizations deliver the right instructions to the right patients at the right time using automated SMS and email.,,"Artificial Intelligence (AI), Email, Health Care, Medical","Boston, Massachusetts, United States, North America",http://www.medumo.com/,$1M to $10M,2120000,USD,2120000,M&A,6,Y Combinator,Y Combinator,1,,"461,459"
Grant - Intoto,https://www.crunchbase.com/funding_round/intoto-74fc-grant--ba3eaa44,Intoto,https://www.crunchbase.com/organization/intoto-74fc,Grant,100000,NOK,11828,2018-08-19,,,,,No,"Water data startup using AI, IoT, and big data to improve understanding and management of water in a sustainable way",,"Analytics, Big Data, Electronics, Environmental Engineering, Hydroelectric, Information Technology, Predictive Analytics, Public Safety, Risk Management, Water","Kvinesdal, Vest-Agder, Norway, Europe",https://intoto.io,$1M to $10M,22317923,NOK,2374526,Seed,13,,,,,"180,925"
Seed Round - BestPlace,https://www.crunchbase.com/funding_round/bestplace-seed--a405a6e4,BestPlace,https://www.crunchbase.com/organization/bestplace,Seed,7800000,RUB,125320,2018-07-12,Seed,,,,Yes,Geo-Analytical AI Platform for CPG Brands for the Sales Force Efficiency and Product Mix optimisation.,,"Analytics, Artificial Intelligence (AI), Geospatial, Machine Learning","Wilmington, Delaware, United States, North America",https://bestplace.ai/,,7800000,RUB,125320,,2,Moscow Seed Fund,Moscow Seed Fund,1,,"642,339"
Pre Seed Round - AZmed,https://www.crunchbase.com/funding_round/azmed-pre-seed--bb51068f,AZmed,https://www.crunchbase.com/organization/azmed,Pre-Seed,120000,USD,120000,2018-09-10,Seed,,,,Yes,AZmed is a Medtech startup that offers innovative solutions to optimize healthcare specialists’ workflow by using AI.,,"Artificial Intelligence (AI), CRM, Health Care, Medical, Software","Paris, Ile-de-France, France, Europe",http://www.azmed.co,Less than $1M,21163698,USD,21163698,Early Stage Venture,4,Techstars,Techstars,1,,"463,368"
Angel Round - Medvice Digital Health,https://www.crunchbase.com/funding_round/medvice-angel--050776bb,Medvice Digital Health,https://www.crunchbase.com/organization/medvice,Angel,73000,EUR,88049,2018-01-02,Seed,1000000,EUR,1206150,Yes,Medvice Digital Health is a smart cloud solution for clinics and automating tedious clinical processes.,,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Intelligent Systems, Personalization, Software","'s-hertogenbosch, Noord-Brabant, The Netherlands, Europe",http://www.medvice.io,Less than $1M,93000,EUR,111272,Seed,2,Ahmed Abushanab,"Ahmed Abushanab, Henry Rouquairol, Igor van Eck",3,,"463,605"
Pre Seed Round - Met3r,https://www.crunchbase.com/funding_round/meter-solutions-kft-pre-seed--ba9bf082,Met3r,https://www.crunchbase.com/organization/meter-solutions-kft,Pre-Seed,30000,EUR,34362,2018-10-18,Seed,,,,Yes,Met3r helps businesses operating electric vehicle fleets in optimizing the fleet's charging sessions.,,"Electric Vehicle, Energy, Internet of Things, Machine Learning","Dunakeszi, Pest, Hungary, Europe",https://met3r.com,,130000,EUR,153729,Seed,2,,Hiventures,1,,"358,923"
Seed Round - Eyedius Technology,https://www.crunchbase.com/funding_round/eyedius-technology-inc-seed--4dcd99e5,Eyedius Technology,https://www.crunchbase.com/organization/eyedius-technology-inc,Seed,50000,USD,50000,2018-12-12,Seed,,,,Yes,Eyedius Technology is a high-tech company that develops image-processing technologies to ensure security in all areas of life.,,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Computer Vision, Data Visualization, Image Recognition","Sisli, Istanbul, Turkey, Europe",http://www.eyedius.com,,725970,USD,725970,Seed,5,,StartersHub,1,,"644,756"
Non Equity Assistance - Cochl,https://www.crunchbase.com/funding_round/cochl-non-equity-assistance--613cd02a,Cochl,https://www.crunchbase.com/organization/cochl,Non-equity Assistance,90000,USD,90000,2018-04-01,,,,,No,Cochl is a deep-tech startup making a foundation model for sound AI.,"East Asian Founded, East Asian Led","Artificial Intelligence (AI), Cloud Computing, Developer APIs, Generative AI, Machine Learning, Speech Recognition","San Jose, California, United States, North America",https://www.cochl.ai,$1M to $10M,7800000,USD,7800000,Early Stage Venture,6,,Samsung Electronics,1,,"392,086"
Pre Seed Round - infoMicroFin,https://www.crunchbase.com/funding_round/infomicrofin-pre-seed--73b95789,infoMicroFin,https://www.crunchbase.com/organization/infomicrofin,Pre-Seed,3000000,INR,46068,2018-04-01,Seed,,,,Yes,infoMicroFin is a SaaS Banking Platform that delivers digital finance solutions for any financial Institution.,,"Artificial Intelligence (AI), Financial Services, FinTech, Information Technology, Internet, Robotics, SaaS","Chennai, Tamil Nadu, India, Asia",https://infomicrofin.com/,Less than $1M,4500000,INR,67824,Seed,2,,WhileOfOne Innovation Labs,1,,"242,791"
Pre Seed Round - Ramona,https://www.crunchbase.com/funding_round/ramona-optics-pre-seed--b5e3b18b,Ramona,https://www.crunchbase.com/organization/ramona-optics,Pre-Seed,50000,USD,50000,2018-04-01,Seed,,,,Yes,Ramona develops high-throughput microscopy tools to unlock previously impossible experiments within the modern biology lab.,"Middle Eastern / North African Founded, Women Founded, Women Led","Biotechnology, Hardware, Machine Learning, Software","Durham, North Carolina, United States, North America",https://www.ramonaoptics.com,$1M to $10M,8616629,USD,8616629,Seed,13,The E14 Fund,The E14 Fund,1,,"214,109"
Debt Financing - roiquant,https://www.crunchbase.com/funding_round/roiquant-debt-financing--00728c6e,roiquant,https://www.crunchbase.com/organization/roiquant,Debt Financing,50000,USD,50000,2018-01-08,,500000,USD,500000,No,Helping early-stage startups design fundable business models with advanced analytics powered by data.,"Southeast Asian Founded, Women Founded","Analytics, Artificial Intelligence (AI), Business Intelligence, SaaS, Software","Dover, Delaware, United States, North America",https://www.roiquant.com/,,100000,USD,100000,,2,,,,,"244,632"
Pre Seed Round - iXDen,https://www.crunchbase.com/funding_round/ix-den-pre-seed--e02074d3,iXDen,https://www.crunchbase.com/organization/ix-den,Pre-Seed,100000,USD,100000,2018-01-01,Seed,,,,Yes,"Securing IoT devices of ICS systems. Invented  ""biometric-like"" IoT Device Identity and Authentication using mathematics and AI",,"Artificial Intelligence (AI), Cyber Security, Internet of Things","Tel Aviv, Tel Aviv, Israel, Asia",https://www.ixden.com,Less than $1M,100000,USD,100000,,5,,The Junction,1,,"245,724"
Convertible Note - Globaleur,https://www.crunchbase.com/funding_round/globaleur-convertible-note--c009a63b,Globaleur,https://www.crunchbase.com/organization/globaleur,Convertible Note,12522,USD,12522,2018-05-23,,,,,No,Globaleur provides digital infrastructure driven by AI for companies in Travel & Hospitality and Mobility,"Women Founded, Women Led","Artificial Intelligence (AI), Developer APIs, Machine Learning, Software, Tourism, Travel","Santa Clara, California, United States, North America",https://www.globaleur.com/,$1M to $10M,7997482,USD,7997482,Early Stage Venture,7,ZGC Group,ZGC Group,1,,"245,924"
Pre Seed Round - Mathpix,https://www.crunchbase.com/funding_round/mathpix-pre-seed--d11c105d,Mathpix,https://www.crunchbase.com/organization/mathpix,Pre-Seed,120000,USD,120000,2018-09-10,Seed,,,,Yes,Mathpix is an AI-powered document conversion cloud built for research.,Women Founded,"Apps, Artificial Intelligence (AI), Productivity Tools, Software, Visual Search","Brooklyn, New York, United States, North America",https://mathpix.com,Less than $1M,4421000,USD,4421000,Early Stage Venture,3,,Techstars,1,1,"390,012"
Seed Round - Slatecube,https://www.crunchbase.com/funding_round/slatecube-seed--09932db3,Slatecube,https://www.crunchbase.com/organization/slatecube,Seed,40000,USD,40000,2018-11-30,Seed,,,,Yes,Slatecube is an artificial intelligence technology company that specializes in the development of software as a service solutions.,,"Artificial Intelligence (AI), Consulting, E-Learning, Information Technology, SaaS, Software","Lagos, Lagos, Nigeria, Africa",https://www.slatecube.com,Less than $1M,40000,USD,40000,Seed,1,,Injini,1,,"246,654"
Pre Seed Round - Anycareer,https://www.crunchbase.com/funding_round/anycareer-pre-seed--599b8b8b,Anycareer,https://www.crunchbase.com/organization/anycareer,Pre-Seed,60000,GBP,78750,2018-08-01,Seed,540000,GBP,708751,Yes,"Anycareer is a data-powered career platform with courses, mentors, guides & automated recruitment to top employers.",,"Analytics, Artificial Intelligence (AI), Big Data, Career Planning, E-Learning, EdTech, Education, Guides, Machine Learning, Training","London, England, United Kingdom, Europe",https://anycareer.com,Less than $1M,60000,GBP,78750,Seed,1,,Balder Vekst,1,,"247,163"
Grant - LÜLA,https://www.crunchbase.com/funding_round/lüla-grant--a0514a4e,LÜLA,https://www.crunchbase.com/organization/lüla,Grant,15000,EUR,17101,2018-08-13,,,,,No,Connecting commuters to private shuttles on their commute to work - freeing up time and saving money,,"Big Data, Information Technology, Mobile Apps, Mobile Payments, Predictive Analytics, Public Transportation, Ride Sharing, Ticketing, Transportation","Johannesburg, NA - South Africa, South Africa, Africa",https://www.lulaloop.co.za/,Less than $1M,782478,USD,782478,,6,Startupbootcamp,Startupbootcamp,1,,"247,223"
Pre Seed Round - UnitX,https://www.crunchbase.com/funding_round/unitx-pre-seed--4f199f8f,UnitX,https://www.crunchbase.com/organization/unitx,Pre-Seed,50000,USD,50000,2018-06-10,Seed,,,,Yes,We automate workplace safety and security using AI,,"Artificial Intelligence (AI), Computer Vision, Image Recognition, Machine Learning, Wearables","Thuwal, Ha'il, Saudi Arabia, Asia",https://unitx.io/,$1M to $10M,2050000,USD,2050000,Seed,2,,KAUST Innovation Fund,1,,"247,252"
Grant - Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/funding_round/macro-eyes-grant--8b0c1719,Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/organization/macro-eyes,Grant,100000,USD,100000,2018-11-06,,,,,No,"AI-powered supply chain API that predicts demand, optimizes supply and geolocates - continuously improving on its own.",,"Artificial Intelligence (AI), Machine Learning, Scheduling, Software, Supply Chain Management","Seattle, Washington, United States, North America",https://www.pendulum.global/,,2700000,USD,2700000,Seed,7,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,1,,"218,634"
Grant - Winning Minds,https://www.crunchbase.com/funding_round/winning-minds-grant--576c8b9b,Winning Minds,https://www.crunchbase.com/organization/winning-minds,Grant,71429,EUR,81447,2018-11-01,,,,,No,Winning Minds is a conversational analysis tool that generates insights on interaction dynamics and productivity patterns within your teams.,,"Analytics, Application Performance Management, Artificial Intelligence (AI), Meeting Software, SaaS, Software","London, England, United Kingdom, Europe",https://winningminds.ai,,1507768,USD,1507768,,3,,EASME - EU Executive Agency for SMEs,1,,"361,341"
Grant - Everysens,https://www.crunchbase.com/funding_round/everysens-grant--5ce43601,Everysens,https://www.crunchbase.com/organization/everysens,Grant,71429,EUR,89364,2018-02-01,,,,,No,Everysens offers a predictive and collaborative visibility platform to plan and track all your Supply Chain flows in real time.,,"Artificial Intelligence (AI), Big Data, Logistics, Predictive Analytics, Supply Chain Management, Transportation","Lille, Nord-Pas-de-Calais, France, Europe",http://www.everysens.com,$1M to $10M,6071429,EUR,6668167,Early Stage Venture,2,,,,,"362,614"
Grant - Oivi,https://www.crunchbase.com/funding_round/oivi-grant--63ae4cab,Oivi,https://www.crunchbase.com/organization/oivi,Grant,90000,USD,90000,2018-05-23,,,,,No,"Smart and automated eye screening, anywhere.",,"Artificial Intelligence (AI), Health Care, Medical Device, Software","Oslo, Oslo, Norway, Europe",https://www.oivi.co,$1M to $10M,16046592,USD,16046592,Seed,14,Innovation Norway,"Innovation Norway, Norwegian Research Council",2,,"362,658"
Pre Seed Round - DNSFilter,https://www.crunchbase.com/funding_round/dnsfilter-pre-seed--c2a08b3e,DNSFilter,https://www.crunchbase.com/organization/dnsfilter,Pre-Seed,120000,USD,120000,2018-04-19,Seed,,,,Yes,DNSFilter provides security via DNS that protects over 4M end users from online security threats using artificial intelligence.,,"Artificial Intelligence (AI), Cyber Security, Network Security","Washington, District of Columbia, United States, North America",https://dnsfilter.com,$10M to $50M,62107120,USD,62107120,Early Stage Venture,7,Techstars,Techstars,1,,"363,042"
Grant - Barbara,https://www.crunchbase.com/funding_round/barbara-iot-grant--99fd0860,Barbara,https://www.crunchbase.com/organization/barbara-iot,Grant,71429,EUR,83347,2018-06-01,,,,,No,Barbara is the Edge AI platform to deploy and manage the lifecycle of AI models across distributed locations.,,"Artificial Intelligence (AI), Industrial Automation, Industrial Manufacturing, Infrastructure, Machine Learning, Power Grid, Water","Bilbao, Pais Vasco, Spain, Europe",https://barbara.tech,$1M to $10M,3221429,EUR,3477113,Seed,3,,EASME - EU Executive Agency for SMEs,1,,"363,909"
Pre Seed Round - Wexus Technologies,https://www.crunchbase.com/funding_round/wexus-technologies-pre-seed--a9070df8,Wexus Technologies,https://www.crunchbase.com/organization/wexus-technologies,Pre-Seed,75000,USD,75000,2018-09-01,Seed,8000000,USD,8000000,Yes,IoT software company empowering the global food supply chain to adapt to climate change with renewable energy + water intelligence,Black Founded,"Artificial Intelligence (AI), Big Data, Energy Management, Internet of Things, Renewable Energy, Software, Solar, Water","Pleasanton, California, United States, North America",https://www.wexusapp.com/,Less than $1M,4375000,USD,4375000,Seed,4,"Green Spark Ventures, Village Capital","Green Spark Ventures, Village Capital",2,,"287,339"
Angel Round - PerspectAI,https://www.crunchbase.com/funding_round/perspectai-angel--76f39119,PerspectAI,https://www.crunchbase.com/organization/perspectai,Angel,8000000,INR,109041,2018-10-01,Seed,,,,Yes,"PerspectAI is a new-age Skills Assessment Platform leveraging Games, Mobile, and Artificial Intelligence.",,"Artificial Intelligence (AI), Human Resources, Recruiting, Serious Games, Skill Assessment, Software","Hyderabad, Andhra Pradesh, India, Asia",https://perspect.ai,,51000000,INR,719855,Seed,4,,Puranjaya Singh,1,,"379,212"
Pre Seed Round - Insurmi,https://www.crunchbase.com/funding_round/insurmi-pre-seed--03bedbea,Insurmi,https://www.crunchbase.com/organization/insurmi,Pre-Seed,95000,USD,95000,2018-01-15,Seed,,,,Yes,Insurmi's AI Agent Violet delivers an exceptional policyholder experience - faster & lower cost than human agents.,South Asian Founded,"Artificial Intelligence (AI), Enterprise Software, InsurTech",,https://www.insurmi.com/,Less than $1M,1095000,USD,1095000,Seed,2,,,,,"379,517"
Pre Seed Round - Relox Robotics,https://www.crunchbase.com/funding_round/relox-robotics-pre-seed--3ecd298b,Relox Robotics,https://www.crunchbase.com/organization/relox-robotics,Pre-Seed,200000,SEK,22616,2018-05-01,Seed,,,,Yes,"Relox Robotics is a robotics company that uses robots to automate dangerous, repetitive, and labor-intensive tasks.",,"Industrial, Machine Learning, Machinery Manufacturing","Stockholm, Stockholms Lan, Sweden, Europe",http://www.reloxrobotics.com,$1M to $10M,1134589,USD,1134589,,5,Julia Delin,Julia Delin,1,,"451,769"
