"reg";"tech";"count";"rca";"reldens";"comp"
"CZ05";"Groene chemische productieprocessen";0;0;25,25;10,7
"FR10";"Groene chemische productieprocessen";59;0,75;18;10,7
"AT33";"Groene chemische productieprocessen";1;0,4;26;10,7
"DE27";"Groene chemische productieprocessen";5;0,37;7,25;10,7
"PT15";"Groene chemische productieprocessen";0;0;21,25;10,7
"FR21";"Groene chemische productieprocessen";6;4,87;58,75;10,7
"ITH1";"Groene chemische productieprocessen";0;0;26,75;10,7
"ES43";"Groene chemische productieprocessen";0;0;31,25;10,7
"LU00";"Groene chemische productieprocessen";6;2,34;31;10,7
"UKM2";"Groene chemische productieprocessen";3;0,62;53;10,7
"LV00";"Groene chemische productieprocessen";2;2,58;47,75;10,7
"FR30";"Groene chemische productieprocessen";8;1,62;76,5;10,7
"ES13";"Groene chemische productieprocessen";0;0;26,75;10,7
"SI03";"Groene chemische productieprocessen";0;0;61;10,7
"CH01";"Groene chemische productieprocessen";37;2,03;72,5;10,7
"CH05";"Groene chemische productieprocessen";1;0,12;16,5;10,7
"ES52";"Groene chemische productieprocessen";7;1,43;42,75;10,7
"ES22";"Groene chemische productieprocessen";0;0;37,5;10,7
"DEA1";"Groene chemische productieprocessen";26;0,87;31;10,7
"UKK2";"Groene chemische productieprocessen";3;1,69;13,25;10,7
"ES53";"Groene chemische productieprocessen";0;0;36,5;10,7
"PT16";"Groene chemische productieprocessen";6;3,71;66,25;10,7
"ITH3";"Groene chemische productieprocessen";8;0,86;30,5;10,7
"CHZZ";"Groene chemische productieprocessen";0;0;37,5;10,7
"FR83";"Groene chemische productieprocessen";0;0;16,25;10,7
"EL53";"Groene chemische productieprocessen";0;0;5,25;10,7
"FR71";"Groene chemische productieprocessen";70;2,22;34,25;10,7
"FR42";"Groene chemische productieprocessen";4;0,57;48,75;10,7
"UKD7";"Groene chemische productieprocessen";8;3,67;35,5;10,7
"DE11";"Groene chemische productieprocessen";4;0,08;5;10,7
"EL61";"Groene chemische productieprocessen";0;0;17,5;10,7
"FR62";"Groene chemische productieprocessen";24;2,52;62;10,7
"SE33";"Groene chemische productieprocessen";1;0,32;18,5;10,7
"EL51";"Groene chemische productieprocessen";0;0;10,25;10,7
"CH03";"Groene chemische productieprocessen";28;1,46;54,25;10,7
"DEA2";"Groene chemische productieprocessen";29;0,98;54,5;10,7
"BG32";"Groene chemische productieprocessen";0;0;18;10,7
"ITF1";"Groene chemische productieprocessen";3;2,54;38,75;10,7
"FR52";"Groene chemische productieprocessen";7;0,88;13,5;10,7
"UKK3";"Groene chemische productieprocessen";0;0;51,75;10,7
"UKI1";"Groene chemische productieprocessen";23;0,95;27,25;10,7
"FR24";"Groene chemische productieprocessen";5;1,04;65,25;10,7
"SE32";"Groene chemische productieprocessen";20;16,5;56,5;10,7
"ITG2";"Groene chemische productieprocessen";0;0;31,75;10,7
"CZ02";"Groene chemische productieprocessen";0;0;27,5;10,7
"CH02";"Groene chemische productieprocessen";11;0,83;19,5;10,7
"ES42";"Groene chemische productieprocessen";1;1,66;37,75;10,7
"EE00";"Groene chemische productieprocessen";2;1,97;30;10,7
"RO22";"Groene chemische productieprocessen";0;0;0,5;10,7
"BE33";"Groene chemische productieprocessen";0;0;32;10,7
"UKH3";"Groene chemische productieprocessen";1;0,37;49,75;10,7
"FR51";"Groene chemische productieprocessen";1;0,17;43,5;10,7
"DED4";"Groene chemische productieprocessen";1;0,33;9,75;10,7
"HU21";"Groene chemische productieprocessen";0;0;24,25;10,7
"DE73";"Groene chemische productieprocessen";0;0;14,5;10,7
"SE12";"Groene chemische productieprocessen";3;0,21;16,25;10,7
"UKF1";"Groene chemische productieprocessen";5;1,57;42,5;10,7
"ITF3";"Groene chemische productieprocessen";1;0,38;47;10,7
"EL42";"Groene chemische productieprocessen";0;0;0,5;10,7
"ES41";"Groene chemische productieprocessen";3;2,64;66,75;10,7
"FRY4";"Groene chemische productieprocessen";1;5,93;54,5;10,7
"BE23";"Groene chemische productieprocessen";10;1,33;75;10,7
"NO01";"Groene chemische productieprocessen";2;0,35;50,5;10,7
"FR26";"Groene chemische productieprocessen";5;2,78;37,5;10,7
"SE11";"Groene chemische productieprocessen";10;0,31;7,75;10,7
"ITH2";"Groene chemische productieprocessen";0;0;29,75;10,7
"BGZZ";"Groene chemische productieprocessen";0;0;0;10,7
"CH04";"Groene chemische productieprocessen";16;0,83;39,75;10,7
"ITC2";"Groene chemische productieprocessen";0;0;2,25;10,7
"ES30";"Groene chemische productieprocessen";13;1,45;61,25;10,7
"IS01";"Groene chemische productieprocessen";3;6,04;44,75;10,7
"HUZZ";"Groene chemische productieprocessen";0;0;2,75;10,7
"UKH1";"Groene chemische productieprocessen";10;0,56;42,5;10,7
"EL65";"Groene chemische productieprocessen";2;15,32;24,25;10,7
"PT20";"Groene chemische productieprocessen";0;0;14;10,7
"FR63";"Groene chemische productieprocessen";0;0;28,5;10,7
"FR82";"Groene chemische productieprocessen";7;0,67;36,5;10,7
"RO11";"Groene chemische productieprocessen";0;0;14,25;10,7
"LIZZ";"Groene chemische productieprocessen";0;0;11,25;10,7
"IEZZ";"Groene chemische productieprocessen";0;0;9;10,7
"BE25";"Groene chemische productieprocessen";2;0,56;65;10,7
"UKC2";"Groene chemische productieprocessen";1;0,46;38;10,7
"HU22";"Groene chemische productieprocessen";0;0;21,5;10,7
"DE80";"Groene chemische productieprocessen";6;3,19;52,5;10,7
"PL32";"Groene chemische productieprocessen";0;0;11,25;10,7
"FI1C";"Groene chemische productieprocessen";10;1,97;50,75;10,7
"BG41";"Groene chemische productieprocessen";0;0;42,75;10,7
"AT21";"Groene chemische productieprocessen";1;0,73;17;10,7
"RO42";"Groene chemische productieprocessen";0;0;0,25;10,7
"DEA3";"Groene chemische productieprocessen";30;2,87;59,25;10,7
"UKL2";"Groene chemische productieprocessen";3;1,06;24,75;10,7
"HU32";"Groene chemische productieprocessen";0;0;56,75;10,7
"PT17";"Groene chemische productieprocessen";10;5,79;59,5;10,7
"NL41";"Groene chemische productieprocessen";2;0,05;4,25;10,7
"ITG1";"Groene chemische productieprocessen";1;0,69;32,5;10,7
"FI1B";"Groene chemische productieprocessen";21;0,98;36,75;10,7
"UKM5";"Groene chemische productieprocessen";0;0;29;10,7
"FRY1";"Groene chemische productieprocessen";0;0;26,25;10,7
"PL31";"Groene chemische productieprocessen";0;0;17,25;10,7
"IE01";"Groene chemische productieprocessen";1;0,38;14,5;10,7
"ES11";"Groene chemische productieprocessen";1;0,79;49;10,7
"HU10";"Groene chemische productieprocessen";5;1,07;40;10,7
"DED2";"Groene chemische productieprocessen";8;1,19;31,75;10,7
"SK01";"Groene chemische productieprocessen";0;0;41,75;10,7
"FR22";"Groene chemische productieprocessen";7;1,48;24,5;10,7
"FI20";"Groene chemische productieprocessen";0;0;13,5;10,7
"AT12";"Groene chemische productieprocessen";12;1,71;59,5;10,7
"BG33";"Groene chemische productieprocessen";0;0;44;10,7
"ITF2";"Groene chemische productieprocessen";0;0;26,25;10,7
"PL22";"Groene chemische productieprocessen";0;0;31,75;10,7
"ITI4";"Groene chemische productieprocessen";10;1,75;40,25;10,7
"DK05";"Groene chemische productieprocessen";0;0;9,25;10,7
"BE22";"Groene chemische productieprocessen";4;1,96;56,25;10,7
"ITH5";"Groene chemische productieprocessen";5;0,38;27,25;10,7
"HR04";"Groene chemische productieprocessen";0;0;11,25;10,7
"AT34";"Groene chemische productieprocessen";0;0;10;10,7
"ESZZ";"Groene chemische productieprocessen";0;0;30,75;10,7
"AT11";"Groene chemische productieprocessen";0;0;12,75;10,7
"BG42";"Groene chemische productieprocessen";3;19,6;52,75;10,7
"ITC1";"Groene chemische productieprocessen";20;2,54;53,25;10,7
"DED5";"Groene chemische productieprocessen";9;3,94;67,25;10,7
"DE14";"Groene chemische productieprocessen";1;0,05;5,75;10,7
"HU33";"Groene chemische productieprocessen";2;2,06;44,5;10,7
"CZ01";"Groene chemische productieprocessen";1;0,53;28,25;10,7
"PT11";"Groene chemische productieprocessen";5;1,75;69,25;10,7
"UKG3";"Groene chemische productieprocessen";1;0,19;10,5;10,7
"PL61";"Groene chemische productieprocessen";0;0;34,25;10,7
"ITF4";"Groene chemische productieprocessen";4;2,44;61,25;10,7
"FR81";"Groene chemische productieprocessen";7;1,57;65,75;10,7
"ISZZ";"Groene chemische productieprocessen";0;0;0;10,7
"DK03";"Groene chemische productieprocessen";2;0,31;36,5;10,7
"BE24";"Groene chemische productieprocessen";20;2,38;66;10,7
"PTZZ";"Groene chemische productieprocessen";0;0;2,75;10,7
"FRZZ";"Groene chemische productieprocessen";0;0;16,75;10,7
"NO02";"Groene chemische productieprocessen";0;0;31;10,7
"PLZZ";"Groene chemische productieprocessen";0;0;0;10,7
"DE22";"Groene chemische productieprocessen";3;0,39;13,25;10,7
"NL13";"Groene chemische productieprocessen";1;2,08;59;10,7
"MT00";"Groene chemische productieprocessen";0;0;12,25;10,7
"AT13";"Groene chemische productieprocessen";16;2,01;56,25;10,7
"ITC3";"Groene chemische productieprocessen";4;1,7;32;10,7
"DEB1";"Groene chemische productieprocessen";0;0;37,75;10,7
"ITZZ";"Groene chemische productieprocessen";0;0;4,5;10,7
"CZ03";"Groene chemische productieprocessen";1;1,25;42;10,7
"NO05";"Groene chemische productieprocessen";0;0;18,5;10,7
"DE40";"Groene chemische productieprocessen";4;0,6;45,5;10,7
"ES62";"Groene chemische productieprocessen";2;2,2;58,5;10,7
"DE72";"Groene chemische productieprocessen";5;1,02;57,5;10,7
"LVZZ";"Groene chemische productieprocessen";0;0;0;10,7
"EL41";"Groene chemische productieprocessen";0;0;0;10,7
"RO12";"Groene chemische productieprocessen";0;0;4,5;10,7
"BE35";"Groene chemische productieprocessen";0;0;36,5;10,7
"DEE0";"Groene chemische productieprocessen";0;0;54,75;10,7
"NOZZ";"Groene chemische productieprocessen";0;0;10,75;10,7
"NLZZ";"Groene chemische productieprocessen";0;0;19,75;10,7
"FRY3";"Groene chemische productieprocessen";0;0;1,25;10,7
"DE91";"Groene chemische productieprocessen";7;0,67;20,75;10,7
"DE24";"Groene chemische productieprocessen";0;0;10,75;10,7
"AT22";"Groene chemische productieprocessen";6;0,79;36,75;10,7
"PL21";"Groene chemische productieprocessen";1;0,41;19;10,7
"DK04";"Groene chemische productieprocessen";6;0,64;45,5;10,7
"BE21";"Groene chemische productieprocessen";11;1,22;66,75;10,7
"ITH4";"Groene chemische productieprocessen";2;0,72;30,25;10,7
"PT18";"Groene chemische productieprocessen";5;17,89;15,25;10,7
"DEB3";"Groene chemische productieprocessen";44;2,02;63;10,7
"NL42";"Groene chemische productieprocessen";57;8,14;80,5;10,7
"EL54";"Groene chemische productieprocessen";0;0;19;10,7
"ES70";"Groene chemische productieprocessen";1;2,11;49,75;10,7
"MTZZ";"Groene chemische productieprocessen";0;0;10;10,7
"PL12";"Groene chemische productieprocessen";2;0,7;42;10,7
"UKE2";"Groene chemische productieprocessen";5;3,09;59,25;10,7
"DE13";"Groene chemische productieprocessen";6;0,34;11,25;10,7
"LI00";"Groene chemische productieprocessen";0;0;2,5;10,7
"NO06";"Groene chemische productieprocessen";0;0;8,75;10,7
"ITI2";"Groene chemische productieprocessen";0;0;32,5;10,7
"DEG0";"Groene chemische productieprocessen";4;0,55;6,25;10,7
"AT31";"Groene chemische productieprocessen";6;0,55;23;10,7
"FR72";"Groene chemische productieprocessen";19;3,11;52,5;10,7
"NL31";"Groene chemische productieprocessen";5;1,07;69,5;10,7
"DE26";"Groene chemische productieprocessen";13;1,21;23,5;10,7
"UKD3";"Groene chemische productieprocessen";8;1,79;41,75;10,7
"BE32";"Groene chemische productieprocessen";3;1,23;31,25;10,7
"CZ07";"Groene chemische productieprocessen";1;0,94;46,25;10,7
"PT30";"Groene chemische productieprocessen";1;37,48;36,5;10,7
"ATZZ";"Groene chemische productieprocessen";0;0;37,25;10,7
"PL63";"Groene chemische productieprocessen";0;0;51,75;10,7
"EL52";"Groene chemische productieprocessen";0;0;40,25;10,7
"UKM3";"Groene chemische productieprocessen";0;0;35,25;10,7
"FR53";"Groene chemische productieprocessen";3;1,66;71,75;10,7
"RO31";"Groene chemische productieprocessen";0;0;11,25;10,7
"UKE4";"Groene chemische productieprocessen";1;0,4;32,25;10,7
"DEA5";"Groene chemische productieprocessen";31;2,09;28;10,7
"HR03";"Groene chemische productieprocessen";0;0;18,25;10,7
"FR25";"Groene chemische productieprocessen";0;0;35,25;10,7
"DEC0";"Groene chemische productieprocessen";5;1,78;59,75;10,7
"NO04";"Groene chemische productieprocessen";0;0;13,5;10,7
"NL33";"Groene chemische productieprocessen";30;2,36;66;10,7
"PL33";"Groene chemische productieprocessen";1;4,26;46,75;10,7
"ES61";"Groene chemische productieprocessen";7;1,9;66;10,7
"FR41";"Groene chemische productieprocessen";5;1,16;31,25;10,7
"EL30";"Groene chemische productieprocessen";5;2,4;36,5;10,7
"UKD6";"Groene chemische productieprocessen";0;0;20,5;10,7
"DEB2";"Groene chemische productieprocessen";0;0;17;10,7
"SI04";"Groene chemische productieprocessen";0;0;45,5;10,7
"NO07";"Groene chemische productieprocessen";1;1,63;50;10,7
"PL52";"Groene chemische productieprocessen";0;0;20;10,7
"EL43";"Groene chemische productieprocessen";0;0;25,25;10,7
"DE23";"Groene chemische productieprocessen";0;0;8,75;10,7
"NL21";"Groene chemische productieprocessen";4;1,53;38,25;10,7
"UKM6";"Groene chemische productieprocessen";0;0;12,5;10,7
"DE60";"Groene chemische productieprocessen";5;0,58;25,5;10,7
"UKD4";"Groene chemische productieprocessen";1;0,46;12,5;10,7
"IE02";"Groene chemische productieprocessen";8;1,07;35,5;10,7
"ES12";"Groene chemische productieprocessen";1;1,07;34;10,7
"CZ04";"Groene chemische productieprocessen";0;0;15,75;10,7
"DE25";"Groene chemische productieprocessen";4;0,19;5,25;10,7
"PL34";"Groene chemische productieprocessen";0;0;30;10,7
"ES64";"Groene chemische productieprocessen";0;0;0;10,7
"DEZZ";"Groene chemische productieprocessen";0;0;40;10,7
"DKZZ";"Groene chemische productieprocessen";0;0;14;10,7
"IS02";"Groene chemische productieprocessen";1;2,69;42;10,7
"DE92";"Groene chemische productieprocessen";10;0,75;18,75;10,7
"DE12";"Groene chemische productieprocessen";14;0,47;10;10,7
"ITI1";"Groene chemische productieprocessen";4;0,68;23,25;10,7
"SKZZ";"Groene chemische productieprocessen";0;0;0;10,7
"ITF6";"Groene chemische productieprocessen";3;5,34;43;10,7
"NL34";"Groene chemische productieprocessen";1;0,88;28,5;10,7
"EL62";"Groene chemische productieprocessen";0;0;0,5;10,7
"ES24";"Groene chemische productieprocessen";1;0,59;41,5;10,7
"SE22";"Groene chemische productieprocessen";23;1,42;47,5;10,7
"UKG1";"Groene chemische productieprocessen";3;1,13;23;10,7
"SE23";"Groene chemische productieprocessen";5;0,31;26;10,7
"SK03";"Groene chemische productieprocessen";2;5,67;54,25;10,7
"RO41";"Groene chemische productieprocessen";0;0;2,5;10,7
"CZ06";"Groene chemische productieprocessen";1;0,78;27,75;10,7
"UKI2";"Groene chemische productieprocessen";5;0,91;30;10,7
"SIZZ";"Groene chemische productieprocessen";0;0;0;10,7
"PL43";"Groene chemische productieprocessen";0;0;15,25;10,7
"NL22";"Groene chemische productieprocessen";33;5,43;84;10,7
"PL62";"Groene chemische productieprocessen";0;0;18;10,7
"ROZZ";"Groene chemische productieprocessen";0;0;4,25;10,7
"UKJ2";"Groene chemische productieprocessen";3;0,4;14,75;10,7
"SK02";"Groene chemische productieprocessen";1;1,44;18,25;10,7
"DE94";"Groene chemische productieprocessen";1;0,17;19,75;10,7
"UKJ3";"Groene chemische productieprocessen";2;0,28;6;10,7
"CY00";"Groene chemische productieprocessen";0;0;52,5;10,7
"BE34";"Groene chemische productieprocessen";0;0;34;10,7
"NL32";"Groene chemische productieprocessen";12;1,5;57,75;10,7
"SE21";"Groene chemische productieprocessen";1;0,32;14,5;10,7
"PL42";"Groene chemische productieprocessen";0;0;14,25;10,7
"UKF2";"Groene chemische productieprocessen";1;0,42;33;10,7
"UKE1";"Groene chemische productieprocessen";2;1,42;17,25;10,7
"HU31";"Groene chemische productieprocessen";0;0;16,5;10,7
"UKH2";"Groene chemische productieprocessen";6;1,12;57;10,7
"UKN0";"Groene chemische productieprocessen";0;0;28,25;10,7
"NL23";"Groene chemische productieprocessen";1;2,13;29,5;10,7
"RO32";"Groene chemische productieprocessen";0;0;9,5;10,7
"ITF5";"Groene chemische productieprocessen";0;0;34,5;10,7
"ITI3";"Groene chemische productieprocessen";3;1,55;54,75;10,7
"DE50";"Groene chemische productieprocessen";1;0,46;16;10,7
"UKG2";"Groene chemische productieprocessen";0;0;18,25;10,7
"RO21";"Groene chemische productieprocessen";0;0;10;10,7
"FR43";"Groene chemische productieprocessen";1;0,35;24,25;10,7
"BEZZ";"Groene chemische productieprocessen";0;0;24;10,7
"FI1D";"Groene chemische productieprocessen";4;0,68;15;10,7
"UKK1";"Groene chemische productieprocessen";5;0,45;11;10,7
"CH07";"Groene chemische productieprocessen";2;0,77;40,75;10,7
"DEF0";"Groene chemische productieprocessen";6;0,7;16,5;10,7
"NL11";"Groene chemische productieprocessen";4;3,11;71,5;10,7
"UKC1";"Groene chemische productieprocessen";17;6,34;60,75;10,7
"NO03";"Groene chemische productieprocessen";1;0,35;41,75;10,7
"PL51";"Groene chemische productieprocessen";0;0;16;10,7
"UKD1";"Groene chemische productieprocessen";1;2,08;48,5;10,7
"UKJ1";"Groene chemische productieprocessen";13;0,75;34,75;10,7
"PL11";"Groene chemische productieprocessen";2;2,37;35,25;10,7
"UKF3";"Groene chemische productieprocessen";0;0;13,5;10,7
"UKE3";"Groene chemische productieprocessen";1;0,53;34;10,7
"PL41";"Groene chemische productieprocessen";0;0;43,25;10,7
"CH06";"Groene chemische productieprocessen";3;0,48;19;10,7
"AT13";"Halfgeleiders";21;0,5;26,1;66,21
"HU31";"Halfgeleiders";0;0;15,24;66,21
"FR10";"Halfgeleiders";258;0,62;35,26;66,21
"DE50";"Halfgeleiders";3;0,26;31,77;66,21
"PT18";"Halfgeleiders";0;0;4,88;66,21
"EL42";"Halfgeleiders";0;0;0;66,21
"ES42";"Halfgeleiders";5;1,55;45,72;66,21
"UKK3";"Halfgeleiders";1;0,39;18,43;66,21
"RO21";"Halfgeleiders";2;2,12;44,42;66,21
"SE33";"Halfgeleiders";3;0,18;5,38;66,21
"UKH1";"Halfgeleiders";129;1,36;53,49;66,21
"DKZZ";"Halfgeleiders";0;0;5,48;66,21
"EL62";"Halfgeleiders";0;0;2,69;66,21
"ES24";"Halfgeleiders";6;0,67;23,11;66,21
"SE31";"Halfgeleiders";3;0,17;24,2;66,21
"LIZZ";"Halfgeleiders";1;0,36;16,63;66,21
"FI19";"Halfgeleiders";17;0,43;22,01;66,21
"NO03";"Halfgeleiders";5;0,33;21,61;66,21
"MT00";"Halfgeleiders";0;0;7,77;66,21
"BG32";"Halfgeleiders";0;0;11,35;66,21
"FRY3";"Halfgeleiders";0;0;0;66,21
"DE94";"Halfgeleiders";3;0,09;14,44;66,21
"RO42";"Halfgeleiders";1;0,42;16,24;66,21
"IE01";"Halfgeleiders";5;0,36;11,06;66,21
"RO31";"Halfgeleiders";0;0;8,17;66,21
"UKE3";"Halfgeleiders";10;1;44,62;66,21
"NO02";"Halfgeleiders";0;0;13,45;66,21
"FR52";"Halfgeleiders";34;0,8;15,74;66,21
"NO07";"Halfgeleiders";0;0;12,35;66,21
"ES13";"Halfgeleiders";0;0;9,36;66,21
"SK03";"Halfgeleiders";0;0;15,04;66,21
"PT11";"Halfgeleiders";17;1,12;50,8;66,21
"PL11";"Halfgeleiders";3;0,67;26,39;66,21
"ES22";"Halfgeleiders";1;0,14;13,45;66,21
"DE73";"Halfgeleiders";40;2,22;48,8;66,21
"ITZZ";"Halfgeleiders";0;0;10,16;66,21
"ES11";"Halfgeleiders";2;0,3;14,74;66,21
"FR26";"Halfgeleiders";3;0,31;26,39;66,21
"UKJ2";"Halfgeleiders";26;0,65;19,82;66,21
"PT16";"Halfgeleiders";1;0,12;17,33;66,21
"ES51";"Halfgeleiders";26;0,34;14,14;66,21
"UKH3";"Halfgeleiders";6;0,42;24;66,21
"EL65";"Halfgeleiders";0;0;7,67;66,21
"ES64";"Halfgeleiders";0;0;0;66,21
"UKM3";"Halfgeleiders";8;0,76;35,66;66,21
"UKD1";"Halfgeleiders";2;0,78;18,82;66,21
"AT31";"Halfgeleiders";63;1,09;51,79;66,21
"FR25";"Halfgeleiders";25;3,15;51,59;66,21
"FR21";"Halfgeleiders";1;0,15;15,74;66,21
"DEC0";"Halfgeleiders";14;0,93;30,48;66,21
"SE22";"Halfgeleiders";29;0,34;9,26;66,21
"UKL1";"Halfgeleiders";9;1,21;47,21;66,21
"ITF1";"Halfgeleiders";8;1,27;37,95;66,21
"PL21";"Halfgeleiders";3;0,23;23,21;66,21
"ES43";"Halfgeleiders";0;0;3,69;66,21
"UKM2";"Halfgeleiders";14;0,54;24,2;66,21
"ITF2";"Halfgeleiders";1;1,07;35,26;66,21
"HU33";"Halfgeleiders";0;0;17,13;66,21
"FR24";"Halfgeleiders";13;0,51;21,12;66,21
"SE32";"Halfgeleiders";0;0;11,95;66,21
"DEA4";"Halfgeleiders";29;0,55;21,61;66,21
"UKI1";"Halfgeleiders";23;0,18;12,95;66,21
"FR81";"Halfgeleiders";15;0,63;16,04;66,21
"DE80";"Halfgeleiders";10;1;23,8;66,21
"FR63";"Halfgeleiders";2;0,52;32,47;66,21
"ES12";"Halfgeleiders";3;0,6;25,3;66,21
"AT33";"Halfgeleiders";9;0,68;25,3;66,21
"FI1B";"Halfgeleiders";100;0,88;28,78;66,21
"DEB2";"Halfgeleiders";0;0;16,33;66,21
"EL64";"Halfgeleiders";0;0;7,97;66,21
"BE33";"Halfgeleiders";16;0,99;28,98;66,21
"PL41";"Halfgeleiders";4;0,91;18,92;66,21
"NL31";"Halfgeleiders";11;0,44;12,85;66,21
"ITF3";"Halfgeleiders";1;0,07;16,63;66,21
"LTZZ";"Halfgeleiders";0;0;2,69;66,21
"DEF0";"Halfgeleiders";21;0,46;30,38;66,21
"CH05";"Halfgeleiders";58;1,34;49,1;66,21
"HU10";"Halfgeleiders";9;0,36;17,63;66,21
"PT30";"Halfgeleiders";0;0;1;66,21
"BG34";"Halfgeleiders";0;0;13,84;66,21
"UKH2";"Halfgeleiders";4;0,14;14,04;66,21
"FR71";"Halfgeleiders";585;3,48;66,93;66,21
"ITG1";"Halfgeleiders";7;0,91;21,02;66,21
"ATZZ";"Halfgeleiders";1;2,23;25,4;66,21
"EL41";"Halfgeleiders";0;0;3,59;66,21
"UKD7";"Halfgeleiders";0;0;12,55;66,21
"DK05";"Halfgeleiders";8;0,35;9,96;66,21
"NOZZ";"Halfgeleiders";0;0;5,88;66,21
"ITH1";"Halfgeleiders";3;0,62;19,42;66,21
"EL61";"Halfgeleiders";0;0;2,59;66,21
"DE21";"Halfgeleiders";372;0,99;29,08;66,21
"FR82";"Halfgeleiders";68;1,22;46,12;66,21
"DEA1";"Halfgeleiders";39;0,24;19,62;66,21
"PL62";"Halfgeleiders";0;0;8,17;66,21
"UKD6";"Halfgeleiders";5;0,35;19,12;66,21
"DK04";"Halfgeleiders";1;0,02;6,77;66,21
"RO11";"Halfgeleiders";1;0,63;13,25;66,21
"UKJ3";"Halfgeleiders";9;0,24;30,18;66,21
"SI04";"Halfgeleiders";1;0,27;18,23;66,21
"DEZZ";"Halfgeleiders";3;0,59;29,58;66,21
"FI1C";"Halfgeleiders";13;0,48;31,08;66,21
"UKF2";"Halfgeleiders";8;0,64;26,69;66,21
"NL21";"Halfgeleiders";8;0,58;26,2;66,21
"ITF4";"Halfgeleiders";1;0,11;20,82;66,21
"UKG3";"Halfgeleiders";18;0,63;21,02;66,21
"DK03";"Halfgeleiders";44;1,29;33,76;66,21
"UKK2";"Halfgeleiders";3;0,32;21,31;66,21
"SK02";"Halfgeleiders";3;0,81;23,51;66,21
"HU21";"Halfgeleiders";0;0;13,15;66,21
"FR30";"Halfgeleiders";9;0,34;17,13;66,21
"ITH3";"Halfgeleiders";60;1,2;44,22;66,21
"NL13";"Halfgeleiders";1;0,39;10,46;66,21
"BG31";"Halfgeleiders";0;0;7,47;66,21
"UKE1";"Halfgeleiders";16;2,14;48,41;66,21
"FR43";"Halfgeleiders";5;0,33;26,59;66,21
"CZ04";"Halfgeleiders";1;0,47;20,02;66,21
"SKZZ";"Halfgeleiders";0;0;1,59;66,21
"DE22";"Halfgeleiders";311;7,62;59,56;66,21
"ITI1";"Halfgeleiders";11;0,35;14,54;66,21
"PL63";"Halfgeleiders";1;0,21;23,01;66,21
"FRY4";"Halfgeleiders";0;0;8,96;66,21
"SE11";"Halfgeleiders";70;0,41;9,86;66,21
"DE92";"Halfgeleiders";19;0,27;24;66,21
"FR53";"Halfgeleiders";4;0,42;18,82;66,21
"BE32";"Halfgeleiders";6;0,46;22,91;66,21
"LT00";"Halfgeleiders";3;0,74;23,01;66,21
"ITI4";"Halfgeleiders";21;0,69;19,42;66,21
"DK01";"Halfgeleiders";29;0,3;13,05;66,21
"HR04";"Halfgeleiders";4;1,1;36,85;66,21
"NLZZ";"Halfgeleiders";3;2,54;38,84;66,21
"BG33";"Halfgeleiders";0;0;6,97;66,21
"UKF3";"Halfgeleiders";11;2,82;39,34;66,21
"UKI2";"Halfgeleiders";8;0,27;21,81;66,21
"BE35";"Halfgeleiders";3;0,47;27,09;66,21
"DE71";"Halfgeleiders";229;1,36;53,69;66,21
"ITC1";"Halfgeleiders";27;0,64;23,51;66,21
"EL30";"Halfgeleiders";8;0,72;22,81;66,21
"DED5";"Halfgeleiders";26;2,14;62,75;66,21
"CH03";"Halfgeleiders";159;1,55;35,66;66,21
"AT34";"Halfgeleiders";18;0,66;25,6;66,21
"NL32";"Halfgeleiders";39;0,91;26,2;66,21
"SE21";"Halfgeleiders";5;0,3;15,34;66,21
"BE34";"Halfgeleiders";4;1,32;42,53;66,21
"FR62";"Halfgeleiders";43;0,85;16,43;66,21
"ISZZ";"Halfgeleiders";0;0;0,7;66,21
"ES23";"Halfgeleiders";0;0;17,33;66,21
"IE02";"Halfgeleiders";47;1,18;43,43;66,21
"UKM6";"Halfgeleiders";1;0,32;16,43;66,21
"RO22";"Halfgeleiders";0;0;3,29;66,21
"EL63";"Halfgeleiders";0;0;12,55;66,21
"FIZZ";"Halfgeleiders";0;0;3,39;66,21
"SE12";"Halfgeleiders";40;0,51;12,85;66,21
"PL52";"Halfgeleiders";0;0;18,63;66,21
"BE24";"Halfgeleiders";66;1,48;52,69;66,21
"RO41";"Halfgeleiders";0;0;3,19;66,21
"ITC3";"Halfgeleiders";7;0,56;21,41;66,21
"UKM5";"Halfgeleiders";0;0;9,26;66,21
"NO01";"Halfgeleiders";12;0,4;19,12;66,21
"ES41";"Halfgeleiders";1;0,17;17,63;66,21
"AT32";"Halfgeleiders";10;1,07;39,94;66,21
"ITF6";"Halfgeleiders";2;0,67;18,53;66,21
"FR22";"Halfgeleiders";12;0,48;26,29;66,21
"LVZZ";"Halfgeleiders";0;0;1;66,21
"FI20";"Halfgeleiders";0;0;5,08;66,21
"ES62";"Halfgeleiders";4;0,82;19,12;66,21
"RO12";"Halfgeleiders";2;1,33;30,58;66,21
"PT20";"Halfgeleiders";0;0;1,29;66,21
"IS01";"Halfgeleiders";0;0;6,67;66,21
"CHZZ";"Halfgeleiders";1;1,81;36,25;66,21
"SIZZ";"Halfgeleiders";0;0;0,2;66,21
"UKJ4";"Halfgeleiders";5;0,44;20,62;66,21
"ES61";"Halfgeleiders";13;0,66;17,23;66,21
"EL51";"Halfgeleiders";0;0;5,18;66,21
"PL43";"Halfgeleiders";0;0;11,95;66,21
