"reg";"tech";"count";"rca";"reldens";"comp"
"FRY1";"Optomechatronica";1;3,63;14,6;86,08
"ITC3";"Optomechatronica";21;1,51;49,74;86,08
"RO41";"Optomechatronica";0;0;4,76;86,08
"DE22";"Optomechatronica";45;0,99;30,05;86,08
"RO21";"Optomechatronica";2;1,9;48,36;86,08
"PT17";"Optomechatronica";3;0,29;22,75;86,08
"EL52";"Optomechatronica";1;0,36;20,63;86,08
"DED2";"Optomechatronica";37;0,93;21,06;86,08
"NL34";"Optomechatronica";0;0;7,41;86,08
"FR83";"Optomechatronica";2;2,86;57,14;86,08
"EL41";"Optomechatronica";3;13,84;40,32;86,08
"CZ03";"Optomechatronica";1;0,21;14,92;86,08
"AT31";"Optomechatronica";80;1,24;27,09;86,08
"ES51";"Optomechatronica";54;0,64;40;86,08
"BGZZ";"Optomechatronica";0;0;0,32;86,08
"EL65";"Optomechatronica";6;7,74;51,43;86,08
"EL51";"Optomechatronica";0;0;2,33;86,08
"NO04";"Optomechatronica";27;1,08;21,69;86,08
"UKL1";"Optomechatronica";3;0,36;22,01;86,08
"SE33";"Optomechatronica";16;0,85;42,65;86,08
"LIZZ";"Optomechatronica";5;1,62;19,47;86,08
"DE71";"Optomechatronica";151;0,81;19,58;86,08
"DE24";"Optomechatronica";51;1,02;22,75;86,08
"CH07";"Optomechatronica";8;0,52;12,28;86,08
"SK03";"Optomechatronica";0;0;21,69;86,08
"BG32";"Optomechatronica";0;0;3,39;86,08
"HU33";"Optomechatronica";25;4,35;49,95;86,08
"FRY2";"Optomechatronica";0;0;29,63;86,08
"UKI1";"Optomechatronica";195;1,35;55,45;86,08
"NL42";"Optomechatronica";15;0,36;8,78;86,08
"ISZZ";"Optomechatronica";0;0;1,8;86,08
"FR81";"Optomechatronica";34;1,28;21,38;86,08
"IE02";"Optomechatronica";34;0,77;45,71;86,08
"ES23";"Optomechatronica";1;0,84;10,58;86,08
"CH06";"Optomechatronica";41;1,11;44,23;86,08
"NO06";"Optomechatronica";19;1,17;47,62;86,08
"DEB2";"Optomechatronica";8;0,8;47,62;86,08
"BE33";"Optomechatronica";20;1,11;12,91;86,08
"DE13";"Optomechatronica";127;1,21;35,66;86,08
"SE12";"Optomechatronica";150;1,73;30,79;86,08
"NL13";"Optomechatronica";1;0,35;10,16;86,08
"IE01";"Optomechatronica";42;2,7;55,98;86,08
"ES52";"Optomechatronica";25;0,86;40,42;86,08
"DE26";"Optomechatronica";31;0,49;20;86,08
"SKZZ";"Optomechatronica";0;0;5,61;86,08
"BG34";"Optomechatronica";0;0;26,35;86,08
"NO01";"Optomechatronica";28;0,83;51,53;86,08
"FR22";"Optomechatronica";9;0,32;7,83;86,08
"FI19";"Optomechatronica";52;1,18;49,63;86,08
"SEZZ";"Optomechatronica";1;0,59;32,06;86,08
"PL51";"Optomechatronica";1;0,11;13,12;86,08
"RO32";"Optomechatronica";5;1,32;49,21;86,08
"UKD7";"Optomechatronica";4;0,31;6,35;86,08
"DE72";"Optomechatronica";29;1;37,78;86,08
"DEE0";"Optomechatronica";9;0,46;18,31;86,08
"HR04";"Optomechatronica";4;0,99;26,14;86,08
"AT12";"Optomechatronica";44;1,05;23,17;86,08
"NL33";"Optomechatronica";58;0,77;22,96;86,08
"BE22";"Optomechatronica";7;0,58;31,53;86,08
"UKH1";"Optomechatronica";96;0,91;54,6;86,08
"PL33";"Optomechatronica";0;0;12,8;86,08
"FR63";"Optomechatronica";2;0,47;27,83;86,08
"FR41";"Optomechatronica";8;0,31;12,7;86,08
"DE30";"Optomechatronica";102;0,95;64,66;86,08
"UKD6";"Optomechatronica";5;0,32;18,84;86,08
"RO11";"Optomechatronica";4;2,27;55,56;86,08
"NO03";"Optomechatronica";20;1,19;21,16;86,08
"UKJ3";"Optomechatronica";16;0,38;31,85;86,08
"DEB3";"Optomechatronica";114;0,88;9,84;86,08
"CZZZ";"Optomechatronica";0;0;0,32;86,08
"HR03";"Optomechatronica";2;0,97;13,12;86,08
"MTZZ";"Optomechatronica";0;0;16,4;86,08
"FR51";"Optomechatronica";21;0,6;23,7;86,08
"RO42";"Optomechatronica";17;6,41;66,35;86,08
"UKD4";"Optomechatronica";25;1,95;58,52;86,08
"ITG1";"Optomechatronica";4;0,47;33,33;86,08
"HU32";"Optomechatronica";5;1,91;58,62;86,08
"UKL2";"Optomechatronica";2;0,12;14,29;86,08
"NL41";"Optomechatronica";694;3,14;61,38;86,08
"EL63";"Optomechatronica";1;0,93;29,21;86,08
"BE10";"Optomechatronica";35;1,04;47,94;86,08
"CZ04";"Optomechatronica";1;0,42;22,22;86,08
"DKZZ";"Optomechatronica";0;0;11,22;86,08
"DE50";"Optomechatronica";13;1,01;41,27;86,08
"UKD3";"Optomechatronica";32;1,2;44,02;86,08
"CH01";"Optomechatronica";72;0,66;28,57;86,08
"PL63";"Optomechatronica";6;1,15;50,37;86,08
"HU10";"Optomechatronica";57;2,05;69,84;86,08
"UKK1";"Optomechatronica";86;1,3;67,51;86,08
"DE92";"Optomechatronica";108;1,37;55,98;86,08
"NL23";"Optomechatronica";0;0;8,15;86,08
"FI20";"Optomechatronica";0;0;15,87;86,08
"PL22";"Optomechatronica";3;0,42;20,63;86,08
"CHZZ";"Optomechatronica";1;1,62;38,52;86,08
"DK05";"Optomechatronica";8;0,32;15,98;86,08
"NLZZ";"Optomechatronica";3;2,28;24,66;86,08
"HUZZ";"Optomechatronica";0;0;1,9;86,08
"BG33";"Optomechatronica";0;0;10,9;86,08
"UKF3";"Optomechatronica";5;1,15;49,84;86,08
"UKI2";"Optomechatronica";47;1,45;69,42;86,08
"PL43";"Optomechatronica";0;0;6,24;86,08
"CZ06";"Optomechatronica";9;1,18;48,99;86,08
"ITC1";"Optomechatronica";39;0,84;25,5;86,08
"ESZZ";"Optomechatronica";0;0;20,42;86,08
"CH03";"Optomechatronica";77;0,68;13,44;86,08
"UKK3";"Optomechatronica";0;0;12,59;86,08
"ITI3";"Optomechatronica";7;0,61;21,06;86,08
"AT11";"Optomechatronica";5;1,24;32,28;86,08
"FR10";"Optomechatronica";364;0,78;43,7;86,08
"PT11";"Optomechatronica";25;1,47;61,06;86,08
"ITF4";"Optomechatronica";10;1,03;40;86,08
"UKG3";"Optomechatronica";31;0,97;50,69;86,08
"ES70";"Optomechatronica";5;1,78;45,61;86,08
"DE27";"Optomechatronica";203;2,54;53,54;86,08
"EE00";"Optomechatronica";12;1,99;68,78;86,08
"RO22";"Optomechatronica";0;0;11,22;86,08
"UKJ2";"Optomechatronica";47;1,06;53,97;86,08
"FR30";"Optomechatronica";19;0,65;16,19;86,08
"PTZZ";"Optomechatronica";0;0;17,35;86,08
"FRZZ";"Optomechatronica";1;1,32;26,35;86,08
"PL52";"Optomechatronica";0;0;15,87;86,08
"CZ08";"Optomechatronica";1;0,26;15,13;86,08
"FR61";"Optomechatronica";34;0,8;29,21;86,08
"UKF1";"Optomechatronica";11;0,58;10,9;86,08
"DE73";"Optomechatronica";11;0,55;20;86,08
"AT13";"Optomechatronica";58;1,23;38,31;86,08
"DEF0";"Optomechatronica";56;1,09;24,02;86,08
"HU31";"Optomechatronica";5;2,27;57,88;86,08
"EL62";"Optomechatronica";0;0;1,59;86,08
"PT16";"Optomechatronica";10;1,04;53,33;86,08
"BEZZ";"Optomechatronica";0;0;24,55;86,08
"PL34";"Optomechatronica";0;0;9,95;86,08
"DEA2";"Optomechatronica";106;0,6;14,39;86,08
"ES62";"Optomechatronica";3;0,56;16,3;86,08
"ITC2";"Optomechatronica";1;1,3;15,98;86,08
"DE40";"Optomechatronica";37;0,93;39,89;86,08
"IS01";"Optomechatronica";2;0,68;31,96;86,08
"DEC0";"Optomechatronica";14;0,84;57,04;86,08
"ITH5";"Optomechatronica";87;1,11;23,39;86,08
"BE35";"Optomechatronica";2;0,28;15,34;86,08
"PL62";"Optomechatronica";0;0;15,66;86,08
"NL22";"Optomechatronica";12;0,33;9,21;86,08
"PL21";"Optomechatronica";1;0,07;29,52;86,08
"ROZZ";"Optomechatronica";3;4,44;53,76;86,08
"DE91";"Optomechatronica";63;1,02;63,39;86,08
"UKM2";"Optomechatronica";35;1,22;57,99;86,08
"UKC2";"Optomechatronica";8;0,63;11,22;86,08
"DEZZ";"Optomechatronica";2;0,35;20,53;86,08
"ITG2";"Optomechatronica";1;0,43;13,44;86,08
"DEA4";"Optomechatronica";44;0,75;23,28;86,08
"BE25";"Optomechatronica";14;0,66;16,4;86,08
"UKE2";"Optomechatronica";9;0,94;37,78;86,08
"ES42";"Optomechatronica";5;1,39;41,16;86,08
"CZ05";"Optomechatronica";1;0,14;22,65;86,08
"ITC4";"Optomechatronica";70;0,52;22,65;86,08
"LU00";"Optomechatronica";14;0,92;51,22;86,08
"CH02";"Optomechatronica";53;0,68;24,23;86,08
"FIZZ";"Optomechatronica";0;0;8,57;86,08
"DED4";"Optomechatronica";26;1,45;27,3;86,08
"HU21";"Optomechatronica";1;0,28;29,42;86,08
"BG31";"Optomechatronica";0;0;10,26;86,08
"NL31";"Optomechatronica";14;0,5;10,58;86,08
"PL31";"Optomechatronica";0;0;16,72;86,08
"ITF3";"Optomechatronica";3;0,19;19,47;86,08
"CY00";"Optomechatronica";3;1,22;56,61;86,08
"AT32";"Optomechatronica";17;1,63;46,77;86,08
"IS02";"Optomechatronica";1;0,45;19,15;86,08
"PT30";"Optomechatronica";0;0;4,66;86,08
"ITH2";"Optomechatronica";4;0,58;27,51;86,08
"FR26";"Optomechatronica";6;0,56;17,57;86,08
"CZ07";"Optomechatronica";5;0,79;44,02;86,08
"FRY4";"Optomechatronica";0;0;9,21;86,08
"FR53";"Optomechatronica";4;0,37;19,05;86,08
"UKE4";"Optomechatronica";8;0,54;17,04;86,08
"FR71";"Optomechatronica";141;0,75;33,44;86,08
"FR42";"Optomechatronica";20;0,48;13,76;86,08
"ITI4";"Optomechatronica";22;0,65;36,4;86,08
"ES30";"Optomechatronica";43;0,81;53,54;86,08
"EL61";"Optomechatronica";1;3,33;42,86;86,08
"ES21";"Optomechatronica";17;1,05;48,04;86,08
"FR21";"Optomechatronica";6;0,82;33,12;86,08
"DEA1";"Optomechatronica";91;0,51;8,04;86,08
"CZ02";"Optomechatronica";4;0,5;23,6;86,08
"ES61";"Optomechatronica";18;0,82;39,58;86,08
"SE22";"Optomechatronica";86;0,89;31,01;86,08
"LV00";"Optomechatronica";2;0,43;22,01;86,08
"UKN0";"Optomechatronica";11;0,87;42,96;86,08
"BG42";"Optomechatronica";0;0;22,96;86,08
"ITH4";"Optomechatronica";9;0,54;15,66;86,08
"ES13";"Optomechatronica";0;0;16,61;86,08
"EL64";"Optomechatronica";0;0;12,38;86,08
"EL43";"Optomechatronica";0;0;33,76;86,08
"DE94";"Optomechatronica";11;0,31;27,41;86,08
"DE80";"Optomechatronica";7;0,63;15,56;86,08
"NL21";"Optomechatronica";9;0,58;14,71;86,08
"FR62";"Optomechatronica";54;0,95;40;86,08
"AT21";"Optomechatronica";5;0,62;32,38;86,08
"UKC1";"Optomechatronica";6;0,38;10,58;86,08
"DEG0";"Optomechatronica";74;1,71;57,88;86,08
"PLZZ";"Optomechatronica";0;0;0,95;86,08
"ITI2";"Optomechatronica";3;0,54;20,32;86,08
"SE31";"Optomechatronica";11;0,57;26,46;86,08
"DE93";"Optomechatronica";15;0,62;25,61;86,08
"FR72";"Optomechatronica";18;0,5;12,91;86,08
"ES64";"Optomechatronica";0;0;1,48;86,08
"UKD1";"Optomechatronica";3;1,05;32,8;86,08
"LTZZ";"Optomechatronica";1;4,8;31,85;86,08
"NO05";"Optomechatronica";9;0,52;24,44;86,08
"ITI1";"Optomechatronica";23;0,66;19,89;86,08
"ITF6";"Optomechatronica";0;0;20,42;86,08
"FI1D";"Optomechatronica";16;0,46;19,79;86,08
"BE32";"Optomechatronica";2;0,14;8,89;86,08
"ATZZ";"Optomechatronica";0;0;13,76;86,08
"UKH2";"Optomechatronica";35;1,1;34,07;86,08
"NL12";"Optomechatronica";2;0,43;17,57;86,08
"ITF2";"Optomechatronica";1;0,96;47,3;86,08
"HU22";"Optomechatronica";15;4,41;28,47;86,08
"CH04";"Optomechatronica";132;1,15;68,04;86,08
"FR24";"Optomechatronica";17;0,6;21,38;86,08
"UKJ4";"Optomechatronica";10;0,8;22,33;86,08
"FRY3";"Optomechatronica";0;0;0;86,08
"DEA5";"Optomechatronica";47;0,53;27,62;86,08
"BE31";"Optomechatronica";5;0,24;7,72;86,08
"DE60";"Optomechatronica";39;0,76;22,12;86,08
"UKE3";"Optomechatronica";9;0,81;36,51;86,08
"ES12";"Optomechatronica";2;0,36;17,57;86,08
"ES24";"Optomechatronica";2;0,2;17,14;86,08
"IEZZ";"Optomechatronica";15;2,32;68,57;86,08
"BE24";"Optomechatronica";43;0,86;20,11;86,08
"FI1B";"Optomechatronica";107;0,84;42,33;86,08
"BE21";"Optomechatronica";40;0,74;23,92;86,08
"UKG2";"Optomechatronica";3;0,35;19,37;86,08
"ES11";"Optomechatronica";4;0,53;26,67;86,08
"PL42";"Optomechatronica";0;0;14,5;86,08
"DEB1";"Optomechatronica";16;0,61;14,29;86,08
"SE32";"Optomechatronica";1;0,14;11,96;86,08
"HU23";"Optomechatronica";1;0,68;51,22;86,08
"DE23";"Optomechatronica";81;1,14;25,5;86,08
"BE23";"Optomechatronica";31;0,7;12,38;86,08
"ITH3";"Optomechatronica";27;0,49;22,12;86,08
"FR82";"Optomechatronica";48;0,77;41,69;86,08
"SIZZ";"Optomechatronica";0;0;0,21;86,08
"ES53";"Optomechatronica";1;0,52;39,47;86,08
"ES41";"Optomechatronica";5;0,74;40,74;86,08
"PT15";"Optomechatronica";2;1,97;45,4;86,08
"FI1C";"Optomechatronica";13;0,43;21,8;86,08
"PL32";"Optomechatronica";0;0;22,96;86,08
"ITF1";"Optomechatronica";3;0,43;13,54;86,08
"PL12";"Optomechatronica";14;0,82;41,16;86,08
"ITI3";"Quantum";1;1,68;21,83;58,2
"UKI1";"Quantum";22;2,94;47,62;58,2
"CZ04";"Quantum";0;0;20,63;58,2
"DEC0";"Quantum";0;0;55,95;58,2
"ITF4";"Quantum";0;0;35,32;58,2
"UKD3";"Quantum";2;1,45;42,06;58,2
"LT00";"Quantum";0;0;40,08;58,2
"DE13";"Quantum";1;0,18;33,73;58,2
"PL63";"Quantum";0;0;57,14;58,2
"AT31";"Quantum";0;0;23,41;58,2
"PT20";"Quantum";0;0;0;58,2
"DKZZ";"Quantum";0;0;5,16;58,2
"UKG1";"Quantum";0;0;7,14;58,2
"RO41";"Quantum";0;0;0,79;58,2
"EL62";"Quantum";0;0;0,79;58,2
"UKD7";"Quantum";0;0;2,78;58,2
"DE25";"Quantum";2;0,32;56,75;58,2
"PL43";"Quantum";0;0;7,54;58,2
"ES24";"Quantum";0;0;24,6;58,2
"UKC2";"Quantum";0;0;34,13;58,2
"NL23";"Quantum";0;0;22,62;58,2
"LIZZ";"Quantum";0;0;1,98;58,2
"PL61";"Quantum";0;0;33,73;58,2
"FRY2";"Quantum";0;0;21,43;58,2
"PT18";"Quantum";0;0;1,19;58,2
"NL32";"Quantum";3;1,22;25,4;58,2
"UKD4";"Quantum";2;3,01;24,6;58,2
"BE22";"Quantum";0;0;17,46;58,2
"DE71";"Quantum";1;0,1;36,9;58,2
"ROZZ";"Quantum";0;0;26,59;58,2
"FR23";"Quantum";1;0,69;0,79;58,2
"NO02";"Quantum";0;0;23,02;58,2
"HU21";"Quantum";0;0;15,08;58,2
"PL41";"Quantum";0;0;25,79;58,2
"SI03";"Quantum";1;1,61;34,52;58,2
"FR61";"Quantum";0;0;44,44;58,2
"SE12";"Quantum";1;0,22;27,38;58,2
"CH05";"Quantum";1;0,4;19,84;58,2
"DEF0";"Quantum";1;0,38;8,73;58,2
"UKM5";"Quantum";0;0;21,03;58,2
"HU10";"Quantum";1;0,69;34,52;58,2
"IE02";"Quantum";5;2,18;76,19;58,2
"ES23";"Quantum";0;0;21,43;58,2
"SEZZ";"Quantum";0;0;26,98;58,2
"PL34";"Quantum";0;0;2,38;58,2
"CZ03";"Quantum";0;0;38,49;58,2
"RO32";"Quantum";1;5,1;43,65;58,2
"ITC2";"Quantum";0;0;27,38;58,2
"BGZZ";"Quantum";0;0;0,4;58,2
"NOZZ";"Quantum";0;0;18,65;58,2
"DEE0";"Quantum";0;0;30,95;58,2
"UKM6";"Quantum";0;0;15,87;58,2
"DE11";"Quantum";13;0,8;48,41;58,2
"FR21";"Quantum";0;0;8,33;58,2
"UKJ1";"Quantum";10;1,88;67,06;58,2
"NL34";"Quantum";0;0;11,11;58,2
"ES61";"Quantum";1;0,88;44,05;58,2
"DE30";"Quantum";4;0,72;46,43;58,2
"AT22";"Quantum";1;0,43;40,48;58,2
"UKD6";"Quantum";0;0;11,9;58,2
"SI04";"Quantum";0;0;4,37;58,2
"UKJ3";"Quantum";3;1,38;57,54;58,2
"BE34";"Quantum";0;0;43,25;58,2
"BE25";"Quantum";0;0;13,89;58,2
"IE01";"Quantum";0;0;22,62;58,2
"SE21";"Quantum";0;0;1,98;58,2
"ES42";"Quantum";0;0;43,25;58,2
"PL62";"Quantum";0;0;2,78;58,2
"RO22";"Quantum";0;0;20,63;58,2
"LI00";"Quantum";0;0;13,49;58,2
"DEB2";"Quantum";0;0;24,6;58,2
"PT17";"Quantum";0;0;24,21;58,2
"NL41";"Quantum";5;0,44;49,6;58,2
"PL52";"Quantum";0;0;7,94;58,2
"UKH3";"Quantum";0;0;26,59;58,2
"BE10";"Quantum";0;0;26,59;58,2
"UKE1";"Quantum";0;0;25,4;58,2
"MT00";"Quantum";1;15,11;37,7;58,2
"FR43";"Quantum";0;0;33,33;58,2
"ES22";"Quantum";0;0;19,05;58,2
"RO21";"Quantum";0;0;33,73;58,2
"ITI1";"Quantum";2;1,11;21,43;58,2
"UKK1";"Quantum";2;0,58;28,57;58,2
"DE12";"Quantum";9;0,98;38,49;58,2
"FI19";"Quantum";1;0,44;39,29;58,2
"DE92";"Quantum";2;0,49;12,3;58,2
"CHZZ";"Quantum";0;0;33,33;58,2
"FR71";"Quantum";8;0,82;58,73;58,2
"ES51";"Quantum";3;0,68;25,4;58,2
"UKM3";"Quantum";2;3,27;29,37;58,2
"EL65";"Quantum";0;0;19,05;58,2
"ITH5";"Quantum";1;0,25;1,59;58,2
"NLZZ";"Quantum";0;0;18,25;58,2
"FRY3";"Quantum";0;0;0;58,2
"PL33";"Quantum";0;0;12,7;58,2
"SE33";"Quantum";0;0;25;58,2
"RO31";"Quantum";0;0;23,41;58,2
"ESZZ";"Quantum";1;16,63;18,65;58,2
"ITC1";"Quantum";0;0;23,81;58,2
"CH03";"Quantum";2;0,34;15,08;58,2
"UKK3";"Quantum";0;0;14,29;58,2
"NO07";"Quantum";0;0;13,1;58,2
"DEA4";"Quantum";0;0;11,9;58,2
"FR10";"Quantum";30;1,24;49,21;58,2
"DE94";"Quantum";1;0,55;4,37;58,2
"PL42";"Quantum";0;0;22,62;58,2
"MTZZ";"Quantum";0;0;23,02;58,2
"AT33";"Quantum";10;13;41,67;58,2
"ES53";"Quantum";0;0;38,89;58,2
"DK03";"Quantum";0;0;10,71;58,2
"HU32";"Quantum";0;0;25;58,2
"ES12";"Quantum";1;3,46;19,44;58,2
"FR30";"Quantum";0;0;5,16;58,2
"EL63";"Quantum";0;0;23,02;58,2
"FI1B";"Quantum";37;5,62;71,43;58,2
"CZ08";"Quantum";0;0;21,03;58,2
"PL11";"Quantum";0;0;16,27;58,2
"ITC3";"Quantum";0;0;42,46;58,2
"EL42";"Quantum";0;0;0;58,2
"SKZZ";"Quantum";0;0;4,76;58,2
"AT13";"Quantum";4;1,63;36,51;58,2
"ITZZ";"Quantum";0;0;7,54;58,2
"ITF6";"Quantum";0;0;6,35;58,2
"FR22";"Quantum";0;0;3,97;58,2
"EL52";"Quantum";0;0;44,84;58,2
"FR83";"Quantum";0;0;21,43;58,2
"EL41";"Quantum";0;0;21,43;58,2
"LVZZ";"Quantum";0;0;0,4;58,2
"FR42";"Quantum";0;0;21,03;58,2
"DK05";"Quantum";0;0;5,16;58,2
"RO12";"Quantum";0;0;34,13;58,2
"BG33";"Quantum";0;0;1,59;58,2
"ES21";"Quantum";1;1,19;51,19;58,2
"HR04";"Quantum";0;0;57,54;58,2
"UKI2";"Quantum";4;2,37;48,41;58,2
"BE31";"Quantum";0;0;19,84;58,2
"UKF3";"Quantum";0;0;31,75;58,2
"FR63";"Quantum";0;0;45,63;58,2
"DE91";"Quantum";2;0,62;32,54;58,2
"ES43";"Quantum";0;0;0;58,2
"DE24";"Quantum";0;0;19,84;58,2
"BG32";"Quantum";0;0;16,67;58,2
"HU22";"Quantum";0;0;9,13;58,2
"EL64";"Quantum";0;0;20,24;58,2
"NL42";"Quantum";1;0,46;18,25;58,2
"PL32";"Quantum";0;0;32,14;58,2
"CZ01";"Quantum";1;1,71;48,81;58,2
"FR62";"Quantum";0;0;15,08;58,2
"ISZZ";"Quantum";0;0;0,79;58,2
"DE60";"Quantum";0;0;3,97;58,2
"CH02";"Quantum";0;0;18,25;58,2
"UKK2";"Quantum";0;0;27,78;58,2
"BE33";"Quantum";0;0;17,86;58,2
"DED4";"Quantum";0;0;25,4;58,2
"FIZZ";"Quantum";0;0;0,4;58,2
"DE93";"Quantum";0;0;6,75;58,2
"FR72";"Quantum";0;0;1,19;58,2
"ITF3";"Quantum";0;0;29,76;58,2
"ES52";"Quantum";2;1,32;33,33;58,2
"CY00";"Quantum";0;0;55,16;58,2
"DK02";"Quantum";0;0;21,43;58,2
"BG34";"Quantum";0;0;6,75;58,2
"NO01";"Quantum";0;0;19,84;58,2
"FR26";"Quantum";0;0;20,63;58,2
"DEB1";"Quantum";0;0;3,57;58,2
"CZ07";"Quantum";0;0;43,65;58,2
"ATZZ";"Quantum";0;0;9,92;58,2
"FR53";"Quantum";0;0;3,17;58,2
"UKE4";"Quantum";1;1,31;36,11;58,2
"SK04";"Quantum";0;0;7,94;58,2
"ITI4";"Quantum";2;1,13;46,83;58,2
"AT12";"Quantum";3;1,39;21,03;58,2
"EL61";"Quantum";0;0;17,06;58,2
"BE35";"Quantum";0;0;24,6;58,2
"DE21";"Quantum";14;0,64;41,27;58,2
"UKH1";"Quantum";14;2,55;76,59;58,2
"CZ02";"Quantum";0;0;55,95;58,2
"ITF5";"Quantum";0;0;19,44;58,2
"FR41";"Quantum";0;0;11,11;58,2
"DK04";"Quantum";1;0,34;0,4;58,2
"AT34";"Quantum";1;0,64;8,73;58,2
"RO11";"Quantum";0;0;5,95;58,2
"ITH4";"Quantum";0;0;23,41;58,2
"ES13";"Quantum";0;0;17,06;58,2
"EL43";"Quantum";0;0;23,81;58,2
"CZZZ";"Quantum";0;0;0,4;58,2
"BE21";"Quantum";0;0;8,73;58,2
"ES70";"Quantum";0;0;21,43;58,2
"DE80";"Quantum";0;0;25;58,2
"RO42";"Quantum";0;0;25;58,2
"DE23";"Quantum";1;0,27;22,22;58,2
"UKC1";"Quantum";0;0;41,27;58,2
"UKL2";"Quantum";0;0;39,68;58,2
"ITG1";"Quantum";1;2,25;47,22;58,2
"BG31";"Quantum";0;0;0,79;58,2
"DEA3";"Quantum";0;0;15,08;58,2
"SE31";"Quantum";0;0;40,48;58,2
"FRY1";"Quantum";0;0;0,79;58,2
"ES64";"Quantum";0;0;0,4;58,2
"DE50";"Quantum";0;0;12,3;58,2
"IS02";"Quantum";0;0;3,97;58,2
"CH01";"Quantum";7;1,24;45,24;58,2
"NO05";"Quantum";0;0;5,16;58,2
"SK01";"Quantum";0;0;56,75;58,2
"DED2";"Quantum";2;0,96;43,65;58,2
"BE32";"Quantum";0;0;22,62;58,2
"FI20";"Quantum";0;0;3,17;58,2
"SE11";"Quantum";8;0,81;32,14;58,2
"ITF2";"Quantum";0;0;28,97;58,2
"PL22";"Quantum";3;8,16;28,17;58,2
"DK01";"Quantum";16;2,83;19,84;58,2
"HUZZ";"Quantum";0;0;0;58,2
"UKD1";"Quantum";0;0;17,46;58,2
"FR25";"Quantum";0;0;44,84;58,2
"ITH1";"Quantum";1;3,59;30,16;58,2
"DEA5";"Quantum";4;0,87;15,48;58,2
"CZ06";"Quantum";0;0;18,65;58,2
"NL11";"Quantum";0;0;19,44;58,2
"UKE3";"Quantum";1;1,73;68,25;58,2
"EL30";"Quantum";0;0;37,7;58,2
"FR52";"Quantum";2;0,82;50,79;58,2
"DED5";"Quantum";6;8,54;68,25;58,2
"AT11";"Quantum";0;0;13,49;58,2
"SK03";"Quantum";0;0;38,1;58,2
"PT11";"Quantum";0;0;47,22;58,2
"DE14";"Quantum";5;0,8;30,95;58,2
"UKF2";"Quantum";0;0;34,92;58,2
"UKG3";"Quantum";0;0;27,38;58,2
"FR81";"Quantum";0;0;11,11;58,2
"DE27";"Quantum";4;0,97;22,22;58,2
"LU00";"Quantum";0;0;44,05;58,2
"BG41";"Quantum";1;4,39;20,63;58,2
"ITH3";"Quantum";0;0;13,1;58,2
"PTZZ";"Quantum";0;0;12,7;58,2
"UKJ2";"Quantum";4;1,73;30,95;58,2
"FRZZ";"Quantum";0;0;13,1;58,2
"BE24";"Quantum";2;0,77;40,48;58,2
"NL13";"Quantum";0;0;1,59;58,2
"UKF1";"Quantum";1;1,02;11,11;58,2
"DE73";"Quantum";0;0;14,29;58,2
"DE22";"Quantum";0;0;32,94;58,2
"ES41";"Quantum";0;0;21,03;58,2
"UKL1";"Quantum";0;0;51,19;58,2
"HU31";"Quantum";0;0;8,33;58,2
"PT16";"Quantum";0;0;28,57;58,2
"BEZZ";"Quantum";1;47,18;44,84;58,2
"UKH2";"Quantum";1;0,6;41,67;58,2
"DEA2";"Quantum";25;2,73;15,87;58,2
"SE23";"Quantum";6;1,21;31,35;58,2
"ES62";"Quantum";0;0;18,25;58,2
"DE40";"Quantum";0;0;25;58,2
"IS01";"Quantum";0;0;2,38;58,2
"UKJ4";"Quantum";0;0;7,14;58,2
"SIZZ";"Quantum";0;0;0;58,2
"NO04";"Quantum";1;0,77;1,59;58,2
"EL51";"Quantum";0;0;0,79;58,2
"FI1D";"Quantum";3;1,65;28,57;58,2
"NL22";"Quantum";0;0;7,94;58,2
"ITF1";"Quantum";0;0;24,21;58,2
"PL21";"Quantum";5;6,64;46,43;58,2
"CH07";"Quantum";0;0;15,48;58,2
"UKM2";"Quantum";2;1,34;34,92;58,2
"DEZZ";"Quantum";0;0;38,49;58,2
"HU33";"Quantum";0;0;7,54;58,2
"FR24";"Quantum";0;0;25;58,2
"ITG2";"Quantum";0;0;12,3;58,2
"EL54";"Quantum";0;0;4,37;58,2
"SE32";"Quantum";0;0;1,19;58,2
"CZ05";"Quantum";1;2,61;39,68;58,2
"UKE2";"Quantum";9;18,08;58,73;58,2
"EE00";"Quantum";0;0;32,54;58,2
"FR51";"Quantum";4;2,19;11,51;58,2
"NO06";"Quantum";0;0;42,86;58,2
"SK02";"Quantum";0;0;3,17;58,2
"ITI2";"Quantum";0;0;2,78;58,2
"PLZZ";"Quantum";0;0;0;58,2
"EL53";"Quantum";0;0;0;58,2
"NL31";"Quantum";0;0;22,22;58,2
"UKG2";"Quantum";0;0;11,9;58,2
"PL31";"Quantum";0;0;25,4;58,2
"LTZZ";"Quantum";0;0;3,17;58,2
"AT32";"Quantum";0;0;31,75;58,2
"DE26";"Quantum";0;0;18,25;58,2
"PT30";"Quantum";0;0;2,78;58,2
"ES11";"Quantum";0;0;18,65;58,2
"ITH2";"Quantum";0;0;30,56;58,2
"FRY4";"Quantum";0;0;1,98;58,2
"PL51";"Quantum";2;4,32;30,95;58,2
"BE23";"Quantum";0;0;23,02;58,2
"NL12";"Quantum";0;0;19,44;58,2
"DE72";"Quantum";0;0;17,86;58,2
