"prio";"reg";"from";"to";"binary.pat";"binary.pub";"NEW.binary.pub"
"3D-printing/additive productie";"south-nl";"NL42";"ITI3";NA;1;1
"3D-printing/additive productie";"south-nl";"NL42";"ITI4";NA;2;2
"3D-printing/additive productie";"south-nl";"NL42";"LU00";NA;1;1
"3D-printing/additive productie";"south-nl";"NL42";"NL41";1;1;1
"3D-printing/additive productie";"south-nl";"NL42";"NL42";47;NA;NA
"3D-printing/additive productie";"south-nl";"NL42";"RO12";NA;1;1
"3D-printing/additive productie";"south-nl";"NL42";"RO32";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL11";"CH04";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL11";"ITG1";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL11";"ITI4";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL11";"NL12";NA;9;NA
"Advanced maintenance (CMMS)";"south-nl";"NL12";"CH04";NA;1;NA
"Advanced maintenance (CMMS)";"south-nl";"NL12";"ITG1";NA;1;NA
"Advanced maintenance (CMMS)";"south-nl";"NL12";"ITI4";NA;1;NA
"Advanced maintenance (CMMS)";"south-nl";"NL12";"NL11";NA;9;NA
"Advanced maintenance (CMMS)";"south-nl";"NL12";"NL12";1;NA;NA
"Advanced maintenance (CMMS)";"south-nl";"NL21";"BE24";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL21";"NL22";NA;5;5
"Advanced maintenance (CMMS)";"south-nl";"NL21";"NL31";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL21";"NL32";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL21";"NL41";NA;5;5
"Advanced maintenance (CMMS)";"south-nl";"NL21";"SE33";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL22";"BE22";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL22";"BE23";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL22";"BE24";NA;4;4
"Advanced maintenance (CMMS)";"south-nl";"NL22";"FRK1";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL22";"ITH2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL22";"ITI2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL22";"LU00";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL22";"NL21";NA;5;5
"Advanced maintenance (CMMS)";"south-nl";"NL22";"NL31";NA;8;8
"Advanced maintenance (CMMS)";"south-nl";"NL22";"NL32";NA;8;8
"Advanced maintenance (CMMS)";"south-nl";"NL22";"NL33";NA;6;6
"Advanced maintenance (CMMS)";"south-nl";"NL22";"NL41";NA;5;5
"Advanced maintenance (CMMS)";"south-nl";"NL22";"SE33";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL22";"UKH1";1;NA;NA
"Advanced maintenance (CMMS)";"south-nl";"NL31";"BE22";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL31";"BE23";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL31";"BE24";NA;5;5
"Advanced maintenance (CMMS)";"south-nl";"NL31";"DEC0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"DK05";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FR10";NA;3;3
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRB0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRF1";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRG0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRH0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRI1";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRJ2";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRK1";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRK2";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRL0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"FRM0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"ITH2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"ITI2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"LT01";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"LT02";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL31";"LU00";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL31";"NL21";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL31";"NL22";NA;8;8
"Advanced maintenance (CMMS)";"south-nl";"NL31";"NL32";NA;12;12
"Advanced maintenance (CMMS)";"south-nl";"NL31";"NL33";1;26;26
"Advanced maintenance (CMMS)";"south-nl";"NL31";"NL41";NA;3;3
"Advanced maintenance (CMMS)";"south-nl";"NL31";"UKH1";1;NA;NA
"Advanced maintenance (CMMS)";"south-nl";"NL32";"BE22";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL32";"BE23";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL32";"BE24";NA;5;5
"Advanced maintenance (CMMS)";"south-nl";"NL32";"FR10";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL32";"FRJ2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL32";"FRK1";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL32";"FRK2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL32";"ITH2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL32";"ITI2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL32";"LU00";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL32";"NL21";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL32";"NL22";NA;8;8
"Advanced maintenance (CMMS)";"south-nl";"NL32";"NL31";NA;12;12
"Advanced maintenance (CMMS)";"south-nl";"NL32";"NL32";1;NA;NA
"Advanced maintenance (CMMS)";"south-nl";"NL32";"NL33";NA;11;11
"Advanced maintenance (CMMS)";"south-nl";"NL32";"NL41";NA;3;3
"Advanced maintenance (CMMS)";"south-nl";"NL32";"NO05";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL32";"SE12";1;NA;NA
"Advanced maintenance (CMMS)";"south-nl";"NL33";"BE22";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL33";"BE23";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL33";"BE24";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL33";"DE60";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"DE71";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"DEA2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"DEC0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"DK05";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FR10";NA;3;3
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRB0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRF1";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRG0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRH0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRI1";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRJ2";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRK1";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRK2";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRL0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"FRM0";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"ITH2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"ITI2";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"LT01";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"LT02";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL33";"LU00";NA;2;2
"Advanced maintenance (CMMS)";"south-nl";"NL33";"NL22";NA;6;6
"Advanced maintenance (CMMS)";"south-nl";"NL33";"NL31";1;26;26
"Advanced maintenance (CMMS)";"south-nl";"NL33";"NL32";NA;11;11
"Advanced maintenance (CMMS)";"south-nl";"NL34";"NL34";1;NA;NA
"Advanced maintenance (CMMS)";"south-nl";"NL41";"BE23";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"BE24";NA;3;3
"Advanced maintenance (CMMS)";"south-nl";"NL41";"CH01";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"DE11";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"ES11";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"ES21";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"ITC4";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"ITH5";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"NL21";NA;5;5
"Advanced maintenance (CMMS)";"south-nl";"NL41";"NL22";NA;5;5
"Advanced maintenance (CMMS)";"south-nl";"NL41";"NL31";NA;3;3
"Advanced maintenance (CMMS)";"south-nl";"NL41";"NL32";NA;3;3
"Advanced maintenance (CMMS)";"south-nl";"NL41";"NL41";14;NA;NA
"Advanced maintenance (CMMS)";"south-nl";"NL41";"NO05";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"NO06";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"PT11";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"PT16";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"PT17";NA;1;1
"Advanced maintenance (CMMS)";"south-nl";"NL41";"SE33";NA;1;1
"Aerospace";"west-nl";"NL11";"AT12";NA;1;1
"Aerospace";"west-nl";"NL11";"AT13";NA;1;1
"Aerospace";"west-nl";"NL11";"AT22";NA;1;1
"Aerospace";"west-nl";"NL11";"BE10";NA;2;2
"Aerospace";"west-nl";"NL11";"BE22";NA;1;1
"Aerospace";"west-nl";"NL11";"BE24";NA;3;3
"Aerospace";"west-nl";"NL11";"BE25";NA;2;2
"Aerospace";"west-nl";"NL11";"BE31";NA;2;2
"Aerospace";"west-nl";"NL11";"BE32";NA;2;2
"Aerospace";"west-nl";"NL11";"BE33";NA;3;3
"Aerospace";"west-nl";"NL11";"BE35";NA;2;2
"Aerospace";"west-nl";"NL11";"CH01";NA;1;1
"Aerospace";"west-nl";"NL11";"CH02";NA;2;2
"Aerospace";"west-nl";"NL11";"CH03";NA;2;2
"Aerospace";"west-nl";"NL11";"CH04";NA;1;1
"Aerospace";"west-nl";"NL11";"CH05";NA;2;2
"Aerospace";"west-nl";"NL11";"CZ01";NA;1;1
"Aerospace";"west-nl";"NL11";"CZ02";NA;1;1
"Aerospace";"west-nl";"NL11";"CZ03";NA;1;1
"Aerospace";"west-nl";"NL11";"CZ04";NA;1;1
"Aerospace";"west-nl";"NL11";"CZ05";NA;1;1
"Aerospace";"west-nl";"NL11";"CZ06";NA;1;1
"Aerospace";"west-nl";"NL11";"CZ07";NA;1;1
"Aerospace";"west-nl";"NL11";"CZ08";NA;1;1
"Aerospace";"west-nl";"NL11";"DE11";NA;1;1
"Aerospace";"west-nl";"NL11";"DE12";NA;1;1
"Aerospace";"west-nl";"NL11";"DE25";NA;1;1
"Aerospace";"west-nl";"NL11";"DE27";NA;1;1
"Aerospace";"west-nl";"NL11";"DE30";NA;1;1
"Aerospace";"west-nl";"NL11";"DE50";NA;1;1
"Aerospace";"west-nl";"NL11";"DE71";NA;2;2
"Aerospace";"west-nl";"NL11";"DE72";NA;1;1
"Aerospace";"west-nl";"NL11";"DE94";NA;2;2
"Aerospace";"west-nl";"NL11";"DEA1";NA;2;2
"Aerospace";"west-nl";"NL11";"DEA2";NA;2;2
"Aerospace";"west-nl";"NL11";"DEB1";NA;1;1
"Aerospace";"west-nl";"NL11";"DEE0";NA;1;1
"Aerospace";"west-nl";"NL11";"DK01";NA;2;2
"Aerospace";"west-nl";"NL11";"DK05";NA;1;1
"Aerospace";"west-nl";"NL11";"ES13";NA;1;1
"Aerospace";"west-nl";"NL11";"ES21";NA;2;2
"Aerospace";"west-nl";"NL11";"ES30";NA;3;3
"Aerospace";"west-nl";"NL11";"ES43";NA;2;2
"Aerospace";"west-nl";"NL11";"ES51";NA;2;2
"Aerospace";"west-nl";"NL11";"ES52";NA;1;1
"Aerospace";"west-nl";"NL11";"ES61";NA;1;1
"Aerospace";"west-nl";"NL11";"ES70";NA;1;1
"Aerospace";"west-nl";"NL11";"FI19";NA;1;1
"Aerospace";"west-nl";"NL11";"FI1B";NA;1;1
"Aerospace";"west-nl";"NL11";"FI1C";NA;1;1
"Aerospace";"west-nl";"NL11";"FR10";NA;4;4
"Aerospace";"west-nl";"NL11";"FRB0";NA;3;3
"Aerospace";"west-nl";"NL11";"FRF1";NA;3;3
"Aerospace";"west-nl";"NL11";"FRG0";NA;3;3
"Aerospace";"west-nl";"NL11";"FRH0";NA;3;3
"Aerospace";"west-nl";"NL11";"FRI1";NA;3;3
"Aerospace";"west-nl";"NL11";"FRJ2";NA;3;3
"Aerospace";"west-nl";"NL11";"FRK1";NA;3;3
"Aerospace";"west-nl";"NL11";"FRK2";NA;3;3
"Aerospace";"west-nl";"NL11";"FRL0";NA;3;3
"Aerospace";"west-nl";"NL11";"IE04";NA;1;1
"Aerospace";"west-nl";"NL11";"IE05";NA;2;2
"Aerospace";"west-nl";"NL11";"IE06";NA;1;1
"Aerospace";"west-nl";"NL11";"ITC1";NA;2;2
"Aerospace";"west-nl";"NL11";"ITC3";NA;1;1
"Aerospace";"west-nl";"NL11";"ITC4";NA;2;2
"Aerospace";"west-nl";"NL11";"ITF1";NA;1;1
"Aerospace";"west-nl";"NL11";"ITF3";NA;2;2
"Aerospace";"west-nl";"NL11";"ITG1";NA;1;1
"Aerospace";"west-nl";"NL11";"ITH4";NA;2;2
"Aerospace";"west-nl";"NL11";"ITI1";NA;2;2
"Aerospace";"west-nl";"NL11";"ITI3";NA;1;1
"Aerospace";"west-nl";"NL11";"ITI4";NA;2;2
"Aerospace";"west-nl";"NL11";"NL12";NA;37;NA
"Aerospace";"west-nl";"NL11";"NL21";NA;5;5
"Aerospace";"west-nl";"NL11";"NL22";NA;7;7
"Aerospace";"west-nl";"NL11";"NL31";NA;5;5
"Aerospace";"west-nl";"NL11";"NL32";NA;4;4
"Aerospace";"west-nl";"NL11";"NL33";NA;6;6
"Aerospace";"west-nl";"NL11";"NL41";NA;5;5
"Aerospace";"west-nl";"NL11";"PL22";NA;1;1
"Aerospace";"west-nl";"NL11";"PL61";NA;1;1
"Aerospace";"west-nl";"NL11";"PL62";NA;1;1
"Aerospace";"west-nl";"NL11";"PL84";NA;1;1
"Aerospace";"west-nl";"NL11";"PL91";NA;1;1
"Aerospace";"west-nl";"NL11";"RO12";NA;1;1
"Aerospace";"west-nl";"NL11";"RO32";NA;1;1
"Aerospace";"west-nl";"NL11";"SE11";NA;2;2
"Aerospace";"west-nl";"NL11";"SE12";NA;2;2
"Aerospace";"west-nl";"NL11";"SE21";NA;2;2
"Aerospace";"west-nl";"NL11";"SE22";NA;2;2
"Aerospace";"west-nl";"NL11";"SE23";NA;1;1
"Aerospace";"west-nl";"NL11";"SE31";NA;2;2
"Aerospace";"west-nl";"NL11";"SE32";NA;2;2
"Aerospace";"west-nl";"NL12";"AT12";NA;1;NA
"Aerospace";"west-nl";"NL12";"AT13";NA;1;NA
"Aerospace";"west-nl";"NL12";"AT22";NA;1;NA
"Aerospace";"west-nl";"NL12";"BE10";NA;2;NA
"Aerospace";"west-nl";"NL12";"BE22";NA;1;NA
"Aerospace";"west-nl";"NL12";"BE24";NA;3;NA
"Aerospace";"west-nl";"NL12";"BE25";NA;2;NA
"Aerospace";"west-nl";"NL12";"BE31";NA;2;NA
"Aerospace";"west-nl";"NL12";"BE32";NA;2;NA
"Aerospace";"west-nl";"NL12";"BE33";NA;3;NA
"Aerospace";"west-nl";"NL12";"BE35";NA;2;NA
"Aerospace";"west-nl";"NL12";"CH01";NA;1;NA
"Aerospace";"west-nl";"NL12";"CH02";NA;2;NA
"Aerospace";"west-nl";"NL12";"CH03";NA;2;NA
"Aerospace";"west-nl";"NL12";"CH04";NA;1;NA
"Aerospace";"west-nl";"NL12";"CH05";NA;2;NA
"Aerospace";"west-nl";"NL12";"CZ01";NA;1;NA
"Aerospace";"west-nl";"NL12";"CZ02";NA;1;NA
"Aerospace";"west-nl";"NL12";"CZ03";NA;1;NA
"Aerospace";"west-nl";"NL12";"CZ04";NA;1;NA
"Aerospace";"west-nl";"NL12";"CZ05";NA;1;NA
"Aerospace";"west-nl";"NL12";"CZ06";NA;1;NA
"Aerospace";"west-nl";"NL12";"CZ07";NA;1;NA
"Aerospace";"west-nl";"NL12";"CZ08";NA;1;NA
"Aerospace";"west-nl";"NL12";"DE11";NA;1;NA
"Aerospace";"west-nl";"NL12";"DE12";NA;1;NA
"Aerospace";"west-nl";"NL12";"DE25";NA;1;NA
"Aerospace";"west-nl";"NL12";"DE27";NA;1;NA
"Aerospace";"west-nl";"NL12";"DE30";NA;1;NA
"Aerospace";"west-nl";"NL12";"DE50";NA;1;NA
"Aerospace";"west-nl";"NL12";"DE71";NA;2;NA
"Aerospace";"west-nl";"NL12";"DE72";NA;1;NA
"Aerospace";"west-nl";"NL12";"DE94";NA;2;NA
"Aerospace";"west-nl";"NL12";"DEA1";NA;2;NA
"Aerospace";"west-nl";"NL12";"DEA2";NA;2;NA
"Aerospace";"west-nl";"NL12";"DEB1";NA;1;NA
"Aerospace";"west-nl";"NL12";"DEE0";NA;1;NA
"Aerospace";"west-nl";"NL12";"DK01";NA;2;NA
"Aerospace";"west-nl";"NL12";"DK05";NA;1;NA
"Aerospace";"west-nl";"NL12";"ES13";NA;1;NA
"Aerospace";"west-nl";"NL12";"ES21";NA;2;NA
"Aerospace";"west-nl";"NL12";"ES30";NA;3;NA
"Aerospace";"west-nl";"NL12";"ES43";NA;2;NA
"Aerospace";"west-nl";"NL12";"ES51";NA;2;NA
"Aerospace";"west-nl";"NL12";"ES52";NA;1;NA
"Aerospace";"west-nl";"NL12";"ES61";NA;1;NA
"Aerospace";"west-nl";"NL12";"ES70";NA;1;NA
"Aerospace";"west-nl";"NL12";"FI19";NA;1;NA
"Aerospace";"west-nl";"NL12";"FI1B";NA;1;NA
"Aerospace";"west-nl";"NL12";"FI1C";NA;1;NA
"Aerospace";"west-nl";"NL12";"FR10";NA;4;NA
"Aerospace";"west-nl";"NL12";"FRB0";NA;3;NA
"Aerospace";"west-nl";"NL12";"FRF1";NA;3;NA
"Aerospace";"west-nl";"NL12";"FRG0";NA;3;NA
"Aerospace";"west-nl";"NL12";"FRH0";NA;3;NA
"Aerospace";"west-nl";"NL12";"FRI1";NA;3;NA
"Aerospace";"west-nl";"NL12";"FRJ2";NA;3;NA
"Aerospace";"west-nl";"NL12";"FRK1";NA;3;NA
"Aerospace";"west-nl";"NL12";"FRK2";NA;3;NA
"Aerospace";"west-nl";"NL12";"FRL0";NA;3;NA
"Aerospace";"west-nl";"NL12";"IE04";NA;1;NA
"Aerospace";"west-nl";"NL12";"IE05";NA;2;NA
"Aerospace";"west-nl";"NL12";"IE06";NA;1;NA
"Aerospace";"west-nl";"NL12";"ITC1";NA;2;NA
"Aerospace";"west-nl";"NL12";"ITC3";NA;1;NA
"Aerospace";"west-nl";"NL12";"ITC4";NA;2;NA
"Aerospace";"west-nl";"NL12";"ITF1";NA;1;NA
"Aerospace";"west-nl";"NL12";"ITF3";NA;2;NA
"Aerospace";"west-nl";"NL12";"ITG1";NA;1;NA
"Aerospace";"west-nl";"NL12";"ITH4";NA;2;NA
"Aerospace";"west-nl";"NL12";"ITI1";NA;2;NA
"Aerospace";"west-nl";"NL12";"ITI3";NA;1;NA
"Aerospace";"west-nl";"NL12";"ITI4";NA;2;NA
"Aerospace";"west-nl";"NL12";"NL11";NA;37;NA
"Aerospace";"west-nl";"NL12";"NL21";NA;5;NA
"Aerospace";"west-nl";"NL12";"NL22";NA;7;NA
"Aerospace";"west-nl";"NL12";"NL31";NA;5;NA
"Aerospace";"west-nl";"NL12";"NL32";NA;4;NA
"Aerospace";"west-nl";"NL12";"NL33";NA;6;NA
"Aerospace";"west-nl";"NL12";"NL41";NA;5;NA
"Aerospace";"west-nl";"NL12";"PL22";NA;1;NA
"Aerospace";"west-nl";"NL12";"PL61";NA;1;NA
"Aerospace";"west-nl";"NL12";"PL62";NA;1;NA
"Aerospace";"west-nl";"NL12";"PL84";NA;1;NA
"Aerospace";"west-nl";"NL12";"PL91";NA;1;NA
"Aerospace";"west-nl";"NL12";"RO12";NA;1;NA
"Aerospace";"west-nl";"NL12";"RO32";NA;1;NA
"Aerospace";"west-nl";"NL12";"SE11";1;2;NA
"Aerospace";"west-nl";"NL12";"SE12";NA;2;NA
"Aerospace";"west-nl";"NL12";"SE21";NA;2;NA
"Aerospace";"west-nl";"NL12";"SE22";NA;2;NA
"Aerospace";"west-nl";"NL12";"SE23";NA;1;NA
"Aerospace";"west-nl";"NL12";"SE31";NA;2;NA
"Aerospace";"west-nl";"NL12";"SE32";NA;2;NA
"Aerospace";"west-nl";"NL13";"BG41";NA;1;1
"Aerospace";"west-nl";"NL13";"DEA2";NA;1;1
"Aerospace";"west-nl";"NL13";"ES70";NA;1;1
"Aerospace";"west-nl";"NL13";"FR10";NA;2;2
"Aerospace";"west-nl";"NL13";"FRB0";NA;2;2
"Aerospace";"west-nl";"NL13";"FRF1";NA;2;2
"Aerospace";"west-nl";"NL13";"FRG0";NA;2;2
"Aerospace";"west-nl";"NL13";"FRH0";NA;2;2
"Aerospace";"west-nl";"NL13";"FRI1";NA;2;2
"Aerospace";"west-nl";"NL13";"FRJ2";NA;2;2
"Aerospace";"west-nl";"NL13";"FRK1";NA;2;2
"Aerospace";"west-nl";"NL13";"FRK2";NA;2;2
"Aerospace";"west-nl";"NL13";"FRL0";NA;2;2
"Aerospace";"west-nl";"NL13";"IE04";NA;1;1
"Aerospace";"west-nl";"NL13";"IE05";NA;1;1
"Aerospace";"west-nl";"NL13";"IE06";NA;1;1
"Aerospace";"west-nl";"NL13";"NL31";NA;6;6
"Aerospace";"west-nl";"NL13";"NL33";NA;6;6
"Aerospace";"west-nl";"NL13";"NL41";NA;1;1
"Aerospace";"west-nl";"NL13";"PL62";NA;1;1
"Aerospace";"west-nl";"NL13";"PL84";NA;1;1
"Aerospace";"west-nl";"NL13";"PL91";NA;1;1
"Aerospace";"west-nl";"NL21";"BE10";NA;1;1
"Aerospace";"west-nl";"NL21";"BE21";NA;1;1
"Aerospace";"west-nl";"NL21";"BE22";NA;2;2
"Aerospace";"west-nl";"NL21";"BE23";NA;1;1
"Aerospace";"west-nl";"NL21";"BE24";NA;3;3
"Aerospace";"west-nl";"NL21";"BE25";NA;1;1
"Aerospace";"west-nl";"NL21";"BE31";NA;2;2
"Aerospace";"west-nl";"NL21";"BE32";NA;1;1
"Aerospace";"west-nl";"NL21";"BE33";NA;2;2
"Aerospace";"west-nl";"NL21";"BE35";NA;1;1
"Aerospace";"west-nl";"NL21";"CH04";NA;1;1
"Aerospace";"west-nl";"NL21";"CZ06";NA;1;1
"Aerospace";"west-nl";"NL21";"DE12";NA;1;1
"Aerospace";"west-nl";"NL21";"DE14";NA;1;1
"Aerospace";"west-nl";"NL21";"DE30";NA;2;2
"Aerospace";"west-nl";"NL21";"DE40";NA;1;1
"Aerospace";"west-nl";"NL21";"DE60";NA;1;1
"Aerospace";"west-nl";"NL21";"DE80";NA;1;1
"Aerospace";"west-nl";"NL21";"DE91";NA;1;1
"Aerospace";"west-nl";"NL21";"DE94";NA;1;1
"Aerospace";"west-nl";"NL21";"DEA2";NA;1;1
"Aerospace";"west-nl";"NL21";"DEA3";1;NA;NA
"Aerospace";"west-nl";"NL21";"DEF0";NA;1;1
"Aerospace";"west-nl";"NL21";"ES21";NA;2;2
"Aerospace";"west-nl";"NL21";"ES30";NA;3;3
"Aerospace";"west-nl";"NL21";"ES43";NA;2;2
"Aerospace";"west-nl";"NL21";"ES51";NA;3;3
"Aerospace";"west-nl";"NL21";"ES61";NA;1;1
"Aerospace";"west-nl";"NL21";"FR10";NA;8;8
"Aerospace";"west-nl";"NL21";"FRB0";NA;6;6
"Aerospace";"west-nl";"NL21";"FRD2";NA;1;1
"Aerospace";"west-nl";"NL21";"FRF1";NA;6;6
"Aerospace";"west-nl";"NL21";"FRG0";NA;6;6
"Aerospace";"west-nl";"NL21";"FRH0";NA;6;6
"Aerospace";"west-nl";"NL21";"FRI1";NA;6;6
"Aerospace";"west-nl";"NL21";"FRJ2";NA;6;6
"Aerospace";"west-nl";"NL21";"FRK1";NA;6;6
"Aerospace";"west-nl";"NL21";"FRK2";NA;9;9
"Aerospace";"west-nl";"NL21";"FRL0";NA;6;6
"Aerospace";"west-nl";"NL21";"ITF1";NA;1;1
"Aerospace";"west-nl";"NL21";"ITI3";NA;1;1
"Aerospace";"west-nl";"NL21";"NL11";NA;5;5
"Aerospace";"west-nl";"NL21";"NL12";NA;5;NA
"Aerospace";"west-nl";"NL21";"NL21";4;NA;NA
"Aerospace";"west-nl";"NL21";"NL22";4;57;57
"Aerospace";"west-nl";"NL21";"NL23";1;1;1
"Aerospace";"west-nl";"NL21";"NL31";NA;9;9
"Aerospace";"west-nl";"NL21";"NL32";NA;3;3
"Aerospace";"west-nl";"NL21";"NL33";2;5;5
"Aerospace";"west-nl";"NL21";"NL41";NA;57;57
"Aerospace";"west-nl";"NL21";"NL42";NA;1;1
"Aerospace";"west-nl";"NL21";"NO01";NA;1;1
"Aerospace";"west-nl";"NL21";"NO05";NA;1;1
"Aerospace";"west-nl";"NL21";"NO06";NA;1;1
"Aerospace";"west-nl";"NL21";"PL41";NA;1;1
"Aerospace";"west-nl";"NL21";"PT11";NA;1;1
"Aerospace";"west-nl";"NL21";"SE11";3;2;2
"Aerospace";"west-nl";"NL21";"SE12";NA;2;2
"Aerospace";"west-nl";"NL21";"SE21";NA;2;2
"Aerospace";"west-nl";"NL21";"SE23";1;NA;NA
"Aerospace";"west-nl";"NL21";"SE31";NA;2;2
