"from";"to";"prio";"reg";"binary.pat";"binary.pub"
"NL22";"DEF0";"Hergebruik plastic";"west-nl";NA;3
"NL22";"DEF0";"Hernieuwbare energie - Composieten";"south-nl";1;6
"NL22";"DEF0";"Hernieuwbare energie - Windturbines";"south-nl";NA;4
"NL22";"DEF0";"Imaging";"west-nl";NA;3
"NL22";"DEF0";"Innovatief Waterbeheer";"west-nl";NA;3
"NL22";"DEF0";"Innovaties voor preventie - Imaging";"east-nl";NA;3
"NL22";"DEF0";"Klimaatbeheersing";"south-nl";NA;1
"NL22";"DEF0";"Klimaatneutrale Landbouw";"west-nl";NA;2
"NL22";"DEF0";"Kringloop Landbouw";"west-nl";NA;1
"NL22";"DEF0";"Life sciences - Biotechnology";"west-nl";NA;6
"NL22";"DEF0";"MedTech en Connected Health";"east-nl";NA;2
"NL22";"DEF0";"Medtech/beeldvorming";"south-nl";NA;3
"NL22";"DEF0";"NANO";"west-nl";NA;16
"NL22";"DEF0";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;16
"NL22";"DEF0";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;6
"NL22";"DEF0";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";1;6
"NL22";"DEF0";"Personalised/precision medicine";"south-nl";NA;1
"NL22";"DEF0";"Precisielandbouw";"south-nl";NA;1
"NL22";"DEF0";"Recyclage";"south-nl";NA;2
"NL22";"DEF0";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL22";"DEF0";"Robotics - Autonomous robots";"south-nl";NA;1
"NL22";"DEF0";"Robotics - Robots";"south-nl";NA;1
"NL22";"DEF0";"Robotisering Chirurgie-opafstand";"south-nl";NA;3
"NL22";"DEF0";"Sensor technology";"north-nl";NA;1
"NL22";"DEF0";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL22";"DEF0";"Teeltverduurzaming";"west-nl";NA;1
"NL22";"DEF0";"Tracing";"west-nl";NA;2
"NL22";"DEF0";"Water- en bodem-beheer";"south-nl";NA;3
"NL22";"DEG0";"Artificial intelligence";"south-nl";NA;24
"NL22";"DEG0";"Biosensors";"south-nl";NA;1
"NL22";"DEG0";"Carbon Capture";"south-nl";NA;6
"NL22";"DEG0";"Cybersecurity";"west-nl";NA;3
"NL22";"DEG0";"Data technology";"north-nl";NA;23
"NL22";"DEG0";"Digitale veiligheid";"south-nl";NA;3
"NL22";"DEG0";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL22";"DEG0";"Life sciences - Biotechnology";"west-nl";NA;4
"NL22";"DEG0";"MedTech en Connected Health";"east-nl";NA;1
"NL22";"DEG0";"NANO";"west-nl";NA;10
"NL22";"DEG0";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;10
"NL22";"DEG0";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;5
"NL22";"DEG0";"Personalised/precision medicine";"south-nl";NA;1
"NL22";"DEG0";"Tracing";"west-nl";NA;1
"NL22";"DK01";"3D-printing/additive productie";"south-nl";NA;3
"NL22";"DK01";"Aerospace";"west-nl";NA;6
"NL22";"DK01";"Agro-tech/Smart farming";"east-nl";NA;9
"NL22";"DK01";"Agro-tech/Smart farming - Vertical Farming";"east-nl";1;NA
"NL22";"DK01";"Artificial intelligence";"south-nl";NA;96
"NL22";"DK01";"Bio-landbouw";"south-nl";1;2
"NL22";"DK01";"Carbon Capture";"south-nl";NA;5
"NL22";"DK01";"Circulair Bouwen";"west-nl";NA;1
"NL22";"DK01";"Circulaire en natuur - inclusieve landbouw";"east-nl";1;2
"NL22";"DK01";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL22";"DK01";"Cybersecurity";"west-nl";NA;14
"NL22";"DK01";"Data technology";"north-nl";NA;72
"NL22";"DK01";"Defensietechnologie";"west-nl";NA;1
"NL22";"DK01";"Digitale veiligheid";"south-nl";NA;14
"NL22";"DK01";"E-health";"west-nl";NA;1
"NL22";"DK01";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL22";"DK01";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;3
"NL22";"DK01";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;2
"NL22";"DK01";"Hergebruik plastic";"west-nl";NA;1
"NL22";"DK01";"Hernieuwbare energie - Composieten";"south-nl";NA;13
"NL22";"DK01";"Hernieuwbare energie - Windturbines";"south-nl";NA;9
"NL22";"DK01";"Hydrogen technology";"north-nl";NA;1
"NL22";"DK01";"Imaging";"west-nl";NA;3
"NL22";"DK01";"Innovatief Waterbeheer";"west-nl";NA;1
"NL22";"DK01";"Innovaties voor preventie - Imaging";"east-nl";NA;3
"NL22";"DK01";"Klimaatneutrale Landbouw";"west-nl";1;2
"NL22";"DK01";"Kringloop Landbouw";"west-nl";1;1
"NL22";"DK01";"Life sciences - Biotechnology";"west-nl";4;32
"NL22";"DK01";"MedTech en Connected Health";"east-nl";NA;5
"NL22";"DK01";"Medtech/beeldvorming";"south-nl";NA;3
"NL22";"DK01";"NANO";"west-nl";NA;26
"NL22";"DK01";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;26
"NL22";"DK01";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;1
"NL22";"DK01";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;13
"NL22";"DK01";"Personalised/precision medicine";"south-nl";NA;2
"NL22";"DK01";"Precisielandbouw";"south-nl";NA;1
"NL22";"DK01";"Quantum";"west-nl";NA;3
"NL22";"DK01";"Recyclage";"south-nl";NA;4
"NL22";"DK01";"Robotics - Robots";"south-nl";NA;6
"NL22";"DK01";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;3
"NL22";"DK01";"Teeltverduurzaming";"west-nl";NA;2
"NL22";"DK01";"Tracing";"west-nl";NA;5
"NL22";"DK01";"Valorisatie Deltatechnologie";"west-nl";NA;2
"NL22";"DK01";"Verduurzaming bouwsector";"west-nl";NA;1
"NL22";"DK01";"Vertical Farming";"west-nl";1;NA
"NL22";"DK01";"Waste water treatment";"south-nl";NA;1
"NL22";"DK01";"Water- en bodem-beheer";"south-nl";NA;1
"NL22";"DK01";"Waterstof";"west-nl";NA;1
"NL22";"DK02";"Aerospace";"west-nl";NA;1
"NL22";"DK02";"Agro-tech/Smart farming";"east-nl";NA;9
"NL22";"DK02";"Artificial intelligence";"south-nl";NA;78
"NL22";"DK02";"Bio-landbouw";"south-nl";NA;2
"NL22";"DK02";"Carbon Capture";"south-nl";NA;4
"NL22";"DK02";"Circulair Bouwen";"west-nl";NA;1
"NL22";"DK02";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;2
"NL22";"DK02";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL22";"DK02";"Cybersecurity";"west-nl";NA;10
"NL22";"DK02";"Data technology";"north-nl";NA;64
"NL22";"DK02";"Digitale veiligheid";"south-nl";NA;10
"NL22";"DK02";"E-health";"west-nl";NA;1
"NL22";"DK02";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;2
"NL22";"DK02";"Hergebruik plastic";"west-nl";NA;1
"NL22";"DK02";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL22";"DK02";"Hernieuwbare energie - Windturbines";"south-nl";NA;3
"NL22";"DK02";"Imaging";"west-nl";NA;3
"NL22";"DK02";"Innovatief Waterbeheer";"west-nl";NA;1
"NL22";"DK02";"Innovaties voor preventie - Imaging";"east-nl";NA;3
"NL22";"DK02";"Klimaatneutrale Landbouw";"west-nl";NA;2
"NL22";"DK02";"Kringloop Landbouw";"west-nl";NA;1
"NL22";"DK02";"Life sciences - Biotechnology";"west-nl";NA;27
"NL22";"DK02";"MedTech en Connected Health";"east-nl";NA;3
"NL22";"DK02";"Medtech/beeldvorming";"south-nl";NA;3
"NL22";"DK02";"NANO";"west-nl";NA;9
"NL22";"DK02";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;9
"NL22";"DK02";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;1
"NL22";"DK02";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL22";"DK02";"Personalised/precision medicine";"south-nl";NA;2
"NL22";"DK02";"Precisielandbouw";"south-nl";NA;1
"NL22";"DK02";"Quantum";"west-nl";NA;3
"NL22";"DK02";"Recyclage";"south-nl";NA;4
"NL22";"DK02";"Robotics - Robots";"south-nl";NA;2
"NL22";"DK02";"Teeltverduurzaming";"west-nl";NA;2
"NL22";"DK02";"Tracing";"west-nl";NA;3
"NL22";"DK02";"Verduurzaming bouwsector";"west-nl";NA;1
"NL22";"DK02";"Waste water treatment";"south-nl";NA;1
"NL22";"DK02";"Water- en bodem-beheer";"south-nl";NA;1
"NL22";"DK03";"Aerospace";"west-nl";NA;1
"NL22";"DK03";"Agro-tech/Smart farming";"east-nl";NA;9
"NL22";"DK03";"Artificial intelligence";"south-nl";NA;92
"NL22";"DK03";"Bio-landbouw";"south-nl";NA;2
"NL22";"DK03";"Biosensors";"south-nl";NA;1
"NL22";"DK03";"Carbon Capture";"south-nl";NA;4
"NL22";"DK03";"Circulair Bouwen";"west-nl";NA;1
"NL22";"DK03";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;2
"NL22";"DK03";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL22";"DK03";"Cybersecurity";"west-nl";NA;13
"NL22";"DK03";"Data technology";"north-nl";NA;75
"NL22";"DK03";"Defensietechnologie";"west-nl";NA;1
"NL22";"DK03";"Digitale veiligheid";"south-nl";NA;13
"NL22";"DK03";"E-health";"west-nl";NA;3
"NL22";"DK03";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;2
"NL22";"DK03";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL22";"DK03";"Hernieuwbare energie - Windturbines";"south-nl";NA;8
"NL22";"DK03";"Imaging";"west-nl";NA;4
"NL22";"DK03";"Innovaties voor preventie - Imaging";"east-nl";NA;4
"NL22";"DK03";"Klimaatneutrale Landbouw";"west-nl";NA;2
"NL22";"DK03";"Kringloop Landbouw";"west-nl";NA;1
"NL22";"DK03";"Life sciences - Biotechnology";"west-nl";NA;27
"NL22";"DK03";"MedTech en Connected Health";"east-nl";NA;6
"NL22";"DK03";"Medtech/beeldvorming";"south-nl";NA;4
"NL22";"DK03";"NANO";"west-nl";NA;16
"NL22";"DK03";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;16
"NL22";"DK03";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;1
"NL22";"DK03";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL22";"DK03";"Personalised/precision medicine";"south-nl";NA;2
"NL22";"DK03";"Precisielandbouw";"south-nl";NA;1
"NL22";"DK03";"Quantum";"west-nl";NA;3
"NL22";"DK03";"Recyclage";"south-nl";NA;5
"NL22";"DK03";"Robotics - Robots";"south-nl";NA;2
"NL22";"DK03";"Teeltverduurzaming";"west-nl";NA;2
"NL22";"DK03";"Tracing";"west-nl";NA;6
"NL22";"DK03";"Verduurzaming bouwsector";"west-nl";NA;1
"NL22";"DK03";"Waste water treatment";"south-nl";NA;1
"NL22";"DK04";"Aerospace";"west-nl";NA;1
"NL22";"DK04";"Agro-tech/Smart farming";"east-nl";NA;11
"NL22";"DK04";"Artificial intelligence";"south-nl";NA;45
"NL22";"DK04";"Augmented reality";"north-nl";NA;1
"NL22";"DK04";"Bio-landbouw";"south-nl";NA;4
"NL22";"DK04";"Carbon Capture";"south-nl";NA;2
"NL22";"DK04";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;4
"NL22";"DK04";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL22";"DK04";"Cybersecurity";"west-nl";NA;3
"NL22";"DK04";"Data technology";"north-nl";NA;31
"NL22";"DK04";"Digitale veiligheid";"south-nl";NA;3
"NL22";"DK04";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL22";"DK04";"Hergebruik plastic";"west-nl";NA;1
"NL22";"DK04";"Hernieuwbare energie - Composieten";"south-nl";NA;3
"NL22";"DK04";"Imaging";"west-nl";NA;1
"NL22";"DK04";"Innovatief Waterbeheer";"west-nl";NA;3
"NL22";"DK04";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL22";"DK04";"Klimaatneutrale Landbouw";"west-nl";NA;4
"NL22";"DK04";"Life sciences - Biotechnology";"west-nl";2;6
"NL22";"DK04";"MedTech en Connected Health";"east-nl";NA;4
"NL22";"DK04";"Medtech/beeldvorming";"south-nl";NA;1
"NL22";"DK04";"NANO";"west-nl";NA;5
"NL22";"DK04";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;5
"NL22";"DK04";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;3
"NL22";"DK04";"Personalised/precision medicine";"south-nl";NA;1
"NL22";"DK04";"Precisielandbouw";"south-nl";NA;1
"NL22";"DK04";"Protein transition and food technology";"east-nl";1;1
"NL22";"DK04";"Recyclage";"south-nl";NA;4
"NL22";"DK04";"Sensor technology";"north-nl";1;NA
"NL22";"DK04";"Super-labfoods";"south-nl";1;NA
"NL22";"DK04";"Teeltverduurzaming";"west-nl";NA;4
"NL22";"DK04";"Tracing";"west-nl";NA;4
"NL22";"DK04";"Valorisatie Deltatechnologie";"west-nl";NA;1
"NL22";"DK04";"Waste water treatment";"south-nl";NA;1
"NL22";"DK04";"Water- en bodem-beheer";"south-nl";NA;3
"NL22";"DK04";"Zaadveredeling";"south-nl";NA;2
"NL22";"DK05";"Aerospace";"west-nl";NA;1
"NL22";"DK05";"Artificial intelligence";"south-nl";NA;5
"NL22";"DK05";"Circulair Bouwen";"west-nl";NA;4
"NL22";"DK05";"Cybersecurity";"west-nl";NA;3
"NL22";"DK05";"Data technology";"north-nl";NA;10
"NL22";"DK05";"Digitale veiligheid";"south-nl";NA;3
"NL22";"DK05";"E-health";"west-nl";NA;3
"NL22";"DK05";"Engineering Fabrication - Autonomous robots";"west-nl";NA;1
"NL22";"DK05";"Hernieuwbare energie - Composieten";"south-nl";NA;3
"NL22";"DK05";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL22";"DK05";"Kringloop Landbouw";"west-nl";NA;4
"NL22";"DK05";"Life sciences - Biotechnology";"west-nl";NA;2
"NL22";"DK05";"MedTech en Connected Health";"east-nl";NA;1
"NL22";"DK05";"NANO";"west-nl";NA;5
"NL22";"DK05";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;5
"NL22";"DK05";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;3
"NL22";"DK05";"Recyclage";"south-nl";NA;2
"NL22";"DK05";"Robotics - Autonomous robots";"south-nl";NA;1
"NL22";"DK05";"Robotics - Robots";"south-nl";NA;1
"NL22";"DK05";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL22";"DK05";"Tracing";"west-nl";NA;1
"NL22";"DK05";"Waste water treatment";"south-nl";NA;1
"NL22";"EE00";"Agro-tech/Smart farming";"east-nl";NA;1
"NL22";"EE00";"Artificial intelligence";"south-nl";NA;8
"NL22";"EE00";"Bio-landbouw";"south-nl";NA;1
"NL22";"EE00";"Carbon Capture";"south-nl";NA;1
"NL22";"EE00";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL22";"EE00";"Cybersecurity";"west-nl";NA;4
"NL22";"EE00";"Data technology";"north-nl";NA;5
"NL22";"EE00";"Digitale veiligheid";"south-nl";NA;4
"NL22";"EE00";"Hergebruik plastic";"west-nl";NA;1
"NL22";"EE00";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL22";"EE00";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL22";"EE00";"MedTech en Connected Health";"east-nl";NA;1
"NL22";"EE00";"NANO";"west-nl";NA;5
"NL22";"EE00";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;5
"NL22";"EE00";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL22";"EE00";"Robotics - Robots";"south-nl";NA;1
"NL22";"EE00";"Slimme mobiliteit";"west-nl";NA;1
"NL22";"EE00";"Teeltverduurzaming";"west-nl";NA;1
"NL22";"EE00";"Tracing";"west-nl";NA;1
"NL22";"EE00";"Water- en bodem-beheer";"south-nl";NA;1
"NL22";"EL30";"Protein transition and food technology";"east-nl";1;NA
"NL22";"EL30";"Super-labfoods";"south-nl";1;NA
"NL22";"ES11";"Artificial intelligence";"south-nl";NA;14
"NL22";"ES11";"Bio-landbouw";"south-nl";NA;2
"NL22";"ES11";"Carbon Capture";"south-nl";NA;1
"NL22";"ES11";"Circulair Bouwen";"west-nl";NA;2
"NL22";"ES11";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;2
"NL22";"ES11";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL22";"ES11";"Cybersecurity";"west-nl";NA;1
"NL22";"ES11";"Data technology";"north-nl";NA;3
"NL22";"ES11";"Digitale veiligheid";"south-nl";NA;1
"NL22";"ES11";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL22";"ES11";"Hergebruik plastic";"west-nl";NA;2
"NL22";"ES11";"Innovatief Waterbeheer";"west-nl";NA;1
"NL22";"ES11";"Klimaatneutrale Landbouw";"west-nl";NA;2
"NL22";"ES11";"Kringloop Landbouw";"west-nl";NA;2
"NL22";"ES11";"MedTech en Connected Health";"east-nl";NA;1
"NL22";"ES11";"NANO";"west-nl";NA;1
"NL22";"ES11";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;1
"NL22";"ES11";"Personalised/precision medicine";"south-nl";NA;1
"NL22";"ES11";"Recyclage";"south-nl";NA;1
"NL22";"ES11";"Teeltverduurzaming";"west-nl";NA;2
"NL22";"ES11";"Tracing";"west-nl";NA;1
"NL22";"ES11";"Verduurzaming bouwsector";"west-nl";NA;1
"NL22";"ES11";"Waste water treatment";"south-nl";NA;3
"NL22";"ES11";"Water- en bodem-beheer";"south-nl";NA;1
"NL22";"ES12";"Artificial intelligence";"south-nl";NA;6
"NL22";"ES12";"Cybersecurity";"west-nl";NA;1
"NL22";"ES12";"Data technology";"north-nl";NA;7
"NL22";"ES12";"Digitale veiligheid";"south-nl";NA;1
"NL22";"ES12";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL22";"ES12";"NANO";"west-nl";NA;1
"NL22";"ES12";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;1
"NL22";"ES12";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL22";"ES13";"Aerospace";"west-nl";NA;1
"NL22";"ES13";"Artificial intelligence";"south-nl";NA;5
"NL22";"ES13";"Defensietechnologie";"west-nl";NA;1
"NL22";"ES13";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL22";"ES13";"MedTech en Connected Health";"east-nl";NA;1
"NL22";"ES13";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL22";"ES13";"Tracing";"west-nl";NA;1
"NL22";"ES21";"3D-printing/additive productie";"south-nl";NA;2
"NL22";"ES21";"Aerospace";"west-nl";NA;6
"NL22";"ES21";"Agro-tech/Smart farming";"east-nl";NA;3
"NL22";"ES21";"Artificial intelligence";"south-nl";NA;97
"NL22";"ES21";"Augmented reality";"north-nl";NA;5
"NL22";"ES21";"Bio-landbouw";"south-nl";NA;3
"NL22";"ES21";"Biosensors";"south-nl";NA;1
"NL22";"ES21";"Carbon Capture";"south-nl";NA;1
"NL22";"ES21";"Circulair Bouwen";"west-nl";NA;1
"NL22";"ES21";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;3
"NL22";"ES21";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL22";"ES21";"Cybersecurity";"west-nl";NA;16
"NL22";"ES21";"Data technology";"north-nl";NA;50
"NL22";"ES21";"Digitale veiligheid";"south-nl";NA;16
"NL22";"ES21";"E-health";"west-nl";NA;1
"NL22";"ES21";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;3
"NL22";"ES21";"Energielogistiek";"west-nl";NA;1
"NL22";"ES21";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;2
"NL22";"ES21";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;7
"NL22";"ES21";"Hergebruik plastic";"west-nl";NA;1
"NL22";"ES21";"Hernieuwbare energie - Composieten";"south-nl";NA;11
"NL22";"ES21";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL22";"ES21";"Imaging";"west-nl";NA;6
"NL22";"ES21";"Innovatief Waterbeheer";"west-nl";NA;4
"NL22";"ES21";"Innovaties voor preventie - Imaging";"east-nl";NA;6
"NL22";"ES21";"Klimaatneutrale Landbouw";"west-nl";NA;4
"NL22";"ES21";"Kringloop Landbouw";"west-nl";NA;1
"NL22";"ES21";"Life sciences - Biotechnology";"west-nl";NA;13
"NL22";"ES21";"MedTech en Connected Health";"east-nl";NA;3
"NL22";"ES21";"Medtech/beeldvorming";"south-nl";NA;6
"NL22";"ES21";"NANO";"west-nl";NA;48
"NL22";"ES21";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;48
"NL22";"ES21";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;6
"NL22";"ES21";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;11
"NL22";"ES21";"Personalised/precision medicine";"south-nl";NA;7
"NL22";"ES21";"Quantum";"west-nl";NA;2
"NL22";"ES21";"Recyclage";"south-nl";NA;3
"NL22";"ES21";"Robotics - Robots";"south-nl";NA;2
"NL22";"ES21";"Smart grids";"south-nl";NA;1
"NL22";"ES21";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;2
"NL22";"ES21";"Teeltverduurzaming";"west-nl";NA;3
"NL22";"ES21";"Tracing";"west-nl";NA;3
"NL22";"ES21";"Waste water treatment";"south-nl";NA;1
"NL22";"ES21";"Water- en bodem-beheer";"south-nl";NA;4
"NL22";"ES22";"Aerospace";"west-nl";NA;1
"NL22";"ES22";"Artificial intelligence";"south-nl";NA;21
"NL22";"ES22";"Circulair Bouwen";"west-nl";NA;2
"NL22";"ES22";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL22";"ES22";"Data technology";"north-nl";NA;6
"NL22";"ES22";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;2
"NL22";"ES22";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL22";"ES22";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL22";"ES22";"Innovatief Waterbeheer";"west-nl";NA;2
"NL22";"ES22";"Kringloop Landbouw";"west-nl";NA;2
"NL22";"ES22";"NANO";"west-nl";NA;12
"NL22";"ES22";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;12
"NL22";"ES22";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL22";"ES22";"Personalised/precision medicine";"south-nl";NA;2
"NL22";"ES22";"Protein transition and food technology";"east-nl";NA;1
"NL22";"ES22";"Water- en bodem-beheer";"south-nl";NA;2
"NL22";"ES23";"Artificial intelligence";"south-nl";NA;1
"NL22";"ES23";"Imaging";"west-nl";NA;1
"NL22";"ES23";"Innovatief Waterbeheer";"west-nl";NA;2
"NL22";"ES23";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL22";"ES23";"Medtech/beeldvorming";"south-nl";NA;1
"NL22";"ES23";"Water- en bodem-beheer";"south-nl";NA;2
"NL22";"ES24";"Artificial intelligence";"south-nl";NA;13
"NL22";"ES24";"Circulair Bouwen";"west-nl";NA;2
"NL22";"ES24";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL22";"ES24";"Innovatief Waterbeheer";"west-nl";NA;1
"NL22";"ES24";"Kringloop Landbouw";"west-nl";NA;2
"NL22";"ES24";"NANO";"west-nl";NA;11
"NL22";"ES24";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;11
"NL22";"ES24";"Water- en bodem-beheer";"south-nl";NA;1
"NL22";"ES30";"3D-printing/additive productie";"south-nl";NA;2
"NL22";"ES30";"Aerospace";"west-nl";NA;12
"NL22";"ES30";"Agro-tech/Smart farming";"east-nl";NA;8
"NL22";"ES30";"Artificial intelligence";"south-nl";NA;164
"NL22";"ES30";"Augmented reality";"north-nl";NA;2
"NL22";"ES30";"Bio-landbouw";"south-nl";NA;6
"NL22";"ES30";"Biosensors";"south-nl";NA;1
"NL22";"ES30";"Carbon Capture";"south-nl";NA;1
"NL22";"ES30";"Circulair Bouwen";"west-nl";NA;1
"NL22";"ES30";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;6
"NL22";"ES30";"CO2 vrije elektriciteit";"west-nl";NA;5
"NL22";"ES30";"Cybersecurity";"west-nl";NA;27
"NL22";"ES30";"Data technology";"north-nl";NA;311
"NL22";"ES30";"Defensietechnologie";"west-nl";NA;1
"NL22";"ES30";"Digitale veiligheid";"south-nl";NA;27
"NL22";"ES30";"E-health";"west-nl";NA;2
"NL22";"ES30";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;4
"NL22";"ES30";"Energielogistiek";"west-nl";NA;1
"NL22";"ES30";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;2
"NL22";"ES30";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;10
"NL22";"ES30";"Hergebruik plastic";"west-nl";NA;1
"NL22";"ES30";"Hernieuwbare energie - Composieten";"south-nl";NA;14
"NL22";"ES30";"Hernieuwbare energie - Windturbines";"south-nl";NA;2
"NL22";"ES30";"Imaging";"west-nl";NA;11
"NL22";"ES30";"Innovatief Waterbeheer";"west-nl";NA;8
"NL22";"ES30";"Innovaties voor preventie - Imaging";"east-nl";NA;11
"NL22";"ES30";"Klimaatneutrale Landbouw";"west-nl";NA;8
"NL22";"ES30";"Kringloop Landbouw";"west-nl";NA;1
"NL22";"ES30";"Life sciences - Biotechnology";"west-nl";1;29
"NL22";"ES30";"MedTech en Connected Health";"east-nl";NA;6
"NL22";"ES30";"Medtech/beeldvorming";"south-nl";NA;11
"NL22";"ES30";"NANO";"west-nl";NA;60
"NL22";"ES30";"Nano-medicine";"south-nl";NA;1
"NL22";"ES30";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;60
"NL22";"ES30";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;10
"NL22";"ES30";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;14
"NL22";"ES30";"Personalised/precision medicine";"south-nl";NA;10
