"from";"to";"prio";"reg";"binary.pat";"binary.pub"
"NL41";"BE24";"Precisielandbouw";"south-nl";1;2
"NL41";"BE24";"Quantum";"west-nl";NA;2
"NL41";"BE24";"Recyclage";"south-nl";NA;3
"NL41";"BE24";"Robotics - Autonomous robots";"south-nl";NA;10
"NL41";"BE24";"Robotics - Robots";"south-nl";1;5
"NL41";"BE24";"Robotisering Chirurgie-opafstand";"south-nl";NA;7
"NL41";"BE24";"Sensor technology";"north-nl";6;4
"NL41";"BE24";"Slimme mobiliteit";"west-nl";NA;1
"NL41";"BE24";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;3
"NL41";"BE24";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;10
"NL41";"BE24";"Teeltverduurzaming";"west-nl";NA;3
"NL41";"BE24";"Tracing";"west-nl";NA;3
"NL41";"BE24";"Vertical Farming";"west-nl";NA;3
"NL41";"BE24";"Waste water treatment";"south-nl";1;3
"NL41";"BE24";"Waterstof";"west-nl";1;1
"NL41";"BE25";"Aerospace";"west-nl";NA;2
"NL41";"BE25";"Agro-tech/Smart farming";"east-nl";1;1
"NL41";"BE25";"Artificial intelligence";"south-nl";NA;50
"NL41";"BE25";"Batterietechnologie";"west-nl";NA;1
"NL41";"BE25";"Circulair Bouwen";"west-nl";NA;2
"NL41";"BE25";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL41";"BE25";"Cybersecurity";"west-nl";1;8
"NL41";"BE25";"Data technology";"north-nl";NA;17
"NL41";"BE25";"Digitale veiligheid";"south-nl";1;8
"NL41";"BE25";"E-health";"west-nl";NA;2
"NL41";"BE25";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL41";"BE25";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL41";"BE25";"Engineering Fabrication - Autonomous robots";"west-nl";NA;4
"NL41";"BE25";"Hernieuwbare energie - Composieten";"south-nl";NA;18
"NL41";"BE25";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL41";"BE25";"Hydrogen technology";"north-nl";NA;1
"NL41";"BE25";"Imaging";"west-nl";1;2
"NL41";"BE25";"Innovatief Waterbeheer";"west-nl";1;NA
"NL41";"BE25";"Innovaties voor preventie - Imaging";"east-nl";1;2
"NL41";"BE25";"Kringloop Landbouw";"west-nl";NA;2
"NL41";"BE25";"MedTech en Connected Health";"east-nl";NA;1
"NL41";"BE25";"Medtech/beeldvorming";"south-nl";1;2
"NL41";"BE25";"NANO";"west-nl";NA;22
"NL41";"BE25";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;22
"NL41";"BE25";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;18
"NL41";"BE25";"Precisielandbouw";"south-nl";1;NA
"NL41";"BE25";"Recyclage";"south-nl";NA;1
"NL41";"BE25";"Robotics - Autonomous robots";"south-nl";NA;4
"NL41";"BE25";"Robotics - Robots";"south-nl";NA;3
"NL41";"BE25";"Sensor technology";"north-nl";1;2
"NL41";"BE25";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;4
"NL41";"BE25";"Tracing";"west-nl";NA;1
"NL41";"BE25";"Waterstof";"west-nl";NA;1
"NL41";"BE31";"Aerospace";"west-nl";NA;3
"NL41";"BE31";"Agro-tech/Smart farming";"east-nl";NA;1
"NL41";"BE31";"Artificial intelligence";"south-nl";NA;53
"NL41";"BE31";"Batterietechnologie";"west-nl";NA;1
"NL41";"BE31";"Circulair Bouwen";"west-nl";NA;2
"NL41";"BE31";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL41";"BE31";"Cybersecurity";"west-nl";NA;9
"NL41";"BE31";"Data technology";"north-nl";NA;18
"NL41";"BE31";"Digitale veiligheid";"south-nl";NA;9
"NL41";"BE31";"E-health";"west-nl";NA;2
"NL41";"BE31";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL41";"BE31";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL41";"BE31";"Engineering Fabrication - Autonomous robots";"west-nl";NA;4
"NL41";"BE31";"Hernieuwbare energie - Composieten";"south-nl";3;19
"NL41";"BE31";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL41";"BE31";"Hydrogen technology";"north-nl";NA;1
"NL41";"BE31";"Imaging";"west-nl";NA;2
"NL41";"BE31";"Innovaties voor preventie - Imaging";"east-nl";NA;2
"NL41";"BE31";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL41";"BE31";"Kringloop Landbouw";"west-nl";NA;2
"NL41";"BE31";"Medtech/beeldvorming";"south-nl";NA;2
"NL41";"BE31";"NANO";"west-nl";NA;23
"NL41";"BE31";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;23
"NL41";"BE31";"Nanotechnologie en fotonica - Photonics";"east-nl";1;NA
"NL41";"BE31";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";3;19
"NL41";"BE31";"Recyclage";"south-nl";NA;1
"NL41";"BE31";"Robotics - Autonomous robots";"south-nl";NA;4
"NL41";"BE31";"Robotics - Robots";"south-nl";NA;3
"NL41";"BE31";"Sensor technology";"north-nl";NA;2
"NL41";"BE31";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;4
"NL41";"BE31";"Waterstof";"west-nl";NA;1
"NL41";"BE32";"3D-printing/additive productie";"south-nl";NA;1
"NL41";"BE32";"Aerospace";"west-nl";NA;2
"NL41";"BE32";"Agro-tech/Smart farming";"east-nl";NA;1
"NL41";"BE32";"Artificial intelligence";"south-nl";NA;52
"NL41";"BE32";"Batterietechnologie";"west-nl";NA;1
"NL41";"BE32";"Circulair Bouwen";"west-nl";NA;2
"NL41";"BE32";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL41";"BE32";"Cybersecurity";"west-nl";NA;8
"NL41";"BE32";"Data technology";"north-nl";NA;19
"NL41";"BE32";"Digitale veiligheid";"south-nl";NA;8
"NL41";"BE32";"E-health";"west-nl";NA;2
"NL41";"BE32";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL41";"BE32";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL41";"BE32";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;1
"NL41";"BE32";"Engineering Fabrication - Autonomous robots";"west-nl";NA;4
"NL41";"BE32";"Hernieuwbare energie - Composieten";"south-nl";NA;19
"NL41";"BE32";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL41";"BE32";"Hydrogen technology";"north-nl";NA;1
"NL41";"BE32";"Imaging";"west-nl";NA;2
"NL41";"BE32";"Innovaties voor preventie - Imaging";"east-nl";NA;2
"NL41";"BE32";"Kringloop Landbouw";"west-nl";NA;2
"NL41";"BE32";"Medtech/beeldvorming";"south-nl";NA;2
"NL41";"BE32";"NANO";"west-nl";NA;25
"NL41";"BE32";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;25
"NL41";"BE32";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;19
"NL41";"BE32";"Protein transition and food technology";"east-nl";1;NA
"NL41";"BE32";"Recyclage";"south-nl";NA;1
"NL41";"BE32";"Robotics - Autonomous robots";"south-nl";NA;4
"NL41";"BE32";"Robotics - Robots";"south-nl";NA;3
"NL41";"BE32";"Sensor technology";"north-nl";NA;2
"NL41";"BE32";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;1
"NL41";"BE32";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;4
"NL41";"BE32";"Super-labfoods";"south-nl";1;NA
"NL41";"BE32";"Waterstof";"west-nl";NA;1
"NL41";"BE33";"Aerospace";"west-nl";NA;3
"NL41";"BE33";"Agro-tech/Smart farming";"east-nl";NA;1
"NL41";"BE33";"Artificial intelligence";"south-nl";NA;55
"NL41";"BE33";"Batterietechnologie";"west-nl";NA;1
"NL41";"BE33";"Circulair Bouwen";"west-nl";NA;2
"NL41";"BE33";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL41";"BE33";"Cybersecurity";"west-nl";NA;8
"NL41";"BE33";"Data technology";"north-nl";NA;19
"NL41";"BE33";"Digitale veiligheid";"south-nl";NA;8
"NL41";"BE33";"E-health";"west-nl";NA;2
"NL41";"BE33";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL41";"BE33";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL41";"BE33";"Engineering Fabrication - Autonomous robots";"west-nl";NA;4
"NL41";"BE33";"Hernieuwbare energie - Composieten";"south-nl";NA;18
"NL41";"BE33";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL41";"BE33";"Hydrogen technology";"north-nl";NA;1
"NL41";"BE33";"Imaging";"west-nl";1;2
"NL41";"BE33";"Innovaties voor preventie - Imaging";"east-nl";1;2
"NL41";"BE33";"Kringloop Landbouw";"west-nl";NA;2
"NL41";"BE33";"Life sciences - Biotechnology";"west-nl";1;NA
"NL41";"BE33";"MedTech en Connected Health";"east-nl";NA;1
"NL41";"BE33";"Medtech/beeldvorming";"south-nl";1;2
"NL41";"BE33";"NANO";"west-nl";NA;25
"NL41";"BE33";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;25
"NL41";"BE33";"Nanotechnologie en fotonica - Photonics";"east-nl";1;2
"NL41";"BE33";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;18
"NL41";"BE33";"Protein transition and food technology";"east-nl";1;NA
"NL41";"BE33";"Recyclage";"south-nl";NA;1
"NL41";"BE33";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL41";"BE33";"Robotics - Autonomous robots";"south-nl";NA;4
"NL41";"BE33";"Robotics - Robots";"south-nl";NA;3
"NL41";"BE33";"Sensor technology";"north-nl";1;2
"NL41";"BE33";"Slimme mobiliteit";"west-nl";2;NA
"NL41";"BE33";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;4
"NL41";"BE33";"Super-labfoods";"south-nl";1;NA
"NL41";"BE33";"Tracing";"west-nl";NA;1
"NL41";"BE33";"Waterstof";"west-nl";NA;1
"NL41";"BE35";"Aerospace";"west-nl";NA;2
"NL41";"BE35";"Agro-tech/Smart farming";"east-nl";NA;1
"NL41";"BE35";"Artificial intelligence";"south-nl";NA;51
"NL41";"BE35";"Batterietechnologie";"west-nl";NA;1
"NL41";"BE35";"Circulair Bouwen";"west-nl";NA;2
"NL41";"BE35";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL41";"BE35";"Cybersecurity";"west-nl";NA;11
"NL41";"BE35";"Data technology";"north-nl";NA;19
"NL41";"BE35";"Digitale veiligheid";"south-nl";NA;11
"NL41";"BE35";"E-health";"west-nl";NA;2
"NL41";"BE35";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL41";"BE35";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL41";"BE35";"Engineering Fabrication - Autonomous robots";"west-nl";NA;4
"NL41";"BE35";"Hernieuwbare energie - Composieten";"south-nl";NA;18
"NL41";"BE35";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL41";"BE35";"Hydrogen technology";"north-nl";NA;1
"NL41";"BE35";"Imaging";"west-nl";NA;2
"NL41";"BE35";"Innovaties voor preventie - Imaging";"east-nl";NA;2
"NL41";"BE35";"Kringloop Landbouw";"west-nl";NA;2
"NL41";"BE35";"Medtech/beeldvorming";"south-nl";NA;2
"NL41";"BE35";"NANO";"west-nl";NA;24
"NL41";"BE35";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;24
"NL41";"BE35";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;18
"NL41";"BE35";"Recyclage";"south-nl";NA;2
"NL41";"BE35";"Robotics - Autonomous robots";"south-nl";NA;4
"NL41";"BE35";"Robotics - Robots";"south-nl";NA;3
"NL41";"BE35";"Sensor technology";"north-nl";NA;2
"NL41";"BE35";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;4
"NL41";"BE35";"Waterstof";"west-nl";NA;1
"NL41";"BG41";"Artificial intelligence";"south-nl";NA;3
"NL41";"BG41";"Cybersecurity";"west-nl";NA;1
"NL41";"BG41";"Data technology";"north-nl";NA;4
"NL41";"BG41";"Digitale veiligheid";"south-nl";NA;1
"NL41";"BG41";"Energielogistiek";"west-nl";NA;1
"NL41";"BG41";"NANO";"west-nl";NA;1
"NL41";"BG41";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;1
"NL41";"BG41";"Smart grids";"south-nl";NA;1
"NL41";"BG42";"Data technology";"north-nl";NA;1
"NL41";"CH01";"Advanced maintenance (CMMS)";"south-nl";NA;1
"NL41";"CH01";"Aerospace";"west-nl";NA;1
"NL41";"CH01";"Artificial intelligence";"south-nl";NA;32
"NL41";"CH01";"CO2 vrije elektriciteit";"west-nl";NA;4
"NL41";"CH01";"Cybersecurity";"west-nl";NA;3
"NL41";"CH01";"Data technology";"north-nl";1;14
"NL41";"CH01";"Digitale veiligheid";"south-nl";NA;3
"NL41";"CH01";"E-health";"west-nl";7;NA
"NL41";"CH01";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;3
"NL41";"CH01";"Energielogistiek";"west-nl";NA;1
"NL41";"CH01";"Energieopslag - Photovoltaic";"south-nl";NA;4
"NL41";"CH01";"Engineering Fabrication - Autonomous robots";"west-nl";1;2
"NL41";"CH01";"Hernieuwbare energie - Composieten";"south-nl";NA;11
"NL41";"CH01";"Imaging";"west-nl";5;1
"NL41";"CH01";"Innovaties voor preventie - Imaging";"east-nl";5;1
"NL41";"CH01";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL41";"CH01";"Life sciences - Biotechnology";"west-nl";1;NA
"NL41";"CH01";"MedTech en Connected Health";"east-nl";7;1
"NL41";"CH01";"Medtech/beeldvorming";"south-nl";5;1
"NL41";"CH01";"NANO";"west-nl";NA;16
"NL41";"CH01";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;16
"NL41";"CH01";"Nanotechnologie en fotonica - Photonics";"east-nl";1;5
"NL41";"CH01";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;11
"NL41";"CH01";"Personalised/precision medicine";"south-nl";7;NA
"NL41";"CH01";"Quantum";"west-nl";NA;1
"NL41";"CH01";"Regeneratieve geneeskunde";"west-nl";2;NA
"NL41";"CH01";"Robotics - Autonomous robots";"south-nl";1;2
"NL41";"CH01";"Robotics - Robots";"south-nl";1;1
"NL41";"CH01";"Robotisering Chirurgie-opafstand";"south-nl";1;1
"NL41";"CH01";"Sensor technology";"north-nl";7;NA
"NL41";"CH01";"Smart grids";"south-nl";NA;1
"NL41";"CH01";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";1;2
"NL41";"CH01";"Tracing";"west-nl";NA;1
"NL41";"CH02";"3D-printing/additive productie";"south-nl";NA;1
"NL41";"CH02";"Aerospace";"west-nl";NA;2
"NL41";"CH02";"Artificial intelligence";"south-nl";NA;22
"NL41";"CH02";"Batterietechnologie";"west-nl";1;NA
"NL41";"CH02";"Bio-landbouw";"south-nl";1;NA
"NL41";"CH02";"Biosensors";"south-nl";NA;1
"NL41";"CH02";"Circulaire en natuur - inclusieve landbouw";"east-nl";1;NA
"NL41";"CH02";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL41";"CH02";"Cybersecurity";"west-nl";NA;6
"NL41";"CH02";"Data technology";"north-nl";NA;15
"NL41";"CH02";"Digitale veiligheid";"south-nl";NA;6
"NL41";"CH02";"E-health";"west-nl";1;2
"NL41";"CH02";"Electrolizers voor Power2Molecule";"south-nl";1;NA
"NL41";"CH02";"Elektrische mobiliteit - Battery technologies";"south-nl";1;NA
"NL41";"CH02";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;1
"NL41";"CH02";"Energieopslag - Photovoltaic";"south-nl";NA;1
"NL41";"CH02";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;1
"NL41";"CH02";"Hergebruik plastic";"west-nl";1;NA
"NL41";"CH02";"Hernieuwbare energie - Composieten";"south-nl";NA;3
"NL41";"CH02";"Hydrogen technology";"north-nl";1;NA
"NL41";"CH02";"Imaging";"west-nl";3;2
"NL41";"CH02";"Innovaties voor preventie - Imaging";"east-nl";3;2
"NL41";"CH02";"Kringloop Landbouw";"west-nl";1;NA
"NL41";"CH02";"Life sciences - Biotechnology";"west-nl";NA;2
"NL41";"CH02";"MedTech en Connected Health";"east-nl";1;2
"NL41";"CH02";"Medtech/beeldvorming";"south-nl";3;2
"NL41";"CH02";"NANO";"west-nl";NA;22
"NL41";"CH02";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;22
"NL41";"CH02";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;4
"NL41";"CH02";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;3
"NL41";"CH02";"Personalised/precision medicine";"south-nl";1;NA
"NL41";"CH02";"Quantum";"west-nl";NA;1
"NL41";"CH02";"Recyclage";"south-nl";1;NA
"NL41";"CH02";"Robotics - Robots";"south-nl";NA;1
"NL41";"CH02";"Sensor technology";"north-nl";1;NA
"NL41";"CH02";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;1
"NL41";"CH02";"Tracing";"west-nl";NA;2
"NL41";"CH02";"Waste water treatment";"south-nl";1;NA
"NL41";"CH02";"Waterstof";"west-nl";1;NA
"NL41";"CH03";"Artificial intelligence";"south-nl";NA;12
"NL41";"CH03";"Batterietechnologie";"west-nl";1;1
"NL41";"CH03";"Bio-landbouw";"south-nl";2;NA
"NL41";"CH03";"Circulaire en natuur - inclusieve landbouw";"east-nl";2;NA
"NL41";"CH03";"CO2 vrije elektriciteit";"west-nl";1;NA
"NL41";"CH03";"Cybersecurity";"west-nl";NA;2
"NL41";"CH03";"Data technology";"north-nl";NA;6
"NL41";"CH03";"Digitale veiligheid";"south-nl";NA;2
"NL41";"CH03";"E-health";"west-nl";NA;2
"NL41";"CH03";"Elektrische mobiliteit - Battery technologies";"south-nl";1;1
"NL41";"CH03";"Elektrische mobiliteit - EV charging systems";"south-nl";1;NA
"NL41";"CH03";"Energieopslag - Photovoltaic";"south-nl";NA;1
"NL41";"CH03";"Hergebruik plastic";"west-nl";2;NA
"NL41";"CH03";"Hernieuwbare energie - Composieten";"south-nl";NA;8
"NL41";"CH03";"Imaging";"west-nl";1;1
"NL41";"CH03";"Innovaties voor preventie - Imaging";"east-nl";1;1
"NL41";"CH03";"Kringloop Landbouw";"west-nl";2;NA
"NL41";"CH03";"MedTech en Connected Health";"east-nl";NA;1
"NL41";"CH03";"Medtech/beeldvorming";"south-nl";1;1
"NL41";"CH03";"NANO";"west-nl";NA;19
"NL41";"CH03";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;19
"NL41";"CH03";"Nanotechnologie en fotonica - Photonics";"east-nl";4;1
"NL41";"CH03";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;8
"NL41";"CH03";"Quantum";"west-nl";NA;1
"NL41";"CH03";"Recyclage";"south-nl";2;1
"NL41";"CH03";"Slimme mobiliteit";"west-nl";1;NA
"NL41";"CH03";"Tracing";"west-nl";NA;1
"NL41";"CH03";"Waste water treatment";"south-nl";2;NA
"NL41";"CH04";"3D-printing/additive productie";"south-nl";NA;2
"NL41";"CH04";"Aerospace";"west-nl";NA;4
"NL41";"CH04";"Artificial intelligence";"south-nl";NA;82
"NL41";"CH04";"Biosensors";"south-nl";NA;1
"NL41";"CH04";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL41";"CH04";"Cybersecurity";"west-nl";1;4
"NL41";"CH04";"Data technology";"north-nl";2;25
"NL41";"CH04";"Digitale veiligheid";"south-nl";1;4
"NL41";"CH04";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;1
"NL41";"CH04";"Energielogistiek";"west-nl";NA;1
"NL41";"CH04";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;2
"NL41";"CH04";"Engineering Fabrication - Autonomous robots";"west-nl";NA;8
"NL41";"CH04";"Hernieuwbare energie - Composieten";"south-nl";NA;24
"NL41";"CH04";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL41";"CH04";"Imaging";"west-nl";1;1
"NL41";"CH04";"Innovatief Waterbeheer";"west-nl";NA;2
"NL41";"CH04";"Innovaties voor preventie - Imaging";"east-nl";1;1
"NL41";"CH04";"Life sciences - Biotechnology";"west-nl";5;1
"NL41";"CH04";"MedTech en Connected Health";"east-nl";NA;1
"NL41";"CH04";"Medtech/beeldvorming";"south-nl";1;1
"NL41";"CH04";"NANO";"west-nl";NA;40
"NL41";"CH04";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;40
"NL41";"CH04";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;4
"NL41";"CH04";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;24
"NL41";"CH04";"Protein transition and food technology";"east-nl";1;NA
"NL41";"CH04";"Quantum";"west-nl";NA;2
"NL41";"CH04";"Regeneratieve geneeskunde";"west-nl";5;1
"NL41";"CH04";"Robotics - Autonomous robots";"south-nl";NA;8
"NL41";"CH04";"Robotics - Robots";"south-nl";NA;6
"NL41";"CH04";"Sensor technology";"north-nl";1;NA
"NL41";"CH04";"Smart grids";"south-nl";NA;1
"NL41";"CH04";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;2
"NL41";"CH04";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;8
"NL41";"CH04";"Super-labfoods";"south-nl";1;NA
"NL41";"CH04";"Tracing";"west-nl";NA;1
"NL41";"CH04";"Water- en bodem-beheer";"south-nl";NA;2
"NL41";"CH05";"3D-printing/additive productie";"south-nl";NA;1
"NL41";"CH05";"Aerospace";"west-nl";NA;1
"NL41";"CH05";"Artificial intelligence";"south-nl";NA;57
"NL41";"CH05";"Biosensors";"south-nl";NA;2
"NL41";"CH05";"Circulair Bouwen";"west-nl";NA;2
"NL41";"CH05";"CO2 vrije elektriciteit";"west-nl";NA;3
"NL41";"CH05";"Cybersecurity";"west-nl";NA;13
"NL41";"CH05";"Data technology";"north-nl";NA;32
"NL41";"CH05";"Digitale veiligheid";"south-nl";NA;13
"NL41";"CH05";"E-health";"west-nl";NA;2
"NL41";"CH05";"Electrolizers voor Power2Molecule";"south-nl";NA;4
"NL41";"CH05";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;2
"NL41";"CH05";"Energielogistiek";"west-nl";NA;3
"NL41";"CH05";"Energieopslag - Photovoltaic";"south-nl";NA;1
"NL41";"CH05";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;1
"NL41";"CH05";"Engineering Fabrication - Autonomous robots";"west-nl";NA;4
"NL41";"CH05";"Hernieuwbare energie - Composieten";"south-nl";NA;15
"NL41";"CH05";"Hydrogen technology";"north-nl";NA;4
"NL41";"CH05";"Imaging";"west-nl";NA;2
"NL41";"CH05";"Innovaties voor preventie - Imaging";"east-nl";NA;2
"NL41";"CH05";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL41";"CH05";"Kringloop Landbouw";"west-nl";NA;2
"NL41";"CH05";"Life sciences - Biotechnology";"west-nl";1;1
"NL41";"CH05";"MedTech en Connected Health";"east-nl";NA;2
"NL41";"CH05";"Medtech/beeldvorming";"south-nl";NA;2
"NL41";"CH05";"NANO";"west-nl";NA;30
"NL41";"CH05";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;30
"NL41";"CH05";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;5
"NL41";"CH05";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;15
"NL41";"CH05";"Protein transition and food technology";"east-nl";1;NA
"NL41";"CH05";"Quantum";"west-nl";NA;1
"NL41";"CH05";"Regeneratieve geneeskunde";"west-nl";1;NA
"NL41";"CH05";"Robotics - Autonomous robots";"south-nl";NA;4
"NL41";"CH05";"Robotics - Robots";"south-nl";NA;2
"NL41";"CH05";"Robotisering Chirurgie-opafstand";"south-nl";NA;4
"NL41";"CH05";"Smart grids";"south-nl";NA;3
"NL41";"CH05";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;1
"NL41";"CH05";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;4
"NL41";"CH05";"Super-labfoods";"south-nl";1;NA
"NL41";"CH05";"Tracing";"west-nl";NA;2
"NL41";"CH05";"Waterstof";"west-nl";NA;4
"NL41";"CH07";"Artificial intelligence";"south-nl";NA;7
"NL41";"CH07";"Cybersecurity";"west-nl";NA;1
"NL41";"CH07";"Data technology";"north-nl";NA;12
"NL41";"CH07";"Digitale veiligheid";"south-nl";NA;1
"NL41";"CY00";"Agro-tech/Smart farming";"east-nl";NA;1
"NL41";"CY00";"Artificial intelligence";"south-nl";NA;9
"NL41";"CY00";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL41";"CY00";"Cybersecurity";"west-nl";NA;7
"NL41";"CY00";"Data technology";"north-nl";NA;4
"NL41";"CY00";"Digitale veiligheid";"south-nl";NA;7
"NL41";"CY00";"Energielogistiek";"west-nl";NA;1
"NL41";"CY00";"Energieopslag - Photovoltaic";"south-nl";NA;1
"NL41";"CY00";"Recyclage";"south-nl";NA;1
"NL41";"CY00";"Smart grids";"south-nl";NA;1
"NL41";"CZ01";"Artificial intelligence";"south-nl";NA;18
"NL41";"CZ01";"Biosensors";"south-nl";NA;1
"NL41";"CZ01";"Cybersecurity";"west-nl";NA;3
"NL41";"CZ01";"Data technology";"north-nl";NA;12
"NL41";"CZ01";"Digitale veiligheid";"south-nl";NA;3
"NL41";"CZ01";"Engineering Fabrication - Autonomous robots";"west-nl";NA;3
"NL41";"CZ01";"Hernieuwbare energie - Composieten";"south-nl";NA;4
"NL41";"CZ01";"Imaging";"west-nl";NA;2
"NL41";"CZ01";"Innovaties voor preventie - Imaging";"east-nl";NA;2
"NL41";"CZ01";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL41";"CZ01";"Medtech/beeldvorming";"south-nl";NA;2
"NL41";"CZ01";"NANO";"west-nl";NA;22
"NL41";"CZ01";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;22
"NL41";"CZ01";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;2
"NL41";"CZ01";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;4
"NL41";"CZ01";"Quantum";"west-nl";NA;1
"NL41";"CZ01";"Regeneratieve geneeskunde";"west-nl";1;NA
"NL41";"CZ01";"Robotics - Autonomous robots";"south-nl";NA;3
"NL41";"CZ01";"Sensor technology";"north-nl";1;NA
"NL41";"CZ01";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;3
"NL41";"CZ02";"Artificial intelligence";"south-nl";NA;16
"NL41";"CZ02";"Biosensors";"south-nl";NA;1
"NL41";"CZ02";"Cybersecurity";"west-nl";NA;1
"NL41";"CZ02";"Data technology";"north-nl";NA;11
"NL41";"CZ02";"Digitale veiligheid";"south-nl";NA;1
"NL41";"CZ02";"Engineering Fabrication - Autonomous robots";"west-nl";NA;3
"NL41";"CZ02";"Hernieuwbare energie - Composieten";"south-nl";NA;3
"NL41";"CZ02";"Imaging";"west-nl";NA;1
"NL41";"CZ02";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL41";"CZ02";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL41";"CZ02";"Medtech/beeldvorming";"south-nl";NA;1
"NL41";"CZ02";"NANO";"west-nl";NA;13
"NL41";"CZ02";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;13
