Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Funding Status,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Series A - LevaData,https://www.crunchbase.com/funding_round/levadata-series-a--0a4b5ed8,LevaData,https://www.crunchbase.com/organization/levadata,Series A,5500000,USD,5500000,2016-12-01,Early Stage Venture,,,,Yes,"LevaData develops a supply management platform that helps control risks, reduce costs, and accelerate new product development.","Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Procurement, SaaS, Supply Chain Management",,"Pleasanton, California, United States, North America",https://www.levadata.com,$10M to $50M,65500000,USD,65500000,4,Late Stage Venture,Tola Capital,Tola Capital,1,1,"217,950"
Corporate Round - Monedo,https://www.crunchbase.com/funding_round/kreditech-corporate-round--c7439729,Monedo,https://www.crunchbase.com/organization/kreditech,Corporate Round,10400000,USD,10400000,2016-12-15,,,,,Yes,Monedo uses machine-learning technologies to provide access to better credit for the underbanked.,"Banking, Big Data, Finance, Financial Services, FinTech, Machine Learning",,"Hamburg, Hamburg, Germany, Europe",https://www.monedo.com/,$50M to $100M,519223147,USD,519223147,15,,Rakuten,Rakuten,1,1,"382,505"
Seed Round - Spectrm,https://www.crunchbase.com/funding_round/spectrm-seed--8e416bee,Spectrm,https://www.crunchbase.com/organization/spectrm,Seed,1500000,USD,1500000,2016-08-08,Seed,,,,Yes,"Consumer marketers use Spectrm to engage and convert customers with AI chatbots on popular messaging apps, like WhatsApp and Messenger.","Analytics, Artificial Intelligence (AI), Chatbot, CRM, Enterprise Software, Marketing Automation, Messaging, Natural Language Processing, SaaS",,"Berlin, Berlin, Germany, Europe",http://www.spectrm.io,$10M to $50M,11000000,USD,11000000,4,Early Stage Venture,,"Axel Springer, BDMI, Jens Schumann, Lerer Hippeau, Next Media Accelerator, North Base Media",,6,"257,663"
Series A - Kether,https://www.crunchbase.com/funding_round/kether-3566-series-a--4a29968c,Kether,https://www.crunchbase.com/organization/kether-3566,Series A,20000000,CNY,3079880,2016-01-01,Early Stage Venture,,,,Yes,Kether is a designer and developer of brain monitoring device company.,"Electronics, Health Care, Intelligent Systems",,"Hangzhou, Zhejiang, China, Asia",http://kether.cn,,54000000,CNY,8294097,5,Early Stage Venture,Zhongguancun VC Development Center,Zhongguancun VC Development Center,,1,"565,049"
Seed Round - Wefarm,https://www.crunchbase.com/funding_round/we-farm-seed--7ac510b5,Wefarm,https://www.crunchbase.com/organization/we-farm,Seed,1600000,USD,1600000,2016-11-16,Seed,,,,Yes,Wefarm is a farmer-to-farmer digital network that enables users to share information via SMS.,"AgTech, Farming, Internet, Machine Learning, SMS",,"London, England, United Kingdom, Europe",https://wefarm.com,$10M to $50M,32014650,USD,32014650,11,Early Stage Venture,LocalGlobe,"ADV, LocalGlobe, Wayra",4,3,"257,907"
Seed Round - Moovex,https://www.crunchbase.com/funding_round/moovex-seed--831812d5,Moovex,https://www.crunchbase.com/organization/moovex,Seed,2500000,USD,2500000,2016-01-01,Seed,,,,Yes,Moovex is the next generation of Autonomous Dispatch and Route Optimization technology for fleets of any type in any business scenario.,"Artificial Intelligence (AI), Fleet Management, Machine Learning, Ride Sharing, Software, Transportation",,"Tel Aviv, Tel Aviv, Israel, Asia",http://www.moovex.ai/,$1M to $10M,3500000,USD,3500000,2,Early Stage Venture,Founders Group,Founders Group,,1,"200,733"
Series B - Zymergen,https://www.crunchbase.com/funding_round/zymergen-series-b--2eec442e,Zymergen,https://www.crunchbase.com/organization/zymergen,Series B,130000000,USD,130000000,2016-10-11,Early Stage Venture,,,,Yes,"Zymergen is a biotechnology company that specializes in machine learning, big data, and artificial intelligence.","Artificial Intelligence (AI), Big Data, Bioinformatics, Machine Learning, Robotics",,"Emeryville, California, United States, North America",http://www.zymergen.com,$100M to $500M,974140000,USD,974140000,6,M&A,SoftBank,"AME Cloud Ventures, DCVC, ICONIQ Capital, Innovation Endeavors, Obvious Ventures, Prelude Ventures, SoftBank, Tao Capital Partners, Threshold, Two Sigma",1,10,"258,334"
Series B - JX Press,https://www.crunchbase.com/funding_round/jx-press-series-b--e5b107db,JX Press,https://www.crunchbase.com/organization/jx-press,Series B,3000000,USD,3000000,2016-07-27,Early Stage Venture,,,,Yes,"JX Press provides breaking news bulletins for urgent information on accidents, natural disasters, and other incidents detected by AI.","Big Data, Data Mining, Digital Media, Natural Language Processing, News",,"Tokyo, Tokyo, Japan, Asia",https://jxpress.net/,$1M to $10M,34200000,USD,34200000,9,Late Stage Venture,QUICK,"Kyodo News, QUICK",,2,"201,521"
Series B - Boxever,https://www.crunchbase.com/funding_round/boxever-series-b--65598a9d,Boxever,https://www.crunchbase.com/organization/boxever,Series B,12000000,USD,12000000,2016-01-19,Early Stage Venture,,,,Yes,Boxever is a digital optimization platform that uses data and AI to help brands make every customer interaction smarter.,"Analytics, Artificial Intelligence (AI), Big Data, Personalization, SaaS, Software, Travel",,"Dublin, Dublin, Ireland, Europe",https://www.boxever.com/,$10M to $50M,19000000,USD,19000000,4,M&A,Polaris Partners,"Frontline Ventures, Polaris Partners, Silicon Valley Bank",1,3,"258,953"
Series A - 4iQ,https://www.crunchbase.com/funding_round/4iq-series-a--4b9b749e,4iQ,https://www.crunchbase.com/organization/4iq,Series A,14000000,USD,14000000,2016-10-04,Early Stage Venture,,,,Yes,"4iQ is a Cyber Intelligence company that protects digital identities and investigating threats, adversaries, and fraud.","Artificial Intelligence (AI), Cyber Security, Information Technology, Internet, Security, Software",Hispanic / Latine Founded,"Los Altos, California, United States, North America",https://4iq.com/,$1M to $10M,62000000,USD,62000000,3,Late Stage Venture,Forgepoint Capital,"Adara Ventures, Armat Group, Forgepoint Capital, Telefónica Innovation Ventures, Wayra Chile",1,5,"201,809"
Seed Round - Nanit,https://www.crunchbase.com/funding_round/nanit-seed--99da10a1,Nanit,https://www.crunchbase.com/organization/nanit,Seed,6600000,USD,6600000,2016-06-15,Seed,,,,Yes,Nanit is a startup developing smart baby monitors and sleep tracker devices.,"Baby, Child Care, Health Care, Information Technology, Machine Learning",Women Led,"New York, New York, United States, North America",https://www.nanit.com/,$10M to $50M,74600000,USD,74600000,6,Late Stage Venture,Upfront Ventures,"645 Ventures, AME Cloud Ventures, Flex, RRE Ventures, Story Ventures, Upfront Ventures, Vijay Chattha, Wareness.io",2,8,"259,386"
Venture Round - Quantifind,https://www.crunchbase.com/funding_round/quantifind-series-unknown--6c5a15e3,Quantifind,https://www.crunchbase.com/organization/quantifind,Venture - Series Unknown,30000000,USD,30000000,2016-02-24,,,,,Yes,Advanced AI solutions for financial risk management,"Analytics, Artificial Intelligence (AI), Big Data, FinTech, Software",,"Menlo Park, California, United States, North America",http://quantifind.com,$1M to $10M,91322408,USD,91322408,7,,Cathay Innovation,"ABK Technologies, LLC, Cathay Innovation, Comcast Ventures, Redpoint",1,4,"388,457"
Venture Round - Blue Ocean Robotics,https://www.crunchbase.com/funding_round/blue-ocean-robotics-series-unknown--a5bdde54,Blue Ocean Robotics,https://www.crunchbase.com/organization/blue-ocean-robotics,Venture - Series Unknown,8350000,USD,8350000,2016-09-02,,,,,Yes,Denmark-based robotis company with a mission to bridge academic-based research to businesses. Focus is on commercializing robotics R&D.,"Artificial Intelligence (AI), Industrial Automation, Robotics",,"Odense, Syddanmark, Denmark, Europe",http://www.blue-ocean-robotics.com,$1M to $10M,119008058,USD,119008058,7,,,,,,"374,488"
Convertible Note - Mirametrix,https://www.crunchbase.com/funding_round/mirametrix-gaming-convertible-note--37bf9fb9,Mirametrix,https://www.crunchbase.com/organization/mirametrix-gaming,Convertible Note,2300000,CAD,1722440,2016-10-25,,,,,No,"Natural human-computer interaction on all consumer electronics, powered by breakthrough Attention Sensing technology.","Artificial Intelligence (AI), Computer, Computer Vision, Consumer Electronics, Human Computer Interaction, Software",,"Montréal, Quebec, Canada, North America",http://www.mirametrix.com,$1M to $10M,13450000,CAD,11512511,6,M&A,,,,,"339,970"
Venture Round - SpotRight,https://www.crunchbase.com/funding_round/spotright-series-unknown--d4ff47e6,SpotRight,https://www.crunchbase.com/organization/spotright,Venture - Series Unknown,2949000,USD,2949000,2016-09-20,,,,,Yes,SpotRight is a developer of an audience insight and targeting platform to provide direct and brand marketers with social data and influence.,"Advertising, Analytics, Artificial Intelligence (AI), Big Data, Consumer Research, Digital Marketing, SaaS, Social Media Marketing",,"Little Rock, Arkansas, United States, North America",http://spotright.com,$1M to $10M,19711000,USD,19711000,7,M&A,,,,,"340,086"
Series A - VAST Data,https://www.crunchbase.com/funding_round/vast-data-series-a--fa5709f4,VAST Data,https://www.crunchbase.com/organization/vast-data,Series A,15000000,USD,15000000,2016-01-02,Early Stage Venture,,,,Yes,"VAST Data offers a unified data platform that integrates storage, database, and compute capabilities into a single software platform.","Artificial Intelligence (AI), Database, Software",,"New York, New York, United States, North America",http://www.vastdata.com,$100M to $500M,381000000,USD,381000000,7,Late Stage Venture,,"83North, Norwest Venture Partners",,2,"340,146"
Seed Round - ForClassmates,https://www.crunchbase.com/funding_round/forclassmates-seed--5077ddf7,ForClassmates,https://www.crunchbase.com/organization/forclassmates,Seed,1710000,USD,1710000,2016-12-01,Seed,,,,Yes,ForClassmates focuses on developing instructional resources for elementary and secondary school students by using our expertise.,"Apps, Artificial Intelligence (AI), E-Learning, EdTech, Education, Mobile Apps, Printing, Publishing",,"Prague, Hlavni mesto Praha, Czech Republic, Europe",https://www.forclassmates.com,$1M to $10M,4904988,USD,4904988,4,Seed,,,,,"340,573"
Seed Round - Baffle,https://www.crunchbase.com/funding_round/baffle-seed--b99c4af2,Baffle,https://www.crunchbase.com/organization/baffle,Seed,3000000,USD,3000000,2016-10-25,Seed,,,,Yes,Baffle protects data in the cloud by securing the data analytics pipeline for modern enterprises without any code changes or disruption.,"Analytics, Artificial Intelligence (AI), Cloud Security, Cyber Security, Enterprise Applications, Machine Learning, Privacy, SaaS, Security, Software",,"Santa Clara, California, United States, North America",http://baffle.io/,$1M to $10M,36500000,USD,36500000,6,Early Stage Venture,True Ventures,"Antecedent Ventures, Engineering Capital, True Ventures",1,3,"342,141"
Series A - Cloverpop,https://www.crunchbase.com/funding_round/cloverpop-series-a--15e0c8ed,Cloverpop,https://www.crunchbase.com/organization/cloverpop,Series A,6200000,USD,6200000,2016-10-25,Early Stage Venture,,,,Yes,Cloverpop is a decision Intelligence platform based on a system of record for business decisions.,"B2B, Collaboration, Enterprise Software, Predictive Analytics, SaaS, Software",,"Chicago, Illinois, United States, North America",https://www.cloverpop.com,Less than $1M,9117745,USD,9117745,4,Early Stage Venture,"TDF Ventures, True Ventures","Next Coast Ventures, TDF Ventures, True Ventures",,3,"342,539"
Seed Round - LILT,https://www.crunchbase.com/funding_round/lilt-seed--63f46af7,LILT,https://www.crunchbase.com/organization/lilt,Seed,2350000,USD,2350000,2016-10-28,Seed,,,,Yes,LILT is the complete enterprise AI platform for content translation and creation,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Natural Language Processing, Translation Service",,"Emeryville, California, United States, North America",https://lilt.com/,$1M to $10M,92500000,USD,92500000,5,Late Stage Venture,"Redpoint, Zetta Venture Partners","Redpoint, XSeed Capital, Zetta Venture Partners",,3,"140,211"
Seed Round - Solvvy,https://www.crunchbase.com/funding_round/solvvy-inc-seed--78a77d9e,Solvvy,https://www.crunchbase.com/organization/solvvy-inc,Seed,4500000,USD,4500000,2016-12-12,Seed,,,,Yes,Solvvy is a machine learning startup that reinvents the customer experience by delivering a  better self-service platform.,"Artificial Intelligence (AI), Customer Service, Information Technology, Internet, Machine Learning, SaaS",,"San Mateo, California, United States, North America",http://solvvy.com,Less than $1M,16500000,USD,16500000,2,M&A,True Ventures,"Carnegie Mellon University, Hamid Borkhordhar, Investment Group of Santa Barbara, Pear VC, Signatures Capital, True Ventures",1,6,"140,528"
Series B - Quartet Health,https://www.crunchbase.com/funding_round/quartet-health-series-b--0182b704,Quartet Health,https://www.crunchbase.com/organization/quartet-health,Series B,40000000,USD,40000000,2016-04-14,Early Stage Venture,,,,Yes,Quartet Health is a platform that makes it easier for people to get the best mental health care for them.,"Health Care, Hospital, Information Technology, Mental Health, Personal Health, Predictive Analytics, Psychology",,"New York, New York, United States, North America",http://www.quartethealth.com,$10M to $50M,265886252,USD,265886252,7,,Google Ventures,"F-Prime Capital, Google Ventures, Oak HC/FT, Polaris Partners",4,4,"140,774"
Venture Round - BP3 Global,https://www.crunchbase.com/funding_round/bp3-global-series-unknown--b04cc2c6,BP3 Global,https://www.crunchbase.com/organization/bp3-global,Venture - Series Unknown,10000000,USD,10000000,2016-07-27,,,,,Yes,BP3 gives people faster ways to get things done. Digital Process Automation Experts.,"Artificial Intelligence (AI), Consulting, Information Technology, Intelligent Systems, Management Information Systems, Software, Training",,"Austin, Texas, United States, North America",https://www.bp-3.com/,$10M to $50M,10000000,USD,10000000,1,,Petra Capital Partners,Petra Capital Partners,,1,"201,817"
Series A - Latch,https://www.crunchbase.com/funding_round/latch-series-a--bb3af711,Latch,https://www.crunchbase.com/organization/latch,Series A,10500000,USD,10500000,2016-02-10,Early Stage Venture,,,,Yes,Latch provides integrated hardware and software solutions.,"Apps, Artificial Intelligence (AI), Smart Home, Software",,"New York, New York, United States, North America",http://www.Latch.com,$10M to $50M,342120000,USD,342120000,7,IPO,Lux Capital,"Alpaca VC, Camber Creek, CEAS Investments, Expansion Venture Capital, Fairhaven Capital Partners, LeFrak, Lux Capital, PCH International, Primary Venture Partners, R/GA, R/GA Ventures, Sterling.VC, Techstars, Third Prime, Tusk Venture Partners, Wan Li Zhu, Wharton Equity Partners",3,17,"475,956"
Seed Round - ROSS Intelligence,https://www.crunchbase.com/funding_round/ross-intelligence-seed--7ce4d29c,ROSS Intelligence,https://www.crunchbase.com/organization/ross-intelligence,Seed,4300000,USD,4300000,2016-01-01,Seed,,,,Yes,ROSS Intelligence builds artificially intelligent tools to the legal world.,"Artificial Intelligence (AI), Legal, Machine Learning, Natural Language Processing","Black Founded, Hispanic / Latine Founded, Hispanic / Latine Led","San Francisco, California, United States, North America",https://blog.rossintelligence.com,$1M to $10M,14760997,USD,14760997,8,,Inovia Capital,"Hedgewood, Inovia Capital, Nextlaw Labs, Real Ventures, The Family, Y Combinator",1,6,"460,704"
