Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Ascent Robotics,https://www.crunchbase.com/funding_round/ascent-robotics-inc-seed--7a516563,Ascent Robotics,https://www.crunchbase.com/organization/ascent-robotics-inc,Seed,800000,USD,800000,2016-09-09,Seed,4000000,USD,4000000,Yes,Ascent is a Tokyo-based AI and robotics company developing cutting-edge software with the goal of helping create a more autonomous future.,,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Robotics, Software","Shibuya, Kanagawa, Japan, Asia",http://ascent.ai,$1M to $10M,11131200,USD,11131200,,3,,,,,"300,859"
Pre Seed Round - NLPCORE,https://www.crunchbase.com/funding_round/nlpcore-pre-seed--1c5c7fdf,NLPCORE,https://www.crunchbase.com/organization/nlpcore,Pre-Seed,300000,USD,300000,2016-08-15,Seed,1200000,USD,1200000,Yes,Patented Text Analytics for Life Sciences Research and AI Solution Developers,,"Artificial Intelligence (AI), Life Science, Machine Learning, Software, Text Analytics","Seattle, Washington, United States, North America",https://nlpcore.com,,300000,USD,300000,Seed,1,,,,,"526,093"
Seed Round - viisights,https://www.crunchbase.com/funding_round/viisights-seed--fbec5fb3,viisights,https://www.crunchbase.com/organization/viisights,Seed,250000,USD,250000,2016-04-13,Seed,,,,Yes,viisights is a leading innovator of behavioral recognition systems for real-time video intelligence.,,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Computer Vision, Homeland Security, Machine Learning, Public Safety, Smart Cities, Software, Transportation","Tel Aviv, Tel Aviv, Israel, Asia",http://www.viisights.com,$1M to $10M,23650000,USD,23650000,Early Stage Venture,6,Skywell Capital Partners,Skywell Capital Partners,1,,"427,591"
Seed Round - Statsbot,https://www.crunchbase.com/funding_round/statsbot-seed--c87acc8d,Statsbot,https://www.crunchbase.com/organization/statsbot,Seed,200000,USD,200000,2016-07-01,Seed,,,,Yes,Statsbot is a Business Intelligent assistant to explore data and get analytical insights,,"Analytics, Artificial Intelligence (AI), Data Visualization, Information Technology, Internet, Software","San Francisco, California, United States, North America",http://statsbot.co,$1M to $10M,1925000,USD,1925000,Seed,3,,"Betaworks, TCG",2,,"301,966"
Angel Round - Qsic,https://www.crunchbase.com/funding_round/qsic-angel--7d70855e,Qsic,https://www.crunchbase.com/organization/qsic,Angel,1000000,AUD,767828,2016-08-15,Seed,,,,Yes,Qsic is an AI driven experience platform currently focused on the retail and QSR industries.,,"Artificial Intelligence (AI), Machine Learning, Retail","Melbourne, Victoria, Australia, Oceania",https://www.getqsic.com,$1M to $10M,8300000,AUD,6450721,Early Stage Venture,5,,,,,"618,760"
Seed Round - Broadcast Wearables Pvt Ltd,https://www.crunchbase.com/funding_round/broadcast-wear-seed--dae9bd6d,Broadcast Wearables Pvt Ltd,https://www.crunchbase.com/organization/broadcast-wear,Seed,120000,USD,120000,2016-06-27,Seed,,,,Yes,"Worlds 1st Programmable Tshirt, World's 1st Fitness Jersey with Functions of a Fitness Band, World's 1st Cycling Jersey LEDTurn Indicators",,"Artificial Intelligence (AI), Consumer, Cycling, Internet of Things, Machine Learning, Motion Capture, Outdoors, Retail, Sports, Textiles","Hyderabad, Andhra Pradesh, India, Asia",http://www.broadcastwear.com/,Less than $1M,120000,USD,120000,Seed,1,,,,,"302,143"
Venture Round - KATSANA Holdings Sdn Bhd,https://www.crunchbase.com/funding_round/pixelated-series-unknown--eb777d7b,KATSANA Holdings Sdn Bhd,https://www.crunchbase.com/organization/pixelated,Venture - Series Unknown,900000,USD,900000,2016-12-19,,,,,Yes,"KATSANA is a data company focusing on connected cars, telematics and usage-based insurance.",,"Auto Insurance, Automotive, Big Data, Fleet Management, Gamification, Internet of Things, Location Based Services, Machine Learning, Predictive Analytics, Real Time","Kuala Lumpur, Kuala Lumpur, Malaysia, Asia",http://www.katsana.com,$1M to $10M,1069232,USD,1069232,,4,,,,,"302,625"
Seed Round - Unibap,https://www.crunchbase.com/funding_round/unibap-seed--18529f26,Unibap,https://www.crunchbase.com/organization/unibap,Seed,10000000,SEK,1136365,2016-10-13,Seed,,,,Yes,Taking intelligent automation and vision perception further,,"Artificial Intelligence (AI), Industrial, Industrial Automation","Uppsala, Uppsala Lan, Sweden, Europe",https://unibap.com/,Less than $1M,22000000,SEK,2478880,Seed,2,,,,,"302,878"
Seed Round - LogFuze,https://www.crunchbase.com/funding_round/logfuze-seed--3331420c,LogFuze,https://www.crunchbase.com/organization/logfuze,Seed,250000,USD,250000,2016-04-06,Seed,,,,Yes,LogFuze is an IoT Analytics Company,,"Analytics, Artificial Intelligence (AI), Energy, Internet of Things, Machine Learning, Manufacturing","Perungudi, Tamil Nadu, India, Asia",http://www.logfuze.com,Less than $1M,450000,USD,450000,Seed,2,,,,,"303,219"
"Convertible Note - Predictive, Inc.",https://www.crunchbase.com/funding_round/predictive-inc-convertible-note--33bbdb75,"Predictive, Inc.",https://www.crunchbase.com/organization/predictive-inc,Convertible Note,150000,USD,150000,2016-08-01,,,,,No,Predictive simplifies operations through artificial intelligence.,Black Founded,"Analytics, Artificial Intelligence (AI), Finance, FinTech, Hedge Funds","Atlanta, Georgia, United States, North America",https://www.predictiveops.com,$1M to $10M,500000,USD,500000,,2,,"Justin Sokolowski, Raj Sultanian",2,,"299,728"
Angel Round - Tinychef,https://www.crunchbase.com/funding_round/iok-labs-inc-angel--493926dc,Tinychef,https://www.crunchbase.com/organization/iok-labs-inc,Angel,352560,USD,352560,2016-11-29,Seed,,,,Yes,"Tinychef is a voice-recognition culinary platform that allows users to create meals tailored to their taste, needs, and aspirations.",Women Founded,"Artificial Intelligence (AI), Consumer Goods, Cooking","New York, New York, United States, North America",https://www.tinychef.ai/,Less than $1M,2815310,USD,2815310,Seed,9,SOSV,"Abinash Das, Bijoy Thomas, Mahesh Jambunath, Rajan Anandan, Rajesh Patil, Rajshekhar Metgud, Sadu Kurahatti, Shrinivas Govind, SOSV, Swamy Kotagiri, Vageesh Patil, Vanita Shettar",12,2,"301,435"
Seed Round - Triggmine,https://www.crunchbase.com/funding_round/triggmine-seed--bed7995d,Triggmine,https://www.crunchbase.com/organization/triggmine,Seed,460000,USD,460000,2016-05-15,Seed,,,,Yes,AI-powered email marketing for e-commerce,,"Artificial Intelligence (AI), E-Commerce, SaaS","Tallinn, Harjumaa, Estonia, Europe",http://www.triggmine.com/en/,$1M to $10M,1495000,USD,1495000,,4,,,,,"301,949"
Angel Round - Bomayu,https://www.crunchbase.com/funding_round/bomayu-angel--fbc36165,Bomayu,https://www.crunchbase.com/organization/bomayu,Angel,3000000,CNY,452605,2016-08-02,Seed,,,,Yes,Bomayu is a human resource platform that focuses on the internet and the artificial intelligence industry.,,"Artificial Intelligence (AI), Human Resources, Internet, Recruiting","Chengdu, Sichuan, China, Asia",https://www.bomayu.com/,,3000000,CNY,452605,Seed,1,,"Jiangxin Duyun Touzi, NewMargin Ventures",2,,"302,111"
Seed Round - DTE ehf,https://www.crunchbase.com/funding_round/dynamic-technology-equipment-seed--f84da750,DTE ehf,https://www.crunchbase.com/organization/dynamic-technology-equipment,Seed,1100000,USD,1100000,2016-05-06,Seed,,,,Yes,Actionable real-time process analytics for the metals industry.,,"Analytics, Industrial, Industrial Automation, Machine Learning, Sensor","Reykjavík, Gullbringusysla, Iceland, Europe",http://www.dte.ai,$10M to $50M,36207292,USD,36207292,Early Stage Venture,12,Brunnur Ventures,Brunnur Ventures,1,,"523,163"
Convertible Note - Untapt,https://www.crunchbase.com/funding_round/untapt-convertible-note--7cbb0ce0,Untapt,https://www.crunchbase.com/organization/untapt,Convertible Note,458000,USD,458000,2016-05-25,,,,,No,Untapt is a software company applying Deep Learning to the hardest problems in talent and recruitment.,,"Artificial Intelligence (AI), B2B, Consulting, Human Resources, Information Technology, Machine Learning, Natural Language Processing, SaaS, Software","New York, New York, United States, North America",https://www.untapt.com/,$1M to $10M,7918000,USD,7918000,M&A,6,,,,,"523,586"
Grant - Planck Aerosystems,https://www.crunchbase.com/funding_round/planck-aerosystems-grant--477d9112,Planck Aerosystems,https://www.crunchbase.com/organization/planck-aerosystems,Grant,224912,USD,224912,2016-12-14,,,,,No,"Planck technology ushers in a new era of drone flight, unlocking a world of new applications.",,"Aerospace, Artificial Intelligence (AI), Automotive, Computer Vision, Drones, Information Technology, Navigation, Robotics","San Diego, California, United States, North America",http://www.planckaero.com,$1M to $10M,6045824,USD,6045824,M&A,4,National Science Foundation,National Science Foundation,1,,"257,745"
Seed Round - Wysa,https://www.crunchbase.com/funding_round/touchkin-eservices-seed--69abbad8,Wysa,https://www.crunchbase.com/organization/touchkin-eservices,Seed,400000,USD,400000,2016-03-29,Seed,,,,Yes,Wysa is a mental health wellness platform that helps individuals in managing their mental and emotional stress.,,"Artificial Intelligence (AI), Health Care, Mental Health, mHealth, Software, Wellness","Bangalore, Karnataka, India, Asia",https://www.wysa.io,,29457626,USD,29457626,Early Stage Venture,7,,"Alok Mittal, Amit Gupta, Himanshu Aggarwal, Puneet Agarwal, Raghunandan G",5,,"258,410"
Pre Seed Round - TalentAdore,https://www.crunchbase.com/funding_round/talentadore-pre-seed--90834d3f,TalentAdore,https://www.crunchbase.com/organization/talentadore,Pre-Seed,111000,EUR,123485,2016-06-29,Seed,,,,Yes,Hire the Right Talent with AI-based Recruitment Software. Engage job candidates throughout the entire job application journey.,,"Artificial Intelligence (AI), Big Data, Enterprise Software, Human Resources, Information Technology, Machine Learning, SaaS, Software","Kerava, Southern Finland, Finland, Europe",http://talentadore.com/,,567778,USD,567778,Seed,9,,,,,"259,143"
Angel Round - ControlSYS,https://www.crunchbase.com/funding_round/controlsys-angel--14f7a4dd,ControlSYS,https://www.crunchbase.com/organization/controlsys,Angel,3000000,CNY,450867,2016-07-01,Seed,,,,Yes,ControlSYS is the energy management and apartment intelligent management solution.,,"Electronics, Energy, Intelligent Systems, Software","Xuhui, Shanghai, China, Asia",http://www.controlsys.cn/,,23000000,CNY,3350386,Seed,2,,"DianLiang Capitals, Light-Up Capital",2,,"177,281"
Seed Round - Clinc,https://www.crunchbase.com/funding_round/clinc-3-seed--86ed2ba2,Clinc,https://www.crunchbase.com/organization/clinc-3,Seed,1200000,USD,1200000,2016-08-04,Seed,,,,Yes,"Clinc is a conversational AI platform that enables enterprises to build human-in-the-room level, next-gen, virtual assistants.",Women Founded,"Artificial Intelligence (AI), Machine Learning, Software","Ann Arbor, Michigan, United States, North America",https://clinc.com,$1M to $10M,60725000,USD,60725000,Early Stage Venture,6,eLab Ventures,"eLab Ventures, Hyde Park Venture Partners",2,1,"134,682"
Angel Round - Picturio,https://www.crunchbase.com/funding_round/picturesqe-angel--51e64043,Picturio,https://www.crunchbase.com/organization/picturesqe,Angel,150000,USD,150000,2016-02-15,Seed,,,,Yes,Picturio is a software based on artificial intelligence that makes visual search and massive scale photo organization super-fast and easy.,,"Artificial Intelligence (AI), Photo Editing, Photography, Software","Austin, Texas, United States, North America",http://picturio.com,Less than $1M,175000,USD,175000,Seed,2,,,,,"134,939"
Seed Round - ReturnLogic,https://www.crunchbase.com/funding_round/returnlogic-seed--103cf8bf,ReturnLogic,https://www.crunchbase.com/organization/returnlogic,Seed,200000,USD,200000,2016-07-05,Seed,,,,Yes,Intelligent Returns Management Platform for Scaling Ecommerce Brands,,"Business Intelligence, E-Commerce, Enterprise Software, Logistics, Predictive Analytics, Retail Technology, SaaS, Supply Chain Management","Mechanicsburg, Pennsylvania, United States, North America",http://www.returnlogic.com,$1M to $10M,11589996,USD,11589996,Early Stage Venture,8,,Ben Franklin Technology Partners of Central and Northern Pennsylvania,1,,"135,279"
Pre Seed Round - NavTrac,https://www.crunchbase.com/funding_round/navtrac-pre-seed--342f6956,NavTrac,https://www.crunchbase.com/organization/navtrac,Pre-Seed,500000,USD,500000,2016-09-01,Seed,,,,Yes,NavTrac is a AI-Powered Yard Management System (YMS).,,"Artificial Intelligence (AI), Logistics, Machine Learning, Online Portals, Ports and Harbors, Shipping, Software","Los Angeles, California, United States, North America",http://www.navtrac.com/,$1M to $10M,9157000,USD,9157000,M&A,7,,FoundersX Ventures,1,,"135,655"
Seed Round - Relativity Space,https://www.crunchbase.com/funding_round/relativity-space-seed--390da784,Relativity Space,https://www.crunchbase.com/organization/relativity-space,Seed,620000,USD,620000,2016-03-22,Seed,,,,Yes,"Relativity Space is an aerospace company that designs, develops, and builds 3D printed rockets.",,"3D Technology, Aerospace, Artificial Intelligence (AI), Manufacturing","Long Beach, California, United States, North America",http://relativityspace.com,$1M to $10M,1355719978,USD,1355719978,Late Stage Venture,9,"Mark Cuban, Y Combinator","David Spector, Josh Buckley, Lux Capital, Mark Cuban, Y Combinator",5,2,"502,131"
Pre Seed Round - AILIS Breast Cancer Prediction Technology,https://www.crunchbase.com/funding_round/ailis-pre-seed--937c841a,AILIS Breast Cancer Prediction Technology,https://www.crunchbase.com/organization/ailis,Pre-Seed,405000,USD,405000,2016-01-01,Seed,,,,Yes,AILIS is a pioneering technology that detect symptoms of breast cancer and estimate the risk of developing the illness.,,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical Device","Kraków, Malopolskie, Poland, Europe",https://ailiscare.com/en/,,3427000,USD,3427000,Seed,4,,,,,"504,866"
Pre Seed Round - Tespack,https://www.crunchbase.com/funding_round/tespack-pre-seed--c072edea,Tespack,https://www.crunchbase.com/organization/tespack,Pre-Seed,200000,EUR,225583,2016-04-13,Seed,,,,Yes,Tespack is a pioneering company specialised in creating smart mobile micro-grids for challenging markets.,,"Artificial Intelligence (AI), Battery, Energy, Machine Learning, Software, Solar","Espoo, Southern Finland, Finland, Europe",http://www.tespack.com,$1M to $10M,1075888,USD,1075888,Seed,7,,,,,"605,067"
Product Crowdfunding - holi,https://www.crunchbase.com/funding_round/holi-product-crowdfunding--cc115855,holi,https://www.crunchbase.com/organization/holi,Product Crowdfunding,954498,USD,954498,2016-12-05,,,,,No,Artificial intelligence for sleep disorder diagnosis and treatment follow up,,"Artificial Intelligence (AI), Consumer Electronics, Health Care, Home Health Care, Machine Learning, Wellness","Lyon, Rhone-Alpes, France, Europe",https://www.holi.io,Less than $1M,954498,USD,954498,,1,,,,,"605,087"
Angel Round - DAM Good Media Limited,https://www.crunchbase.com/funding_round/d-a-m-good-media-limited-angel--6462231c,DAM Good Media Limited,https://www.crunchbase.com/organization/d-a-m-good-media-limited,Angel,93015,GBP,120711,2016-10-01,Seed,3770250,GBP,4892870,Yes,"A technology platform helping make live music events more discoverable, and delivers bite-sized technology services to the industry.",,"Big Data, Concerts, Machine Learning, Music, Software","Brockenhurst, Hampshire, United Kingdom, Europe",https://www.damgoodmedia.com,Less than $1M,2156017,USD,2156017,Seed,13,,,,,"560,429"
Grant - VocaliD,https://www.crunchbase.com/funding_round/vocalid-grant--c51f6f04,VocaliD,https://www.crunchbase.com/organization/vocalid,Grant,750000,USD,750000,2016-06-30,,,,,No,Voice AI company that synthesizes unique vocal personalities so brands and individuals can be heard,"Women Founded, Women Led","Artificial Intelligence (AI), Information Technology, Machine Learning, Software","Boston, Massachusetts, United States, North America",https://vocalid.ai,Less than $1M,4335249,USD,4335249,M&A,12,,,,,"560,999"
