"tech";"nuts2";"nuts2_name";"count";"rca";"rel";"comp";"parent";"value";"id";"color"
"Semiconductors";"CZ01";"Praha";2;"0,18";"22,93";"50";"Digital transition";2;"Semiconductors";"blue"
"Semiconductors";"ES22";"Comunidad Foral de Navarra";2;"0,24";"21,71";"50";"Digital transition";2;"Semiconductors";"blue"
"Semiconductors";"UKD1";"Cumbria";3;"0,93";"31,78";"50";"Digital transition";3;"Semiconductors";"blue"
"Semiconductors";"UKJ3";"Hampshire and Isle of Wight";73;"1,24";"52,16";"50";"Digital transition";73;"Semiconductors";"blue"
"Semiconductors";"PL63";"Pomorskie";5;"0,73";"34,06";"50";"Digital transition";5;"Semiconductors";"blue"
"Semiconductors";"UKG3";"West Midlands";27;"0,7";"14,88";"50";"Digital transition";27;"Semiconductors";"blue"
"Semiconductors";"ES11";"Galicia";0;"0";"21,89";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"BE32";"Prov. Hainaut";14;"0,91";"25,05";"50";"Digital transition";14;"Semiconductors";"blue"
"Semiconductors";"ITG2";"Sardegna";1;"0,37";"21,45";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"FR52";"Bretagne";34;"0,6";"24,54";"50";"Digital transition";34;"Semiconductors";"blue"
"Semiconductors";"ITI1";"Toscana";12;"0,3";"27,52";"50";"Digital transition";12;"Semiconductors";"blue"
"Semiconductors";"EL52";"Kentriki Makedonia";0;"0";"19,04";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"CZ02";"Střední Čechy";4;"0,47";"20,72";"50";"Digital transition";4;"Semiconductors";"blue"
"Semiconductors";"DE22";"Niederbayern";312;"6,13";"59";"50";"Digital transition";312;"Semiconductors";"blue"
"Semiconductors";"MT00";"Malta";0;"0";"11,37";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"BE21";"Prov. Antwerpen";26;"0,47";"30,51";"50";"Digital transition";26;"Semiconductors";"blue"
"Semiconductors";"DE12";"Karlsruhe";289;"1,53";"44,4";"50";"Digital transition";289;"Semiconductors";"blue"
"Semiconductors";"ES30";"Comunidad de Madrid";29;"0,49";"27,72";"50";"Digital transition";29;"Semiconductors";"blue"
"Semiconductors";"DEA2";"Köln";216;"1,11";"55,88";"50";"Digital transition";216;"Semiconductors";"blue"
"Semiconductors";"ITI4";"Lazio";24;"0,72";"18,46";"50";"Digital transition";24;"Semiconductors";"blue"
"Semiconductors";"HU31";"Észak-Magyarország";0;"0";"16,91";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"HU10";"Közép-Magyarország";10;"0,32";"18,81";"50";"Digital transition";10;"Semiconductors";"blue"
"Semiconductors";"NO04";"Agder og Rogaland";1;"0,04";"11,04";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"ES42";"Castilla-La Mancha";4;"1,09";"44,2";"50";"Digital transition";4;"Semiconductors";"blue"
"Semiconductors";"UKF1";"Derbyshire and Nottinghamshire";10;"0,43";"26,43";"50";"Digital transition";10;"Semiconductors";"blue"
"Semiconductors";"ITF6";"Calabria";0;"0";"19,93";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"EL54";"Thessalia";0;"0";"9,15";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"BG31";"Severozapaden";0;"0";"18,77";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"EL53";"Dytiki Makedonia";0;"0";"0,45";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"FRY1";"Guadeloupe";0;"0";"14,84";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"UKD6";"Cheshire";11;"0,5";"21,56";"50";"Digital transition";11;"Semiconductors";"blue"
"Semiconductors";"FR71";"Rhône-Alpes";625;"3,03";"67,32";"50";"Digital transition";625;"Semiconductors";"blue"
"Semiconductors";"UKD7";"Merseyside";0;"0";"18,53";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"DE25";"Mittelfranken";180;"1,24";"41,2";"50";"Digital transition";180;"Semiconductors";"blue"
"Semiconductors";"ITF1";"Abruzzo";13;"1,57";"43,16";"50";"Digital transition";13;"Semiconductors";"blue"
"Semiconductors";"ES64";"Ciudad Autónoma de Melilla";0;"0";"0,02";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"RO41";"Sud-Vest Oltenia";0;"0";"10,93";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"UKE4";"West Yorkshire";5;"0,27";"24,71";"50";"Digital transition";5;"Semiconductors";"blue"
"Semiconductors";"UKI2";"Outer London";36;"0,86";"17,33";"50";"Digital transition";36;"Semiconductors";"blue"
"Semiconductors";"FR26";"Bourgogne";5;"0,38";"37,82";"50";"Digital transition";5;"Semiconductors";"blue"
"Semiconductors";"DE26";"Unterfranken";161;"2,19";"58,9";"50";"Digital transition";161;"Semiconductors";"blue"
"Semiconductors";"AT21";"Kärnten";32;"3,45";"54,63";"50";"Digital transition";32;"Semiconductors";"blue"
"Semiconductors";"ITH3";"Veneto";58;"1,02";"49,96";"50";"Digital transition";58;"Semiconductors";"blue"
"Semiconductors";"UKM6";"Highlands and Islands";2;"0,56";"14,2";"50";"Digital transition";2;"Semiconductors";"blue"
"Semiconductors";"PL43";"Lubuskie";1;"1,46";"25,22";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"UKM3";"South Western Scotland";8;"0,57";"46,6";"50";"Digital transition";8;"Semiconductors";"blue"
"Semiconductors";"NO06";"Trøndelag";11;"0,63";"29";"50";"Digital transition";11;"Semiconductors";"blue"
"Semiconductors";"BE35";"Prov. Namur";6;"0,8";"27,67";"50";"Digital transition";6;"Semiconductors";"blue"
"Semiconductors";"AT31";"Oberösterreich";72;"1,1";"49,01";"50";"Digital transition";72;"Semiconductors";"blue"
"Semiconductors";"NL12";"Friesland (NL)";1;"0,18";"14,42";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"ES70";"Canarias";3;"0,95";"20,67";"50";"Digital transition";3;"Semiconductors";"blue"
"Semiconductors";"NL42";"Limburg (NL)";42;"0,94";"35,71";"50";"Digital transition";42;"Semiconductors";"blue"
"Semiconductors";"DE11";"Stuttgart";246;"0,73";"23,56";"50";"Digital transition";246;"Semiconductors";"blue"
"Semiconductors";"SE32";"Mellersta Norrland";0;"0";"15,29";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"UKH3";"Essex";15;"0,68";"34,2";"50";"Digital transition";15;"Semiconductors";"blue"
"Semiconductors";"FR61";"Aquitaine";23;"0,5";"27,35";"50";"Digital transition";23;"Semiconductors";"blue"
"Semiconductors";"FR23";"Haute-Normandie";7;"0,23";"13,92";"50";"Digital transition";7;"Semiconductors";"blue"
"Semiconductors";"IS01";"Höfuðborgarsvæði";0;"0";"6,7";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"DEF0";"Schleswig-Holstein";31;"0,58";"24,35";"50";"Digital transition";31;"Semiconductors";"blue"
"Semiconductors";"UKF3";"Lincolnshire";7;"1,16";"43,83";"50";"Digital transition";7;"Semiconductors";"blue"
"Semiconductors";"ES61";"Andalucía";14;"0,63";"26,08";"50";"Digital transition";14;"Semiconductors";"blue"
"Semiconductors";"DE27";"Schwaben";108;"1,21";"39,5";"50";"Digital transition";108;"Semiconductors";"blue"
"Semiconductors";"DEA3";"Münster";18;"0,27";"25,32";"50";"Digital transition";18;"Semiconductors";"blue"
"Semiconductors";"EL51";"Anatoliki Makedonia, Thraki";0;"0";"3,5";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"CH01";"Région lémanique";101;"0,93";"36,19";"50";"Digital transition";101;"Semiconductors";"blue"
"Semiconductors";"UKD4";"Lancashire";13;"0,77";"46,81";"50";"Digital transition";13;"Semiconductors";"blue"
"Semiconductors";"PL34";"Podlaskie";0;"0";"9,56";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"RO31";"Sud - Muntenia";0;"0";"10,33";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"FR24";"Centre";21;"0,65";"25,06";"50";"Digital transition";21;"Semiconductors";"blue"
"Semiconductors";"DK03";"Syddanmark";40;"1,03";"28,14";"50";"Digital transition";40;"Semiconductors";"blue"
"Semiconductors";"PL62";"Warmińsko-Mazurskie";0;"0";"11,81";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"NO05";"Vestlandet";1;"0,05";"11,81";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"ES52";"Comunidad Valenciana";11;"0,37";"41,1";"50";"Digital transition";11;"Semiconductors";"blue"
"Semiconductors";"FRY4";"Réunion";0;"0";"16,91";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"CZ06";"Jihovýchod";3;"0,4";"22,85";"50";"Digital transition";3;"Semiconductors";"blue"
"Semiconductors";"FR41";"Lorraine";9;"0,33";"19,64";"50";"Digital transition";9;"Semiconductors";"blue"
"Semiconductors";"AT11";"Burgenland (AT)";3;"0,66";"35,75";"50";"Digital transition";3;"Semiconductors";"blue"
"Semiconductors";"ES24";"Aragón";4;"0,36";"25,08";"50";"Digital transition";4;"Semiconductors";"blue"
"Semiconductors";"BE22";"Prov. Limburg (BE)";23;"1,69";"57,42";"50";"Digital transition";23;"Semiconductors";"blue"
"Semiconductors";"SK04";"Východné Slovensko";0;"0";"8,99";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"SE23";"Västsverige";64;"0,56";"13,77";"50";"Digital transition";64;"Semiconductors";"blue"
"Semiconductors";"AT32";"Salzburg";8;"0,72";"21,6";"50";"Digital transition";8;"Semiconductors";"blue"
"Semiconductors";"UKL2";"East Wales";19;"0,72";"8,87";"50";"Digital transition";19;"Semiconductors";"blue"
"Semiconductors";"UKK2";"Dorset and Somerset";7;"0,45";"25,88";"50";"Digital transition";7;"Semiconductors";"blue"
"Semiconductors";"PT11";"Norte";12;"0,73";"41,62";"50";"Digital transition";12;"Semiconductors";"blue"
"Semiconductors";"BE34";"Prov. Luxembourg (BE)";6;"1,5";"50,76";"50";"Digital transition";6;"Semiconductors";"blue"
"Semiconductors";"PT15";"Algarve";1;"0,74";"9,84";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"FR10";"Île de France";337;"0,69";"25,44";"50";"Digital transition";337;"Semiconductors";"blue"
"Semiconductors";"SE12";"Östra Mellansverige";39;"0,36";"9,8";"50";"Digital transition";39;"Semiconductors";"blue"
"Semiconductors";"BG33";"Severoiztochen";0;"0";"7,78";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"LU00";"Luxembourg";16;"0,98";"25,46";"50";"Digital transition";16;"Semiconductors";"blue"
"Semiconductors";"NO03";"Sør-Østlandet";10;"0,55";"19,61";"50";"Digital transition";10;"Semiconductors";"blue"
"Semiconductors";"UKE3";"South Yorkshire";13;"0,98";"25,38";"50";"Digital transition";13;"Semiconductors";"blue"
"Semiconductors";"AT34";"Vorarlberg";13;"0,42";"20,93";"50";"Digital transition";13;"Semiconductors";"blue"
"Semiconductors";"DE92";"Hannover";25;"0,3";"21,33";"50";"Digital transition";25;"Semiconductors";"blue"
"Semiconductors";"CH07";"Ticino";12;"0,74";"28,8";"50";"Digital transition";12;"Semiconductors";"blue"
"Semiconductors";"FI20";"Åland";1;"2,11";"21,33";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"ITH2";"Provincia Autonoma di Trento";7;"0,96";"39,75";"50";"Digital transition";7;"Semiconductors";"blue"
"Semiconductors";"BE25";"Prov. West-Vlaanderen";6;"0,28";"20,54";"50";"Digital transition";6;"Semiconductors";"blue"
"Semiconductors";"BE31";"Prov. Brabant Wallon";16;"0,74";"21,95";"50";"Digital transition";16;"Semiconductors";"blue"
"Semiconductors";"DEG0";"Thüringen";56;"1,3";"59,42";"50";"Digital transition";56;"Semiconductors";"blue"
"Semiconductors";"DE91";"Braunschweig";16;"0,23";"16,67";"50";"Digital transition";16;"Semiconductors";"blue"
"Semiconductors";"BE24";"Prov. Vlaams-Brabant";83;"1,52";"57,97";"50";"Digital transition";83;"Semiconductors";"blue"
"Semiconductors";"PL32";"Podkarpackie";3;"0,78";"22,21";"50";"Digital transition";3;"Semiconductors";"blue"
"Semiconductors";"ES23";"La Rioja";0;"0";"23,63";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"FR25";"Basse-Normandie";23;"2,11";"52,68";"50";"Digital transition";23;"Semiconductors";"blue"
"Semiconductors";"HU32";"Észak-Alföld";1;"0,34";"22,99";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"EL61";"Ipeiros";0;"0";"2,58";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"UKK3";"Cornwall and Isles of Scilly";7;"1,65";"37,21";"50";"Digital transition";7;"Semiconductors";"blue"
"Semiconductors";"FR81";"Languedoc-Roussillon";21;"0,72";"22,47";"50";"Digital transition";21;"Semiconductors";"blue"
"Semiconductors";"ITF4";"Puglia";11;"1,09";"41,59";"50";"Digital transition";11;"Semiconductors";"blue"
"Semiconductors";"ES12";"Principado de Asturias";1;"0,18";"29,59";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"NL31";"Utrecht";8;"0,28";"15,19";"50";"Digital transition";8;"Semiconductors";"blue"
"Semiconductors";"UKE2";"North Yorkshire";12;"0,94";"24,51";"50";"Digital transition";12;"Semiconductors";"blue"
"Semiconductors";"ITC1";"Piemonte";37;"0,7";"25,84";"50";"Digital transition";37;"Semiconductors";"blue"
"Semiconductors";"FR72";"Auvergne";9;"0,22";"13,2";"50";"Digital transition";9;"Semiconductors";"blue"
"Semiconductors";"CZ08";"Moravskoslezsko";1;"0,26";"27,45";"50";"Digital transition";1;"Semiconductors";"blue"
"Semiconductors";"CH06";"Zentralschweiz";33;"0,8";"25,86";"50";"Digital transition";33;"Semiconductors";"blue"
"Semiconductors";"ES43";"Extremadura";0;"0";"6,94";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"ITC4";"Lombardia";94;"0,69";"45,73";"50";"Digital transition";94;"Semiconductors";"blue"
"Semiconductors";"SE11";"Stockholm";79;"0,31";"7,98";"50";"Digital transition";79;"Semiconductors";"blue"
"Semiconductors";"UKM2";"Eastern Scotland";25;"0,75";"33,67";"50";"Digital transition";25;"Semiconductors";"blue"
"Semiconductors";"PL12";"Mazowieckie";9;"0,5";"34,14";"50";"Digital transition";9;"Semiconductors";"blue"
"Semiconductors";"UKG2";"Shropshire and Staffordshire";9;"0,67";"27,1";"50";"Digital transition";9;"Semiconductors";"blue"
"Semiconductors";"SI04";"Vzhodna Slovenija";2;"0,45";"17,5";"50";"Digital transition";2;"Semiconductors";"blue"
"Semiconductors";"FRY3";"Guyane";0;"0";"2,92";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"FR30";"Nord - Pas-de-Calais";10;"0,32";"27,15";"50";"Digital transition";10;"Semiconductors";"blue"
"Semiconductors";"DED4";"Chemnitz";62;"3,26";"60,83";"50";"Digital transition";62;"Semiconductors";"blue"
"Semiconductors";"EL42";"Notio Aigaio";0;"0";"0,1";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"UKI1";"Inner London";50;"0,33";"13,62";"50";"Digital transition";50;"Semiconductors";"blue"
"Semiconductors";"UKC1";"Tees Valley and Durham";37;"2,04";"58,35";"50";"Digital transition";37;"Semiconductors";"blue"
"Semiconductors";"EL62";"Ionia Nisia";0;"0";"0,55";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"EL43";"Kriti";0;"0";"13,02";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"FR51";"Pays de la Loire";26;"0,7";"18,99";"50";"Digital transition";26;"Semiconductors";"blue"
"Semiconductors";"NL22";"Gelderland";31;"0,9";"23,49";"50";"Digital transition";31;"Semiconductors";"blue"
"Semiconductors";"NL11";"Groningen";4;"0,48";"22,85";"50";"Digital transition";4;"Semiconductors";"blue"
"Semiconductors";"DE80";"Mecklenburg-Vorpommern";10;"0,83";"36,83";"50";"Digital transition";10;"Semiconductors";"blue"
"Semiconductors";"BG42";"Yuzhen tsentralen";0;"0";"17,14";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"LT00";"Lietuva";5;"1,15";"45,33";"50";"Digital transition";5;"Semiconductors";"blue"
"Semiconductors";"BE33";"Prov. Liège";22;"1,15";"48,22";"50";"Digital transition";22;"Semiconductors";"blue"
"Semiconductors";"IE02";"Southern and Eastern";56;"1,08";"46,05";"50";"Digital transition";56;"Semiconductors";"blue"
"Semiconductors";"NO01";"Oslo og Akershus";10;"0,28";"24,94";"50";"Digital transition";10;"Semiconductors";"blue"
"Semiconductors";"LI00";"Liechtenstein";8;"2,94";"38,27";"50";"Digital transition";8;"Semiconductors";"blue"
"Semiconductors";"PT20";"Região Autónoma dos Açores";0;"0";"3,42";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"AT33";"Tirol";11;"0,66";"30,86";"50";"Digital transition";11;"Semiconductors";"blue"
"Semiconductors";"FR22";"Picardie";12;"0,39";"24,58";"50";"Digital transition";12;"Semiconductors";"blue"
"Semiconductors";"NL41";"Noord-Brabant";410;"1,75";"52,24";"50";"Digital transition";410;"Semiconductors";"blue"
"Semiconductors";"DEB3";"Rheinhessen-Pfalz";153;"1,14";"36,24";"50";"Digital transition";153;"Semiconductors";"blue"
"Semiconductors";"ITC3";"Liguria";7;"0,48";"44,42";"50";"Digital transition";7;"Semiconductors";"blue"
"Semiconductors";"NO07";"Nord-Norge";2;"0,66";"11,67";"50";"Digital transition";2;"Semiconductors";"blue"
"Semiconductors";"DE21";"Oberbayern";382;"0,82";"26,4";"50";"Digital transition";382;"Semiconductors";"blue"
"Semiconductors";"DE50";"Bremen";7;"0,48";"33,59";"50";"Digital transition";7;"Semiconductors";"blue"
"Semiconductors";"ES21";"País Vasco";6;"0,36";"29,17";"50";"Digital transition";6;"Semiconductors";"blue"
"Semiconductors";"DEE0";"Sachsen-Anhalt";47;"2,1";"53,68";"50";"Digital transition";47;"Semiconductors";"blue"
"Semiconductors";"UKK1";"Gloucestershire, Wiltshire and Bristol/Bath area";31;"0,38";"27,92";"50";"Digital transition";31;"Semiconductors";"blue"
"Semiconductors";"DEA4";"Detmold";27;"0,42";"22,19";"50";"Digital transition";27;"Semiconductors";"blue"
"Semiconductors";"BG32";"Severen tsentralen";0;"0";"14,15";"50";"Digital transition";0;"Semiconductors";"blue"
"Semiconductors";"CH05";"Ostschweiz";56;"1,07";"53,43";"50";"Digital transition";56;"Semiconductors";"blue"
"Semiconductors";"DED2";"Dresden";213;"4,72";"73,43";"50";"Digital transition";213;"Semiconductors";"blue"
"Semiconductors";"UKH1";"East Anglia";307;"2,53";"57,37";"50";"Digital transition";307;"Semiconductors";"blue"
"Smart farming";"DED5";"Leipzig";1;"0,23";"27,59";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"EL64";"Sterea Ellada";0;"0";"5,77";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"PL52";"Opolskie";0;"0";"11,76";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"SK02";"Západné Slovensko";0;"0";"35";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"BE34";"Prov. Luxembourg (BE)";0;"0";"19,29";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"DEB2";"Trier";2;"0,68";"25,12";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"BG31";"Severozapaden";0;"0";"12,75";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"UKJ4";"Kent";4;"0,87";"30,7";"44,4";"Green transition";4;"Smart farming";"green"
"Smart farming";"ES51";"Cataluña";17;"0,6";"24,11";"44,4";"Green transition";17;"Smart farming";"green"
"Smart farming";"UKH2";"Bedfordshire and Hertfordshire";14;"1,21";"37,12";"44,4";"Green transition";14;"Smart farming";"green"
"Smart farming";"DEA1";"Düsseldorf";62;"1,02";"21,74";"44,4";"Green transition";62;"Smart farming";"green"
"Smart farming";"FR81";"Languedoc-Roussillon";19;"2,15";"40,58";"44,4";"Green transition";19;"Smart farming";"green"
"Smart farming";"PL63";"Pomorskie";1;"0,48";"17,18";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"RO32";"Bucureşti - Ilfov";0;"0";"19,95";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"FR21";"Champagne-Ardenne";3;"0,99";"44,7";"44,4";"Green transition";3;"Smart farming";"green"
"Smart farming";"CY00";"Kýpros";2;"2,81";"22,72";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"FRY2";"Martinique";0;"0";"11,22";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"SK03";"Stredné Slovensko";2;"2,93";"23,58";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"UKM5";"North Eastern Scotland";5;"1,13";"13,61";"44,4";"Green transition";5;"Smart farming";"green"
"Smart farming";"NL22";"Gelderland";26;"2,49";"46,28";"44,4";"Green transition";26;"Smart farming";"green"
"Smart farming";"HU22";"Nyugat-Dunántúl";1;"0,86";"24,47";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"UKG1";"Herefordshire, Worcestershire and Warwickshire";20;"3,14";"37,78";"44,4";"Green transition";20;"Smart farming";"green"
"Smart farming";"DE73";"Kassel";2;"0,27";"29,05";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"AT13";"Wien";10;"0,68";"31,12";"44,4";"Green transition";10;"Smart farming";"green"
"Smart farming";"BG41";"Yugozapaden";0;"0";"24,07";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"NL34";"Zeeland";8;"3,24";"39,77";"44,4";"Green transition";8;"Smart farming";"green"
"Smart farming";"SK01";"Bratislavský kraj";4;"2,88";"53,28";"44,4";"Green transition";4;"Smart farming";"green"
"Smart farming";"UKE1";"East Yorkshire and Northern Lincolnshire";3;"1,07";"45,31";"44,4";"Green transition";3;"Smart farming";"green"
"Smart farming";"SI03";"Zahodna Slovenija";5;"1,43";"36,17";"44,4";"Green transition";5;"Smart farming";"green"
"Smart farming";"BE24";"Prov. Vlaams-Brabant";15;"0,9";"41,95";"44,4";"Green transition";15;"Smart farming";"green"
"Smart farming";"FI1B";"Helsinki-Uusimaa";25;"0,57";"26,81";"44,4";"Green transition";25;"Smart farming";"green"
"Smart farming";"NL13";"Drenthe";1;"0,98";"28,42";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"DE23";"Oberpfalz";68;"2,36";"44,57";"44,4";"Green transition";68;"Smart farming";"green"
"Smart farming";"HR04";"Kontinentalna Hrvatska";1;"0,83";"30,1";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"DE22";"Niederbayern";23;"1,48";"39,37";"44,4";"Green transition";23;"Smart farming";"green"
"Smart farming";"CZ02";"Střední Čechy";0;"0";"26,95";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"HU21";"Közép-Dunántúl";2;"1,41";"51,47";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"UKJ1";"Berkshire, Buckinghamshire and Oxfordshire";22;"0,63";"24,34";"44,4";"Green transition";22;"Smart farming";"green"
"Smart farming";"DE24";"Oberfranken";7;"0,39";"10,76";"44,4";"Green transition";7;"Smart farming";"green"
"Smart farming";"CZ03";"Jihozápad";1;"0,77";"23,77";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"DE93";"Lüneburg";4;"0,47";"27,84";"44,4";"Green transition";4;"Smart farming";"green"
"Smart farming";"AT12";"Niederösterreich";46;"3,3";"65,95";"44,4";"Green transition";46;"Smart farming";"green"
"Smart farming";"ITH5";"Emilia-Romagna";23;"0,96";"45,02";"44,4";"Green transition";23;"Smart farming";"green"
"Smart farming";"UKF2";"Leicestershire, Rutland and Northamptonshire";4;"0,7";"43,63";"44,4";"Green transition";4;"Smart farming";"green"
"Smart farming";"UKD6";"Cheshire";4;"0,6";"32,79";"44,4";"Green transition";4;"Smart farming";"green"
"Smart farming";"ES30";"Comunidad de Madrid";14;"0,78";"41,14";"44,4";"Green transition";14;"Smart farming";"green"
"Smart farming";"EL63";"Dytiki Ellada";0;"0";"16,28";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"PL33";"Świętokrzyskie";0;"0";"13,78";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"HR03";"Jadranska Hrvatska";2;"3,16";"42,56";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"RO21";"Nord-Est";0;"0";"7,04";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"BE23";"Prov. Oost-Vlaanderen";42;"3,14";"38,17";"44,4";"Green transition";42;"Smart farming";"green"
"Smart farming";"FR62";"Midi-Pyrénées";11;"0,6";"36,38";"44,4";"Green transition";11;"Smart farming";"green"
"Smart farming";"RO42";"Vest";2;"2,76";"27,66";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"FRY1";"Guadeloupe";1;"10,6";"29,38";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"AT22";"Steiermark";7;"0,46";"22,77";"44,4";"Green transition";7;"Smart farming";"green"
"Smart farming";"CZ04";"Severozápad";1;"1,33";"17,68";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"DEC0";"Saarland";2;"0,35";"27,3";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"NL33";"Zuid-Holland";67;"2,68";"47,27";"44,4";"Green transition";67;"Smart farming";"green"
"Smart farming";"PL11";"Łódzkie";1;"0,67";"44,63";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"UKM6";"Highlands and Islands";6;"5,5";"25,88";"44,4";"Green transition";6;"Smart farming";"green"
"Smart farming";"DE40";"Brandenburg";6;"0,44";"19,5";"44,4";"Green transition";6;"Smart farming";"green"
"Smart farming";"AT32";"Salzburg";4;"1,19";"21,85";"44,4";"Green transition";4;"Smart farming";"green"
"Smart farming";"ES64";"Ciudad Autónoma de Melilla";0;"0";"1,07";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"RO11";"Nord-Vest";0;"0";"7,88";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"ES53";"Illes Balears";0;"0";"24,72";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"ITI3";"Marche";3;"0,94";"55,61";"44,4";"Green transition";3;"Smart farming";"green"
"Smart farming";"SE22";"Sydsverige";11;"0,29";"16,29";"44,4";"Green transition";11;"Smart farming";"green"
"Smart farming";"FR63";"Limousin";0;"0";"22,45";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"PL61";"Kujawsko-Pomorskie";0;"0";"30,45";"44,4";"Green transition";0;"Smart farming";"green"
"Smart farming";"PL31";"Lubelskie";1;"1,31";"34,22";"44,4";"Green transition";1;"Smart farming";"green"
"Smart farming";"ES41";"Castilla y León";6;"3,03";"46,01";"44,4";"Green transition";6;"Smart farming";"green"
"Smart farming";"FR42";"Alsace";7;"0,54";"24,61";"44,4";"Green transition";7;"Smart farming";"green"
"Smart farming";"PT16";"Centro (PT)";2;"0,62";"30,45";"44,4";"Green transition";2;"Smart farming";"green"
"Smart farming";"SE31";"Norra Mellansverige";3;"0,47";"31,25";"44,4";"Green transition";3;"Smart farming";"green"
"Smart farming";"DEA2";"Köln";142;"2,41";"48,81";"44,4";"Green transition";142;"Smart farming";"green"
"Smart farming";"DE80";"Mecklenburg-Vorpommern";7;"1,9";"59,88";"44,4";"Green transition";7;"Smart farming";"green"
"Smart farming";"HU10";"Közép-Magyarország";8;"0,84";"40,82";"44,4";"Green transition";8;"Smart farming";"green"
